,Unnamed: 0.1,Unnamed: 0,date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
1129,1129,1129,2018-04-01,Ceel Waaq,2.0,,,,,,2.0
1130,1130,1130,2018-06-01,Ceel Waaq,2.0,,,,,,2.0
1131,1131,1131,2018-07-01,Ceel Waaq,1.0,,,,,,1.0
1132,1132,1132,2018-08-01,Ceel Waaq,,2.0,,,,1.0,3.0
1133,1133,1133,2018-09-01,Ceel Waaq,,3.0,,,,,3.0
1134,1134,1134,2018-10-01,Ceel Waaq,1.0,1.0,,,,,2.0
1135,1135,1135,2019-03-01,Ceel Waaq,1.0,5.0,,,1.0,,7.0
1136,1136,1136,2019-05-01,Ceel Waaq,1.0,1.0,,,,,2.0
1137,1137,1137,2019-06-01,Ceel Waaq,2.0,,,,,,2.0
1138,1138,1138,2019-07-01,Ceel Waaq,1.0,1.0,,,,1.0,3.0
1139,1139,1139,2019-09-01,Ceel Waaq,1.0,,,,,,1.0
1140,1140,1140,2019-10-01,Ceel Waaq,1.0,,,,,,1.0
1141,1141,1141,2020-05-01,Ceel Waaq,2.0,3.0,,,,,5.0
1142,1142,1142,2020-06-01,Ceel Waaq,1.0,,,,,,1.0
1143,1143,1143,2020-09-01,Ceel Waaq,,2.0,1.0,,,1.0,4.0
1144,1144,1144,2020-10-01,Ceel Waaq,,1.0,,,,,1.0
1145,1145,1145,2020-11-01,Ceel Waaq,1.0,1.0,1.0,,,,3.0
1146,1146,1146,2020-12-01,Ceel Waaq,2.0,,,,,,2.0
1147,1147,1147,2021-01-01,Ceel Waaq,,1.0,,,,,1.0
1148,1148,1148,2021-04-01,Ceel Waaq,1.0,,,,,,1.0
1149,1149,1149,2021-05-01,Ceel Waaq,1.0,,,,,,1.0
1150,1150,1150,2021-06-01,Ceel Waaq,,1.0,,,,,1.0
1151,1151,1151,2021-07-01,Ceel Waaq,1.0,2.0,,,,,3.0
1152,1152,1152,2021-08-01,Ceel Waaq,1.0,2.0,,,,,3.0
1153,1153,1153,2021-09-01,Ceel Waaq,2.0,8.0,,,,,10.0
1154,1154,1154,2016-10-01,Ceerigaabo,1.0,,2.0,1.0,,4.0,8.0
1155,1155,1155,2016-11-01,Ceerigaabo,,,,,,1.0,1.0
1156,1156,1156,2016-12-01,Ceerigaabo,,,,,,1.0,1.0
1157,1157,1157,2017-03-01,Ceerigaabo,,,1.0,,,,1.0
1158,1158,1158,2017-05-01,Ceerigaabo,,,1.0,,,,1.0
1159,1159,1159,2017-06-01,Ceerigaabo,1.0,,,,,,1.0
1160,1160,1160,2017-07-01,Ceerigaabo,1.0,,,1.0,,,2.0
1161,1161,1161,2017-08-01,Ceerigaabo,3.0,,,,,,3.0
1162,1162,1162,2017-09-01,Ceerigaabo,,,2.0,1.0,1.0,,4.0
1163,1163,1163,2017-10-01,Ceerigaabo,1.0,,3.0,,,,4.0
1164,1164,1164,2017-11-01,Ceerigaabo,,,,3.0,,1.0,4.0
1165,1165,1165,2017-12-01,Ceerigaabo,,,1.0,,,1.0,2.0
1166,1166,1166,2018-01-01,Ceerigaabo,3.0,,2.0,,,1.0,6.0
1167,1167,1167,2018-02-01,Ceerigaabo,,,2.0,,,,2.0
1168,1168,1168,2018-03-01,Ceerigaabo,1.0,,1.0,,,,2.0
1169,1169,1169,2018-04-01,Ceerigaabo,1.0,,,,,,1.0
1170,1170,1170,2018-05-01,Ceerigaabo,1.0,,1.0,1.0,1.0,,4.0
1171,1171,1171,2018-06-01,Ceerigaabo,,,5.0,,,1.0,6.0
1172,1172,1172,2018-07-01,Ceerigaabo,2.0,,,,,1.0,3.0
1173,1173,1173,2018-08-01,Ceerigaabo,,,,,,1.0,1.0
1174,1174,1174,2018-09-01,Ceerigaabo,1.0,,,,,3.0,4.0
1175,1175,1175,2018-10-01,Ceerigaabo,2.0,1.0,,,,,3.0
1176,1176,1176,2018-11-01,Ceerigaabo,1.0,,,,,1.0,2.0
1177,1177,1177,2019-02-01,Ceerigaabo,,,1.0,,,1.0,2.0
1178,1178,1178,2019-03-01,Ceerigaabo,2.0,,,,2.0,1.0,5.0
1179,1179,1179,2019-05-01,Ceerigaabo,2.0,,1.0,,,,3.0
1180,1180,1180,2019-06-01,Ceerigaabo,3.0,,,,1.0,2.0,6.0
1181,1181,1181,2019-07-01,Ceerigaabo,3.0,,,1.0,,1.0,5.0
1182,1182,1182,2019-08-01,Ceerigaabo,2.0,,,,,,2.0
1183,1183,1183,2019-11-01,Ceerigaabo,2.0,,,,1.0,,3.0
1184,1184,1184,2019-12-01,Ceerigaabo,1.0,,,,,,1.0
1185,1185,1185,2020-02-01,Ceerigaabo,2.0,,,,,,2.0
1186,1186,1186,2020-03-01,Ceerigaabo,,,,,1.0,,1.0
1187,1187,1187,2020-04-01,Ceerigaabo,1.0,,1.0,,,2.0,4.0
1188,1188,1188,2020-06-01,Ceerigaabo,1.0,,1.0,,,1.0,3.0
1189,1189,1189,2020-07-01,Ceerigaabo,1.0,,,,,,1.0
1190,1190,1190,2020-08-01,Ceerigaabo,,,1.0,,,1.0,2.0
1191,1191,1191,2020-09-01,Ceerigaabo,1.0,,,,,,1.0
1192,1192,1192,2020-10-01,Ceerigaabo,,,3.0,,,,3.0
1193,1193,1193,2020-12-01,Ceerigaabo,,,,1.0,,,1.0
1194,1194,1194,2021-01-01,Ceerigaabo,1.0,,,,,1.0,2.0
1195,1195,1195,2021-02-01,Ceerigaabo,1.0,,1.0,,,,2.0
1196,1196,1196,2021-03-01,Ceerigaabo,,,,,,1.0,1.0
1197,1197,1197,2021-09-01,Ceerigaabo,,,,1.0,,,1.0
1198,1198,1198,2016-10-01,Dhuusamarreeb,3.0,,,,,1.0,4.0
1199,1199,1199,2016-11-01,Dhuusamarreeb,1.0,,,,1.0,1.0,3.0
1200,1200,1200,2016-12-01,Dhuusamarreeb,,,,,1.0,,1.0
1201,1201,1201,2017-01-01,Dhuusamarreeb,,,,,,2.0,2.0
1202,1202,1202,2017-03-01,Dhuusamarreeb,1.0,,1.0,,,,2.0
1203,1203,1203,2017-04-01,Dhuusamarreeb,,,,,1.0,,1.0
1204,1204,1204,2017-05-01,Dhuusamarreeb,2.0,1.0,,,,,3.0
1205,1205,1205,2017-06-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1206,1206,1206,2017-07-01,Dhuusamarreeb,2.0,,1.0,,,1.0,4.0
1207,1207,1207,2017-08-01,Dhuusamarreeb,4.0,,,,,1.0,5.0
1208,1208,1208,2017-09-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1209,1209,1209,2017-10-01,Dhuusamarreeb,,,2.0,,,,2.0
1210,1210,1210,2017-11-01,Dhuusamarreeb,1.0,,,,,,1.0
1211,1211,1211,2017-12-01,Dhuusamarreeb,2.0,,,,,,2.0
1212,1212,1212,2018-01-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1213,1213,1213,2018-02-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1214,1214,1214,2018-03-01,Dhuusamarreeb,3.0,,,,,,3.0
1215,1215,1215,2018-04-01,Dhuusamarreeb,,,,,1.0,,1.0
1216,1216,1216,2018-05-01,Dhuusamarreeb,1.0,,,,,,1.0
1217,1217,1217,2018-08-01,Dhuusamarreeb,1.0,,,,,,1.0
1218,1218,1218,2018-09-01,Dhuusamarreeb,,,,,,1.0,1.0
1219,1219,1219,2018-10-01,Dhuusamarreeb,,,,,,1.0,1.0
1220,1220,1220,2018-11-01,Dhuusamarreeb,2.0,,,,,,2.0
1221,1221,1221,2018-12-01,Dhuusamarreeb,1.0,,,1.0,,,2.0
1222,1222,1222,2019-01-01,Dhuusamarreeb,,,,1.0,,,1.0
1223,1223,1223,2019-02-01,Dhuusamarreeb,,,,,,1.0,1.0
1224,1224,1224,2019-03-01,Dhuusamarreeb,,,,,,1.0,1.0
1225,1225,1225,2019-04-01,Dhuusamarreeb,,,,,1.0,,1.0
1226,1226,1226,2019-06-01,Dhuusamarreeb,,,,,,2.0,2.0
1227,1227,1227,2019-07-01,Dhuusamarreeb,,1.0,,,,,1.0
1228,1228,1228,2019-08-01,Dhuusamarreeb,1.0,,1.0,,,,2.0
1229,1229,1229,2019-09-01,Dhuusamarreeb,,,1.0,,,6.0,7.0
1230,1230,1230,2019-11-01,Dhuusamarreeb,2.0,,,,,,2.0
1231,1231,1231,2019-12-01,Dhuusamarreeb,4.0,1.0,,,1.0,,6.0
1232,1232,1232,2020-01-01,Dhuusamarreeb,2.0,,,,,2.0,4.0
1233,1233,1233,2020-02-01,Dhuusamarreeb,2.0,1.0,,,1.0,,4.0
1234,1234,1234,2020-03-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1235,1235,1235,2020-04-01,Dhuusamarreeb,1.0,,,,,,1.0
1236,1236,1236,2020-05-01,Dhuusamarreeb,2.0,,,,2.0,1.0,5.0
1237,1237,1237,2020-06-01,Dhuusamarreeb,3.0,,2.0,,,1.0,6.0
1238,1238,1238,2020-07-01,Dhuusamarreeb,1.0,,,,,1.0,2.0
1239,1239,1239,2020-08-01,Dhuusamarreeb,2.0,1.0,1.0,,,,4.0
1240,1240,1240,2020-09-01,Dhuusamarreeb,6.0,,,,1.0,2.0,9.0
1241,1241,1241,2020-10-01,Dhuusamarreeb,3.0,3.0,,,,,6.0
1242,1242,1242,2020-11-01,Dhuusamarreeb,5.0,5.0,,,,3.0,13.0
1243,1243,1243,2020-12-01,Dhuusamarreeb,2.0,,,,1.0,2.0,5.0
1244,1244,1244,2021-01-01,Dhuusamarreeb,3.0,,,,,,3.0
1245,1245,1245,2021-02-01,Dhuusamarreeb,6.0,3.0,,,,1.0,10.0
1246,1246,1246,2021-03-01,Dhuusamarreeb,2.0,,,,,,2.0
1247,1247,1247,2021-04-01,Dhuusamarreeb,6.0,,,,,,6.0
1248,1248,1248,2021-05-01,Dhuusamarreeb,2.0,,,,,,2.0
1249,1249,1249,2021-06-01,Dhuusamarreeb,1.0,,1.0,,,1.0,3.0
1250,1250,1250,2021-07-01,Dhuusamarreeb,4.0,,2.0,,1.0,,7.0
1251,1251,1251,2021-08-01,Dhuusamarreeb,4.0,,,,,,4.0
1252,1252,1252,2021-09-01,Dhuusamarreeb,4.0,,,,,1.0,5.0
1253,1253,1253,2021-10-01,Dhuusamarreeb,,,,,5.0,,5.0
1254,1254,1254,2016-10-01,Diinsoor,2.0,,,,,,2.0
1255,1255,1255,2017-01-01,Diinsoor,6.0,,,,,3.0,9.0
1256,1256,1256,2017-02-01,Diinsoor,1.0,,,,,,1.0
1257,1257,1257,2017-03-01,Diinsoor,,,,,,1.0,1.0
1258,1258,1258,2017-04-01,Diinsoor,,,,,,1.0,1.0
1259,1259,1259,2017-05-01,Diinsoor,,,,,,1.0,1.0
1260,1260,1260,2017-06-01,Diinsoor,,,,,,2.0,2.0
1261,1261,1261,2017-07-01,Diinsoor,,1.0,,,,,1.0
1262,1262,1262,2017-08-01,Diinsoor,,2.0,,,1.0,,3.0
1263,1263,1263,2017-09-01,Diinsoor,3.0,,1.0,,,1.0,5.0
1264,1264,1264,2017-10-01,Diinsoor,2.0,,,,1.0,,3.0
1265,1265,1265,2017-11-01,Diinsoor,,,,,1.0,,1.0
1266,1266,1266,2017-12-01,Diinsoor,1.0,,,,2.0,,3.0
1267,1267,1267,2018-01-01,Diinsoor,,,,,,1.0,1.0
1268,1268,1268,2018-02-01,Diinsoor,1.0,,,,1.0,,2.0
1269,1269,1269,2018-03-01,Diinsoor,,,,,1.0,,1.0
1270,1270,1270,2018-04-01,Diinsoor,1.0,,,,,,1.0
1271,1271,1271,2018-05-01,Diinsoor,,,,,,1.0,1.0
1272,1272,1272,2018-06-01,Diinsoor,1.0,,,,1.0,1.0,3.0
1273,1273,1273,2018-07-01,Diinsoor,1.0,,,,,,1.0
1274,1274,1274,2018-09-01,Diinsoor,2.0,,1.0,,,,3.0
1275,1275,1275,2018-11-01,Diinsoor,1.0,1.0,,,,,2.0
1276,1276,1276,2018-12-01,Diinsoor,,,,,,1.0,1.0
1277,1277,1277,2019-01-01,Diinsoor,1.0,3.0,,,,,4.0
1278,1278,1278,2019-02-01,Diinsoor,,,,,,1.0,1.0
1279,1279,1279,2019-03-01,Diinsoor,,,,,,1.0,1.0
1280,1280,1280,2019-04-01,Diinsoor,,,,,2.0,1.0,3.0
1281,1281,1281,2019-05-01,Diinsoor,2.0,2.0,,,,,4.0
1282,1282,1282,2019-07-01,Diinsoor,,,,,,1.0,1.0
1283,1283,1283,2019-08-01,Diinsoor,1.0,,,,,,1.0
1284,1284,1284,2019-09-01,Diinsoor,,2.0,,,,,2.0
1285,1285,1285,2019-11-01,Diinsoor,3.0,,,,,,3.0
1286,1286,1286,2020-01-01,Diinsoor,,1.0,,,1.0,,2.0
1287,1287,1287,2020-02-01,Diinsoor,1.0,1.0,,,,,2.0
1288,1288,1288,2020-03-01,Diinsoor,1.0,,,,,2.0,3.0
1289,1289,1289,2020-04-01,Diinsoor,3.0,,,,1.0,,4.0
1290,1290,1290,2020-05-01,Diinsoor,3.0,2.0,1.0,,,2.0,8.0
1291,1291,1291,2020-06-01,Diinsoor,,,,,,1.0,1.0
1292,1292,1292,2020-07-01,Diinsoor,3.0,,,,,1.0,4.0
1293,1293,1293,2020-08-01,Diinsoor,2.0,1.0,,,,,3.0
1294,1294,1294,2020-10-01,Diinsoor,4.0,1.0,,,,1.0,6.0
1295,1295,1295,2020-12-01,Diinsoor,4.0,,,,,,4.0
1296,1296,1296,2021-01-01,Diinsoor,3.0,2.0,,,,1.0,6.0
1297,1297,1297,2021-03-01,Diinsoor,,,,,,1.0,1.0
1298,1298,1298,2021-04-01,Diinsoor,,1.0,,,1.0,,2.0
1299,1299,1299,2021-05-01,Diinsoor,,1.0,,,,,1.0
1300,1300,1300,2021-06-01,Diinsoor,3.0,,,,,2.0,5.0
1301,1301,1301,2021-07-01,Diinsoor,5.0,1.0,,,,,6.0
1302,1302,1302,2021-08-01,Diinsoor,6.0,,,,,,6.0
1303,1303,1303,2017-01-01,Doolow,,1.0,,,,,1.0
1304,1304,1304,2017-03-01,Doolow,,1.0,,,,,1.0
1305,1305,1305,2017-04-01,Doolow,1.0,,,,,,1.0
1306,1306,1306,2017-05-01,Doolow,,1.0,,,,,1.0
1307,1307,1307,2017-08-01,Doolow,1.0,,,,,2.0,3.0
1308,1308,1308,2017-09-01,Doolow,,1.0,,,,,1.0
1309,1309,1309,2018-05-01,Doolow,1.0,,,,,,1.0
1310,1310,1310,2018-08-01,Doolow,,,,,1.0,,1.0
1311,1311,1311,2018-09-01,Doolow,1.0,,,,,,1.0
1312,1312,1312,2018-11-01,Doolow,,,,,,1.0,1.0
1313,1313,1313,2018-12-01,Doolow,,,,1.0,,,1.0
1314,1314,1314,2019-01-01,Doolow,,,,,,1.0,1.0
1315,1315,1315,2019-05-01,Doolow,1.0,,,,,1.0,2.0
1316,1316,1316,2019-09-01,Doolow,1.0,,1.0,,,,2.0
1317,1317,1317,2020-02-01,Doolow,,,,,1.0,,1.0
1318,1318,1318,2020-03-01,Doolow,1.0,,,,,1.0,2.0
1319,1319,1319,2020-04-01,Doolow,,,,,,1.0,1.0
1320,1320,1320,2020-06-01,Doolow,,,1.0,,,,1.0
1321,1321,1321,2020-08-01,Doolow,,1.0,,,,1.0,2.0
1322,1322,1322,2020-09-01,Doolow,1.0,,1.0,,,,2.0
1323,1323,1323,2020-10-01,Doolow,,,1.0,,,,1.0
1324,1324,1324,2020-11-01,Doolow,1.0,,1.0,,,,2.0
1325,1325,1325,2021-02-01,Doolow,,,1.0,,,,1.0
1326,1326,1326,2021-04-01,Doolow,2.0,,,,,,2.0
1327,1327,1327,2021-05-01,Doolow,1.0,,,,,,1.0
1328,1328,1328,2021-06-01,Doolow,,1.0,,,,,1.0
1329,1329,1329,2021-07-01,Doolow,2.0,,,,1.0,,3.0
1330,1330,1330,2017-02-01,Eyl,1.0,,,,,,1.0
1331,1331,1331,2018-09-01,Eyl,1.0,,,,,,1.0
1332,1332,1332,2019-12-01,Eyl,,,,,,1.0,1.0
1333,1333,1333,2016-10-01,Gaalkacyo,14.0,,,1.0,,2.0,17.0
1334,1334,1334,2016-11-01,Gaalkacyo,10.0,,,,,4.0,14.0
1335,1335,1335,2016-12-01,Gaalkacyo,5.0,,1.0,2.0,,2.0,10.0
1336,1336,1336,2017-01-01,Gaalkacyo,4.0,,,,,1.0,5.0
1337,1337,1337,2017-02-01,Gaalkacyo,3.0,,,,2.0,6.0,11.0
1338,1338,1338,2017-03-01,Gaalkacyo,,1.0,,,,3.0,4.0
1339,1339,1339,2017-04-01,Gaalkacyo,4.0,,,,,7.0,11.0
1340,1340,1340,2017-05-01,Gaalkacyo,4.0,,,,,6.0,10.0
1341,1341,1341,2017-06-01,Gaalkacyo,5.0,,,,1.0,3.0,9.0
1342,1342,1342,2017-07-01,Gaalkacyo,7.0,2.0,2.0,,1.0,3.0,15.0
1343,1343,1343,2017-08-01,Gaalkacyo,3.0,2.0,,,,5.0,10.0
1344,1344,1344,2017-09-01,Gaalkacyo,3.0,,1.0,,,10.0,14.0
1345,1345,1345,2017-10-01,Gaalkacyo,7.0,2.0,2.0,,,2.0,13.0
1346,1346,1346,2017-11-01,Gaalkacyo,1.0,1.0,,,,1.0,3.0
1347,1347,1347,2017-12-01,Gaalkacyo,3.0,1.0,,,,4.0,8.0
1348,1348,1348,2018-01-01,Gaalkacyo,,,,1.0,,1.0,2.0
1349,1349,1349,2018-02-01,Gaalkacyo,3.0,1.0,,,,3.0,7.0
1350,1350,1350,2018-03-01,Gaalkacyo,2.0,1.0,,,,,3.0
1351,1351,1351,2018-04-01,Gaalkacyo,2.0,1.0,,,1.0,5.0,9.0
1352,1352,1352,2018-05-01,Gaalkacyo,1.0,,,,,1.0,2.0
1353,1353,1353,2018-06-01,Gaalkacyo,1.0,,,,,2.0,3.0
1354,1354,1354,2018-07-01,Gaalkacyo,2.0,,1.0,,,4.0,7.0
1355,1355,1355,2018-08-01,Gaalkacyo,,,,1.0,,1.0,2.0
1356,1356,1356,2018-09-01,Gaalkacyo,3.0,,,,,2.0,5.0
1357,1357,1357,2018-10-01,Gaalkacyo,,,1.0,,,3.0,4.0
1358,1358,1358,2018-11-01,Gaalkacyo,1.0,1.0,1.0,2.0,1.0,4.0,10.0
1359,1359,1359,2018-12-01,Gaalkacyo,,1.0,,,,2.0,3.0
1360,1360,1360,2019-01-01,Gaalkacyo,,,,,,2.0,2.0
1361,1361,1361,2019-02-01,Gaalkacyo,,,1.0,,,10.0,11.0
1362,1362,1362,2019-03-01,Gaalkacyo,3.0,,,,,3.0,6.0
1363,1363,1363,2019-05-01,Gaalkacyo,3.0,,,,,4.0,7.0
1364,1364,1364,2019-06-01,Gaalkacyo,1.0,,,,,3.0,4.0
1365,1365,1365,2019-07-01,Gaalkacyo,,1.0,,,,3.0,4.0
1366,1366,1366,2019-08-01,Gaalkacyo,1.0,,,,,4.0,5.0
1367,1367,1367,2019-09-01,Gaalkacyo,,,,,,5.0,5.0
1368,1368,1368,2019-10-01,Gaalkacyo,3.0,1.0,,,,,4.0
1369,1369,1369,2019-11-01,Gaalkacyo,2.0,,1.0,,,2.0,5.0
1370,1370,1370,2019-12-01,Gaalkacyo,,2.0,,,,6.0,8.0
1371,1371,1371,2020-01-01,Gaalkacyo,,1.0,,,,3.0,4.0
1372,1372,1372,2020-02-01,Gaalkacyo,1.0,,,,,2.0,3.0
1373,1373,1373,2020-03-01,Gaalkacyo,1.0,,,,1.0,3.0,5.0
1374,1374,1374,2020-04-01,Gaalkacyo,,1.0,,,,2.0,3.0
1375,1375,1375,2020-05-01,Gaalkacyo,8.0,2.0,,,1.0,2.0,13.0
1376,1376,1376,2020-06-01,Gaalkacyo,2.0,,,,2.0,1.0,5.0
1377,1377,1377,2020-07-01,Gaalkacyo,1.0,,,,,3.0,4.0
1378,1378,1378,2020-08-01,Gaalkacyo,3.0,,,,,,3.0
1379,1379,1379,2020-09-01,Gaalkacyo,1.0,1.0,,1.0,,1.0,4.0
1380,1380,1380,2020-10-01,Gaalkacyo,,2.0,,1.0,,2.0,5.0
1381,1381,1381,2020-11-01,Gaalkacyo,1.0,,,2.0,,3.0,6.0
1382,1382,1382,2020-12-01,Gaalkacyo,2.0,5.0,1.0,,,,8.0
1383,1383,1383,2021-01-01,Gaalkacyo,1.0,3.0,3.0,,,1.0,8.0
1384,1384,1384,2021-02-01,Gaalkacyo,,,,,,3.0,3.0
1385,1385,1385,2021-03-01,Gaalkacyo,1.0,2.0,1.0,,,3.0,7.0
1386,1386,1386,2021-04-01,Gaalkacyo,1.0,,,,,3.0,4.0
1387,1387,1387,2021-05-01,Gaalkacyo,,2.0,2.0,,,1.0,5.0
1388,1388,1388,2021-06-01,Gaalkacyo,1.0,,,,1.0,2.0,4.0
1389,1389,1389,2021-07-01,Gaalkacyo,3.0,1.0,1.0,,,1.0,6.0
1390,1390,1390,2021-08-01,Gaalkacyo,1.0,,2.0,,,,3.0
1391,1391,1391,2021-09-01,Gaalkacyo,,,,,,1.0,1.0
1392,1392,1392,2016-10-01,Galdogob,,,,,,1.0,1.0
1393,1393,1393,2016-12-01,Galdogob,1.0,,,,,,1.0
1394,1394,1394,2017-08-01,Galdogob,1.0,,,,,,1.0
1395,1395,1395,2017-10-01,Galdogob,,,1.0,,,,1.0
1396,1396,1396,2017-11-01,Galdogob,,,,,1.0,,1.0
1397,1397,1397,2018-01-01,Galdogob,1.0,,,,,,1.0
1398,1398,1398,2018-08-01,Galdogob,1.0,,,,,,1.0
1399,1399,1399,2019-02-01,Galdogob,,,,,,1.0,1.0
1400,1400,1400,2020-01-01,Galdogob,,,,,,1.0,1.0
1401,1401,1401,2020-07-01,Galdogob,1.0,,,,1.0,,2.0
1402,1402,1402,2020-09-01,Galdogob,1.0,,,,,,1.0
1403,1403,1403,2020-11-01,Galdogob,3.0,,,,,,3.0
1404,1404,1404,2021-02-01,Galdogob,,,,,,2.0,2.0
1405,1405,1405,2021-07-01,Galdogob,,,,,,2.0,2.0
1406,1406,1406,2021-09-01,Galdogob,,,,,,1.0,1.0
1407,1407,1407,2016-10-01,Garbahaarey,,1.0,,,,1.0,2.0
1408,1408,1408,2016-12-01,Garbahaarey,,,,,,1.0,1.0
1409,1409,1409,2017-01-01,Garbahaarey,1.0,,,,,,1.0
1410,1410,1410,2017-02-01,Garbahaarey,1.0,,,,,,1.0
1411,1411,1411,2017-03-01,Garbahaarey,,1.0,,,,,1.0
1412,1412,1412,2017-04-01,Garbahaarey,,1.0,,,,1.0,2.0
1413,1413,1413,2017-05-01,Garbahaarey,1.0,3.0,,,1.0,,5.0
1414,1414,1414,2017-07-01,Garbahaarey,,4.0,,,,,4.0
1415,1415,1415,2017-08-01,Garbahaarey,1.0,,,,2.0,,3.0
1416,1416,1416,2017-09-01,Garbahaarey,2.0,1.0,,,,,3.0
1417,1417,1417,2017-10-01,Garbahaarey,1.0,,2.0,,,,3.0
1418,1418,1418,2017-11-01,Garbahaarey,,,,,1.0,,1.0
1419,1419,1419,2017-12-01,Garbahaarey,2.0,2.0,,,,1.0,5.0
1420,1420,1420,2018-01-01,Garbahaarey,1.0,,,,,1.0,2.0
1421,1421,1421,2018-03-01,Garbahaarey,2.0,,,,,,2.0
1422,1422,1422,2018-04-01,Garbahaarey,1.0,,,,,1.0,2.0
1423,1423,1423,2018-05-01,Garbahaarey,1.0,,,,,1.0,2.0
1424,1424,1424,2018-06-01,Garbahaarey,,1.0,,,,,1.0
1425,1425,1425,2018-07-01,Garbahaarey,,1.0,,,,,1.0
1426,1426,1426,2018-08-01,Garbahaarey,2.0,,2.0,,,,4.0
1427,1427,1427,2018-09-01,Garbahaarey,,2.0,1.0,,,,3.0
1428,1428,1428,2018-10-01,Garbahaarey,1.0,4.0,,,1.0,,6.0
1429,1429,1429,2018-11-01,Garbahaarey,1.0,,2.0,,,1.0,4.0
1430,1430,1430,2018-12-01,Garbahaarey,3.0,,1.0,,,,4.0
1431,1431,1431,2019-01-01,Garbahaarey,1.0,,2.0,,,,3.0
1432,1432,1432,2019-02-01,Garbahaarey,,1.0,,,,1.0,2.0
1433,1433,1433,2019-03-01,Garbahaarey,1.0,,,,,,1.0
1434,1434,1434,2019-04-01,Garbahaarey,2.0,,,,,,2.0
1435,1435,1435,2019-05-01,Garbahaarey,2.0,,,,,1.0,3.0
1436,1436,1436,2019-07-01,Garbahaarey,1.0,1.0,,,,,2.0
1437,1437,1437,2019-09-01,Garbahaarey,1.0,,,,,,1.0
1438,1438,1438,2019-10-01,Garbahaarey,1.0,,,,,,1.0
1439,1439,1439,2019-11-01,Garbahaarey,1.0,,1.0,,,,2.0
1440,1440,1440,2019-12-01,Garbahaarey,1.0,,,,,,1.0
1441,1441,1441,2020-03-01,Garbahaarey,,2.0,,,,,2.0
1442,1442,1442,2020-05-01,Garbahaarey,1.0,1.0,,,,,2.0
1443,1443,1443,2020-06-01,Garbahaarey,1.0,1.0,,,,,2.0
1444,1444,1444,2020-07-01,Garbahaarey,,1.0,,,,,1.0
1445,1445,1445,2020-08-01,Garbahaarey,2.0,1.0,,,,1.0,4.0
1446,1446,1446,2020-09-01,Garbahaarey,,,2.0,,,,2.0
1447,1447,1447,2020-10-01,Garbahaarey,2.0,,,,,1.0,3.0
1448,1448,1448,2020-11-01,Garbahaarey,1.0,,2.0,,,1.0,4.0
1449,1449,1449,2020-12-01,Garbahaarey,4.0,,,,,2.0,6.0
1450,1450,1450,2021-01-01,Garbahaarey,,1.0,,,,,1.0
1451,1451,1451,2021-02-01,Garbahaarey,,1.0,2.0,,,1.0,4.0
1452,1452,1452,2021-03-01,Garbahaarey,1.0,,,,,1.0,2.0
1453,1453,1453,2021-05-01,Garbahaarey,2.0,,,,,,2.0
1454,1454,1454,2021-06-01,Garbahaarey,,2.0,1.0,,,,3.0
1455,1455,1455,2021-07-01,Garbahaarey,1.0,,,,,,1.0
1456,1456,1456,2021-08-01,Garbahaarey,1.0,,,,,,1.0
1457,1457,1457,2021-10-01,Garbahaarey,,1.0,,,,,1.0
1458,1458,1458,2016-10-01,Garoowe,1.0,,1.0,,,2.0,4.0
1459,1459,1459,2016-11-01,Garoowe,,,1.0,,,4.0,5.0
1460,1460,1460,2016-12-01,Garoowe,,,,,1.0,,1.0
1461,1461,1461,2017-01-01,Garoowe,,,1.0,1.0,1.0,1.0,4.0
1462,1462,1462,2017-02-01,Garoowe,,,,2.0,,,2.0
1463,1463,1463,2017-03-01,Garoowe,1.0,,,1.0,,,2.0
1464,1464,1464,2017-04-01,Garoowe,1.0,,1.0,1.0,,1.0,4.0
1465,1465,1465,2017-05-01,Garoowe,1.0,,,,,,1.0
1466,1466,1466,2017-06-01,Garoowe,,1.0,,,,,1.0
1467,1467,1467,2017-07-01,Garoowe,1.0,,,,,,1.0
1468,1468,1468,2017-08-01,Garoowe,1.0,,1.0,,,,2.0
1469,1469,1469,2017-09-01,Garoowe,3.0,,,,,1.0,4.0
1470,1470,1470,2017-10-01,Garoowe,2.0,,,,1.0,4.0,7.0
1471,1471,1471,2017-11-01,Garoowe,1.0,,,,,1.0,2.0
1472,1472,1472,2017-12-01,Garoowe,2.0,,,,,,2.0
1473,1473,1473,2018-01-01,Garoowe,,,,1.0,,,1.0
1474,1474,1474,2018-02-01,Garoowe,1.0,,,,1.0,2.0,4.0
1475,1475,1475,2018-03-01,Garoowe,3.0,,,1.0,,,4.0
1476,1476,1476,2018-04-01,Garoowe,2.0,,,,,1.0,3.0
1477,1477,1477,2018-05-01,Garoowe,2.0,,1.0,,,1.0,4.0
1478,1478,1478,2018-06-01,Garoowe,,,1.0,,1.0,,2.0
1479,1479,1479,2018-09-01,Garoowe,2.0,,,,,1.0,3.0
