,Unnamed: 0.1,Unnamed: 0,date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
365,365,365,2017-04-01,Baraawe,,3.0,,,,2.0,5.0
366,366,366,2017-05-01,Baraawe,1.0,,,,,,1.0
367,367,367,2017-06-01,Baraawe,,1.0,,,,,1.0
368,368,368,2017-07-01,Baraawe,,,,,1.0,,1.0
369,369,369,2017-08-01,Baraawe,1.0,,,,,,1.0
370,370,370,2017-09-01,Baraawe,1.0,4.0,,,,,5.0
371,371,371,2017-10-01,Baraawe,1.0,1.0,,,1.0,,3.0
372,372,372,2017-11-01,Baraawe,3.0,1.0,,,1.0,,5.0
373,373,373,2017-12-01,Baraawe,,,,,,2.0,2.0
374,374,374,2018-01-01,Baraawe,,1.0,,,,1.0,2.0
375,375,375,2018-02-01,Baraawe,4.0,2.0,,,,2.0,8.0
376,376,376,2018-03-01,Baraawe,5.0,1.0,,,1.0,,7.0
377,377,377,2018-04-01,Baraawe,2.0,3.0,,,,,5.0
378,378,378,2018-05-01,Baraawe,3.0,1.0,,,1.0,,5.0
379,379,379,2018-06-01,Baraawe,2.0,2.0,,,,,4.0
380,380,380,2018-07-01,Baraawe,2.0,2.0,,,,,4.0
381,381,381,2018-08-01,Baraawe,2.0,1.0,,,,,3.0
382,382,382,2018-09-01,Baraawe,1.0,,,,,,1.0
383,383,383,2018-10-01,Baraawe,1.0,3.0,,,,,4.0
384,384,384,2019-02-01,Baraawe,1.0,,,,,,1.0
385,385,385,2019-05-01,Baraawe,,1.0,,,,,1.0
386,386,386,2019-06-01,Baraawe,4.0,,,,1.0,,5.0
387,387,387,2019-07-01,Baraawe,1.0,,,,,,1.0
388,388,388,2019-08-01,Baraawe,1.0,,,,,,1.0
389,389,389,2019-09-01,Baraawe,1.0,,,,,,1.0
390,390,390,2019-10-01,Baraawe,,1.0,,,,,1.0
391,391,391,2019-11-01,Baraawe,3.0,1.0,,,,,4.0
392,392,392,2019-12-01,Baraawe,5.0,3.0,,,,,8.0
393,393,393,2020-01-01,Baraawe,,1.0,,,,,1.0
394,394,394,2020-02-01,Baraawe,2.0,,,,,,2.0
395,395,395,2020-03-01,Baraawe,2.0,,,,,,2.0
396,396,396,2020-04-01,Baraawe,1.0,1.0,,,,,2.0
397,397,397,2020-05-01,Baraawe,1.0,2.0,,,,,3.0
398,398,398,2020-06-01,Baraawe,2.0,,,,,,2.0
399,399,399,2020-08-01,Baraawe,4.0,1.0,,,,,5.0
400,400,400,2020-09-01,Baraawe,3.0,1.0,,,,,4.0
401,401,401,2020-10-01,Baraawe,2.0,,,,,,2.0
402,402,402,2020-11-01,Baraawe,6.0,4.0,,,,,10.0
403,403,403,2020-12-01,Baraawe,5.0,2.0,,,,,7.0
404,404,404,2021-01-01,Baraawe,3.0,1.0,,,,,4.0
405,405,405,2021-02-01,Baraawe,6.0,,,,,,6.0
406,406,406,2021-03-01,Baraawe,3.0,,,,,,3.0
407,407,407,2021-04-01,Baraawe,5.0,,,,,1.0,6.0
408,408,408,2021-05-01,Baraawe,3.0,,,,,,3.0
409,409,409,2021-06-01,Baraawe,2.0,,,,,,2.0
410,410,410,2021-08-01,Baraawe,3.0,,,,,,3.0
411,411,411,2021-09-01,Baraawe,5.0,1.0,,,,,6.0
412,412,412,2021-10-01,Baraawe,1.0,,,,,,1.0
413,413,413,2016-10-01,Baidoa,2.0,2.0,,1.0,2.0,,7.0
414,414,414,2016-11-01,Baidoa,2.0,,,,4.0,2.0,8.0
415,415,415,2016-12-01,Baidoa,4.0,5.0,,,1.0,3.0,13.0
416,416,416,2017-01-01,Baidoa,5.0,2.0,,,1.0,1.0,9.0
417,417,417,2017-02-01,Baidoa,6.0,,,,,2.0,8.0
418,418,418,2017-03-01,Baidoa,3.0,5.0,,,2.0,2.0,12.0
419,419,419,2017-04-01,Baidoa,4.0,8.0,,,3.0,1.0,16.0
420,420,420,2017-05-01,Baidoa,6.0,2.0,,,4.0,1.0,13.0
421,421,421,2017-06-01,Baidoa,2.0,,,1.0,3.0,1.0,7.0
422,422,422,2017-07-01,Baidoa,4.0,7.0,,,,3.0,14.0
423,423,423,2017-08-01,Baidoa,2.0,5.0,,,,2.0,9.0
424,424,424,2017-09-01,Baidoa,3.0,3.0,,,4.0,2.0,12.0
425,425,425,2017-10-01,Baidoa,4.0,5.0,1.0,,,1.0,11.0
426,426,426,2017-11-01,Baidoa,3.0,1.0,,,2.0,,6.0
427,427,427,2017-12-01,Baidoa,1.0,1.0,,,2.0,4.0,8.0
428,428,428,2018-01-01,Baidoa,7.0,3.0,,,4.0,5.0,19.0
429,429,429,2018-02-01,Baidoa,4.0,2.0,,,,,6.0
430,430,430,2018-03-01,Baidoa,3.0,3.0,,,1.0,,7.0
431,431,431,2018-04-01,Baidoa,3.0,2.0,,,1.0,1.0,7.0
432,432,432,2018-05-01,Baidoa,5.0,2.0,,,,,7.0
433,433,433,2018-06-01,Baidoa,7.0,3.0,,,,3.0,13.0
434,434,434,2018-07-01,Baidoa,,6.0,,,,1.0,7.0
435,435,435,2018-08-01,Baidoa,3.0,3.0,,,,2.0,8.0
436,436,436,2018-09-01,Baidoa,6.0,2.0,,,,2.0,10.0
437,437,437,2018-10-01,Baidoa,6.0,4.0,1.0,1.0,7.0,5.0,24.0
438,438,438,2018-11-01,Baidoa,4.0,3.0,1.0,,,2.0,10.0
439,439,439,2018-12-01,Baidoa,4.0,3.0,1.0,2.0,2.0,3.0,15.0
440,440,440,2019-01-01,Baidoa,4.0,7.0,1.0,,1.0,1.0,14.0
441,441,441,2019-02-01,Baidoa,3.0,2.0,,,1.0,1.0,7.0
442,442,442,2019-03-01,Baidoa,1.0,4.0,,,,2.0,7.0
443,443,443,2019-04-01,Baidoa,5.0,4.0,,,,1.0,10.0
444,444,444,2019-05-01,Baidoa,9.0,2.0,,,,1.0,12.0
445,445,445,2019-06-01,Baidoa,4.0,2.0,,,,2.0,8.0
446,446,446,2019-07-01,Baidoa,4.0,1.0,,,1.0,,6.0
447,447,447,2019-08-01,Baidoa,4.0,1.0,,,1.0,1.0,7.0
448,448,448,2019-09-01,Baidoa,3.0,1.0,,,1.0,1.0,6.0
449,449,449,2019-10-01,Baidoa,1.0,1.0,,,1.0,,3.0
450,450,450,2019-11-01,Baidoa,,2.0,,,,3.0,5.0
451,451,451,2019-12-01,Baidoa,5.0,3.0,,,1.0,,9.0
452,452,452,2020-01-01,Baidoa,8.0,,,,1.0,,9.0
453,453,453,2020-02-01,Baidoa,3.0,1.0,,,1.0,1.0,6.0
454,454,454,2020-03-01,Baidoa,6.0,3.0,1.0,,,5.0,15.0
455,455,455,2020-04-01,Baidoa,6.0,1.0,,,1.0,3.0,11.0
456,456,456,2020-05-01,Baidoa,7.0,3.0,,,,3.0,13.0
457,457,457,2020-06-01,Baidoa,4.0,3.0,,,,1.0,8.0
458,458,458,2020-07-01,Baidoa,9.0,2.0,,,1.0,1.0,13.0
459,459,459,2020-08-01,Baidoa,9.0,2.0,1.0,,4.0,1.0,17.0
460,460,460,2020-09-01,Baidoa,2.0,4.0,,,,,6.0
461,461,461,2020-10-01,Baidoa,5.0,5.0,,,1.0,2.0,13.0
462,462,462,2020-11-01,Baidoa,12.0,2.0,,,,1.0,15.0
463,463,463,2020-12-01,Baidoa,6.0,2.0,1.0,,1.0,1.0,11.0
464,464,464,2021-01-01,Baidoa,4.0,2.0,,,,3.0,9.0
465,465,465,2021-02-01,Baidoa,9.0,3.0,,,,2.0,14.0
466,466,466,2021-03-01,Baidoa,5.0,3.0,,,,,8.0
467,467,467,2021-04-01,Baidoa,6.0,8.0,,,1.0,,15.0
468,468,468,2021-05-01,Baidoa,7.0,5.0,,,,1.0,13.0
469,469,469,2021-06-01,Baidoa,5.0,4.0,,,,2.0,11.0
470,470,470,2021-07-01,Baidoa,6.0,4.0,,,,,10.0
471,471,471,2021-08-01,Baidoa,5.0,5.0,,,,2.0,12.0
472,472,472,2021-09-01,Baidoa,6.0,,,,,3.0,9.0
473,473,473,2021-10-01,Baidoa,1.0,1.0,,,,,2.0
474,474,474,2016-10-01,Belet Weyne,5.0,3.0,1.0,,1.0,6.0,16.0
475,475,475,2016-11-01,Belet Weyne,6.0,,,,1.0,4.0,11.0
476,476,476,2016-12-01,Belet Weyne,3.0,,,,,1.0,4.0
477,477,477,2017-01-01,Belet Weyne,4.0,4.0,,,,3.0,11.0
478,478,478,2017-02-01,Belet Weyne,2.0,5.0,1.0,,2.0,2.0,12.0
479,479,479,2017-03-01,Belet Weyne,1.0,1.0,,1.0,,2.0,5.0
480,480,480,2017-04-01,Belet Weyne,4.0,,1.0,,1.0,5.0,11.0
481,481,481,2017-05-01,Belet Weyne,6.0,1.0,,,2.0,5.0,14.0
482,482,482,2017-06-01,Belet Weyne,9.0,1.0,,,,1.0,11.0
483,483,483,2017-07-01,Belet Weyne,5.0,,2.0,,,6.0,13.0
484,484,484,2017-08-01,Belet Weyne,5.0,,1.0,,,4.0,10.0
485,485,485,2017-09-01,Belet Weyne,5.0,2.0,,,1.0,5.0,13.0
486,486,486,2017-10-01,Belet Weyne,5.0,2.0,1.0,,2.0,7.0,17.0
487,487,487,2017-11-01,Belet Weyne,3.0,1.0,1.0,,1.0,2.0,8.0
488,488,488,2017-12-01,Belet Weyne,7.0,2.0,,,2.0,2.0,13.0
489,489,489,2018-01-01,Belet Weyne,12.0,2.0,,,,4.0,18.0
490,490,490,2018-02-01,Belet Weyne,4.0,1.0,1.0,,2.0,4.0,12.0
491,491,491,2018-03-01,Belet Weyne,7.0,1.0,,,,2.0,10.0
492,492,492,2018-04-01,Belet Weyne,4.0,1.0,,,,3.0,8.0
493,493,493,2018-05-01,Belet Weyne,2.0,1.0,1.0,,,1.0,5.0
494,494,494,2018-06-01,Belet Weyne,1.0,1.0,,,,3.0,5.0
495,495,495,2018-07-01,Belet Weyne,6.0,1.0,,,,3.0,10.0
496,496,496,2018-08-01,Belet Weyne,3.0,,2.0,,,3.0,8.0
497,497,497,2018-09-01,Belet Weyne,5.0,1.0,,,,2.0,8.0
498,498,498,2018-10-01,Belet Weyne,1.0,2.0,,,,2.0,5.0
499,499,499,2018-11-01,Belet Weyne,2.0,,,1.0,,1.0,4.0
500,500,500,2018-12-01,Belet Weyne,2.0,2.0,,,1.0,2.0,7.0
501,501,501,2019-01-01,Belet Weyne,1.0,6.0,,,,,7.0
502,502,502,2019-02-01,Belet Weyne,2.0,5.0,1.0,1.0,,4.0,13.0
503,503,503,2019-03-01,Belet Weyne,3.0,4.0,,,,1.0,8.0
504,504,504,2019-04-01,Belet Weyne,1.0,1.0,,,,1.0,3.0
505,505,505,2019-05-01,Belet Weyne,3.0,,1.0,,,1.0,5.0
506,506,506,2019-06-01,Belet Weyne,5.0,3.0,1.0,1.0,2.0,2.0,14.0
507,507,507,2019-07-01,Belet Weyne,2.0,,,,1.0,3.0,6.0
508,508,508,2019-08-01,Belet Weyne,3.0,1.0,,,,1.0,5.0
509,509,509,2019-09-01,Belet Weyne,1.0,,,,,3.0,4.0
510,510,510,2019-10-01,Belet Weyne,3.0,,,,,1.0,4.0
511,511,511,2019-11-01,Belet Weyne,5.0,,,,1.0,2.0,8.0
512,512,512,2019-12-01,Belet Weyne,5.0,,,,,4.0,9.0
513,513,513,2020-01-01,Belet Weyne,4.0,,,,1.0,2.0,7.0
514,514,514,2020-02-01,Belet Weyne,5.0,2.0,,,,3.0,10.0
515,515,515,2020-03-01,Belet Weyne,3.0,1.0,,,2.0,1.0,7.0
516,516,516,2020-04-01,Belet Weyne,2.0,,,1.0,,1.0,4.0
517,517,517,2020-05-01,Belet Weyne,3.0,1.0,,,,1.0,5.0
518,518,518,2020-06-01,Belet Weyne,6.0,4.0,2.0,1.0,,8.0,21.0
519,519,519,2020-07-01,Belet Weyne,4.0,,1.0,,,4.0,9.0
520,520,520,2020-08-01,Belet Weyne,1.0,2.0,,,1.0,3.0,7.0
521,521,521,2020-09-01,Belet Weyne,4.0,3.0,,,,3.0,10.0
522,522,522,2020-10-01,Belet Weyne,4.0,1.0,2.0,,,,7.0
523,523,523,2020-11-01,Belet Weyne,6.0,3.0,1.0,1.0,,4.0,15.0
524,524,524,2020-12-01,Belet Weyne,9.0,1.0,3.0,,,1.0,14.0
525,525,525,2021-01-01,Belet Weyne,3.0,,,,,3.0,6.0
526,526,526,2021-02-01,Belet Weyne,6.0,1.0,1.0,,,1.0,9.0
527,527,527,2021-03-01,Belet Weyne,1.0,1.0,,,,,2.0
528,528,528,2021-04-01,Belet Weyne,3.0,,,,,4.0,7.0
529,529,529,2021-05-01,Belet Weyne,9.0,1.0,1.0,,,1.0,12.0
530,530,530,2021-06-01,Belet Weyne,2.0,2.0,,,,7.0,11.0
531,531,531,2021-07-01,Belet Weyne,7.0,1.0,,,1.0,,9.0
532,532,532,2021-08-01,Belet Weyne,3.0,1.0,1.0,,,6.0,11.0
533,533,533,2021-09-01,Belet Weyne,4.0,1.0,1.0,2.0,,5.0,13.0
534,534,534,2021-10-01,Belet Weyne,,,,,1.0,,1.0
535,535,535,2017-01-01,Belet Xaawo,2.0,2.0,,,,,4.0
536,536,536,2017-04-01,Belet Xaawo,,,,,1.0,1.0,2.0
537,537,537,2017-05-01,Belet Xaawo,1.0,,,,,,1.0
538,538,538,2017-06-01,Belet Xaawo,1.0,,,,,,1.0
539,539,539,2017-07-01,Belet Xaawo,1.0,,,,,1.0,2.0
540,540,540,2017-08-01,Belet Xaawo,1.0,,,,,,1.0
541,541,541,2017-09-01,Belet Xaawo,5.0,1.0,,,1.0,1.0,8.0
542,542,542,2017-12-01,Belet Xaawo,,,,1.0,,,1.0
543,543,543,2018-01-01,Belet Xaawo,,,,,1.0,,1.0
544,544,544,2018-03-01,Belet Xaawo,,,,1.0,,,1.0
545,545,545,2018-06-01,Belet Xaawo,,2.0,,,,,2.0
546,546,546,2018-07-01,Belet Xaawo,1.0,,,,,1.0,2.0
547,547,547,2018-08-01,Belet Xaawo,,1.0,,,,,1.0
548,548,548,2018-09-01,Belet Xaawo,1.0,,,,,,1.0
549,549,549,2018-10-01,Belet Xaawo,,1.0,,,,1.0,2.0
550,550,550,2018-11-01,Belet Xaawo,1.0,1.0,,,,2.0,4.0
551,551,551,2018-12-01,Belet Xaawo,1.0,,,,,1.0,2.0
552,552,552,2019-01-01,Belet Xaawo,1.0,,,,,,1.0
553,553,553,2019-03-01,Belet Xaawo,1.0,,,,,,1.0
554,554,554,2019-04-01,Belet Xaawo,1.0,,,,,2.0,3.0
555,555,555,2019-05-01,Belet Xaawo,1.0,,,,,,1.0
556,556,556,2019-06-01,Belet Xaawo,,1.0,,,,,1.0
557,557,557,2019-09-01,Belet Xaawo,,,1.0,,,1.0,2.0
558,558,558,2019-10-01,Belet Xaawo,,,,,,1.0,1.0
559,559,559,2019-11-01,Belet Xaawo,,,1.0,,,,1.0
560,560,560,2019-12-01,Belet Xaawo,1.0,,,,,,1.0
561,561,561,2020-02-01,Belet Xaawo,3.0,1.0,1.0,,1.0,1.0,7.0
562,562,562,2020-03-01,Belet Xaawo,2.0,,,,,,2.0
563,563,563,2020-04-01,Belet Xaawo,1.0,,,,,,1.0
564,564,564,2020-06-01,Belet Xaawo,1.0,,,,,1.0,2.0
565,565,565,2020-08-01,Belet Xaawo,,1.0,,,,1.0,2.0
566,566,566,2020-09-01,Belet Xaawo,6.0,,,,,,6.0
567,567,567,2020-10-01,Belet Xaawo,1.0,4.0,,,,,5.0
568,568,568,2020-11-01,Belet Xaawo,,,1.0,,,,1.0
569,569,569,2020-12-01,Belet Xaawo,,1.0,,,1.0,,2.0
570,570,570,2021-01-01,Belet Xaawo,2.0,,,,,1.0,3.0
571,571,571,2021-02-01,Belet Xaawo,1.0,,,,,,1.0
572,572,572,2021-03-01,Belet Xaawo,,,,,,1.0,1.0
573,573,573,2021-04-01,Belet Xaawo,1.0,,,,,1.0,2.0
574,574,574,2021-05-01,Belet Xaawo,1.0,,,,,,1.0
575,575,575,2021-06-01,Belet Xaawo,,,,,,1.0,1.0
576,576,576,2021-08-01,Belet Xaawo,1.0,,,,,,1.0
577,577,577,2021-09-01,Belet Xaawo,1.0,,,,,1.0,2.0
578,578,578,2016-12-01,Berbera,,,,2.0,,,2.0
579,579,579,2017-01-01,Berbera,,,,1.0,,,1.0
580,580,580,2017-03-01,Berbera,,,1.0,1.0,,,2.0
581,581,581,2017-04-01,Berbera,1.0,,2.0,,,,3.0
582,582,582,2017-05-01,Berbera,,,,1.0,,,1.0
583,583,583,2017-06-01,Berbera,,,,,,1.0,1.0
584,584,584,2017-09-01,Berbera,,,1.0,,,,1.0
585,585,585,2018-02-01,Berbera,,,2.0,,,,2.0
586,586,586,2018-03-01,Berbera,1.0,,1.0,,,,2.0
587,587,587,2018-04-01,Berbera,,,1.0,,,,1.0
588,588,588,2018-05-01,Berbera,,,1.0,,1.0,,2.0
589,589,589,2018-09-01,Berbera,,,1.0,,,,1.0
590,590,590,2018-10-01,Berbera,,,1.0,2.0,,,3.0
591,591,591,2018-11-01,Berbera,,,1.0,,,,1.0
592,592,592,2018-12-01,Berbera,,,1.0,,,,1.0
593,593,593,2019-01-01,Berbera,1.0,,,,,,1.0
594,594,594,2019-07-01,Berbera,,,,,,1.0,1.0
595,595,595,2019-08-01,Berbera,,,1.0,,,,1.0
596,596,596,2020-01-01,Berbera,,,1.0,,,,1.0
597,597,597,2020-07-01,Berbera,1.0,,,,,,1.0
598,598,598,2020-08-01,Berbera,,,1.0,,,,1.0
599,599,599,2020-10-01,Berbera,,,1.0,,,,1.0
600,600,600,2020-12-01,Berbera,,1.0,,,,,1.0
601,601,601,2021-09-01,Berbera,,,1.0,,,,1.0
602,602,602,2016-10-01,Borama,,,2.0,1.0,,,3.0
603,603,603,2016-11-01,Borama,,,,,1.0,,1.0
604,604,604,2016-12-01,Borama,,,2.0,1.0,,,3.0
605,605,605,2017-02-01,Borama,,,1.0,,,,1.0
606,606,606,2017-03-01,Borama,,,1.0,1.0,,,2.0
607,607,607,2017-04-01,Borama,,,1.0,,,,1.0
608,608,608,2017-07-01,Borama,,,,1.0,,,1.0
609,609,609,2017-09-01,Borama,2.0,,1.0,3.0,,,6.0
610,610,610,2017-10-01,Borama,,,,1.0,,,1.0
611,611,611,2017-11-01,Borama,,,2.0,1.0,,,3.0
612,612,612,2018-01-01,Borama,,,2.0,1.0,,,3.0
613,613,613,2018-02-01,Borama,,,2.0,,,,2.0
614,614,614,2018-03-01,Borama,,,1.0,,,,1.0
615,615,615,2018-04-01,Borama,,,3.0,,,,3.0
616,616,616,2018-06-01,Borama,,,,1.0,,,1.0
617,617,617,2019-01-01,Borama,,,1.0,,,,1.0
618,618,618,2019-07-01,Borama,1.0,,1.0,,,,2.0
619,619,619,2019-09-01,Borama,1.0,,,,,,1.0
620,620,620,2019-10-01,Borama,1.0,,,,,,1.0
621,621,621,2019-11-01,Borama,2.0,,,,,,2.0
622,622,622,2019-12-01,Borama,,,1.0,,,,1.0
623,623,623,2020-01-01,Borama,1.0,,,,,,1.0
624,624,624,2020-04-01,Borama,2.0,,,,,,2.0
625,625,625,2020-09-01,Borama,1.0,,,,,,1.0
626,626,626,2021-06-01,Borama,,,,,1.0,,1.0
627,627,627,2016-10-01,Bossaso,4.0,2.0,,,,4.0,10.0
628,628,628,2016-11-01,Bossaso,,1.0,,,,4.0,5.0
629,629,629,2016-12-01,Bossaso,4.0,1.0,,,1.0,6.0,12.0
630,630,630,2017-01-01,Bossaso,2.0,3.0,,1.0,,4.0,10.0
631,631,631,2017-02-01,Bossaso,2.0,3.0,1.0,2.0,1.0,2.0,11.0
632,632,632,2017-03-01,Bossaso,3.0,1.0,,1.0,1.0,3.0,9.0
633,633,633,2017-04-01,Bossaso,1.0,1.0,,,,1.0,3.0
634,634,634,2017-05-01,Bossaso,3.0,3.0,1.0,,2.0,2.0,11.0
635,635,635,2017-06-01,Bossaso,1.0,2.0,,,2.0,2.0,7.0
636,636,636,2017-07-01,Bossaso,3.0,1.0,2.0,,,2.0,8.0
637,637,637,2017-08-01,Bossaso,2.0,1.0,,2.0,2.0,4.0,11.0
638,638,638,2017-09-01,Bossaso,3.0,3.0,,1.0,1.0,5.0,13.0
639,639,639,2017-10-01,Bossaso,4.0,4.0,2.0,,7.0,4.0,21.0
640,640,640,2017-11-01,Bossaso,3.0,1.0,2.0,2.0,,,8.0
641,641,641,2017-12-01,Bossaso,4.0,5.0,,,1.0,,10.0
642,642,642,2018-01-01,Bossaso,3.0,6.0,,,2.0,7.0,18.0
643,643,643,2018-02-01,Bossaso,8.0,6.0,,,1.0,3.0,18.0
644,644,644,2018-03-01,Bossaso,13.0,10.0,,1.0,2.0,4.0,30.0
645,645,645,2018-04-01,Bossaso,6.0,2.0,,,,2.0,10.0
646,646,646,2018-05-01,Bossaso,2.0,,,1.0,1.0,2.0,6.0
647,647,647,2018-06-01,Bossaso,4.0,1.0,,,,1.0,6.0
648,648,648,2018-07-01,Bossaso,,,,,,3.0,3.0
649,649,649,2018-08-01,Bossaso,1.0,,,,,2.0,3.0
650,650,650,2018-09-01,Bossaso,4.0,,,,,6.0,10.0
651,651,651,2018-10-01,Bossaso,1.0,1.0,1.0,,1.0,5.0,9.0
652,652,652,2018-11-01,Bossaso,4.0,,,,,5.0,9.0
653,653,653,2018-12-01,Bossaso,7.0,3.0,,,,5.0,15.0
654,654,654,2019-01-01,Bossaso,1.0,5.0,,,,2.0,8.0
655,655,655,2019-02-01,Bossaso,2.0,,,,1.0,1.0,4.0
656,656,656,2019-03-01,Bossaso,2.0,,1.0,,2.0,1.0,6.0
657,657,657,2019-04-01,Bossaso,3.0,2.0,,,,,5.0
658,658,658,2019-05-01,Bossaso,3.0,3.0,,,1.0,1.0,8.0
659,659,659,2019-06-01,Bossaso,2.0,1.0,,,,2.0,5.0
660,660,660,2019-07-01,Bossaso,1.0,2.0,1.0,,1.0,3.0,8.0
661,661,661,2019-08-01,Bossaso,1.0,2.0,,,,,3.0
662,662,662,2019-09-01,Bossaso,,,,1.0,,2.0,3.0
663,663,663,2019-10-01,Bossaso,3.0,,1.0,,,1.0,5.0
664,664,664,2019-11-01,Bossaso,5.0,,,,,1.0,6.0
665,665,665,2019-12-01,Bossaso,4.0,5.0,,,2.0,1.0,12.0
666,666,666,2020-01-01,Bossaso,3.0,2.0,,,1.0,2.0,8.0
667,667,667,2020-02-01,Bossaso,6.0,3.0,,,,4.0,13.0
668,668,668,2020-03-01,Bossaso,2.0,5.0,,,,3.0,10.0
669,669,669,2020-04-01,Bossaso,2.0,1.0,,,,2.0,5.0
670,670,670,2020-05-01,Bossaso,4.0,,,,,,4.0
671,671,671,2020-06-01,Bossaso,,,3.0,,,,3.0
672,672,672,2020-07-01,Bossaso,,4.0,,,,,4.0
673,673,673,2020-08-01,Bossaso,3.0,1.0,,,,,4.0
674,674,674,2020-09-01,Bossaso,,,,,,1.0,1.0
675,675,675,2020-11-01,Bossaso,1.0,1.0,,,,2.0,4.0
676,676,676,2020-12-01,Bossaso,1.0,3.0,3.0,,,,7.0
677,677,677,2021-01-01,Bossaso,,1.0,,,,1.0,2.0
678,678,678,2021-02-01,Bossaso,2.0,,1.0,,,,3.0
679,679,679,2021-03-01,Bossaso,2.0,,,,,,2.0
680,680,680,2021-04-01,Bossaso,2.0,,,,,,2.0
681,681,681,2021-05-01,Bossaso,1.0,1.0,,,1.0,,3.0
682,682,682,2021-08-01,Bossaso,,1.0,,,,,1.0
683,683,683,2021-09-01,Bossaso,,1.0,,,,,1.0
684,684,684,2021-10-01,Bossaso,,,1.0,,,1.0,2.0
685,685,685,2016-10-01,Bu'aale,,,,,,1.0,1.0
686,686,686,2016-11-01,Bu'aale,,2.0,,,,,2.0
687,687,687,2017-01-01,Bu'aale,,,,,,1.0,1.0
688,688,688,2017-11-01,Bu'aale,,,,,,1.0,1.0
689,689,689,2018-02-01,Bu'aale,,1.0,,,,,1.0
690,690,690,2018-08-01,Bu'aale,1.0,1.0,,,,,2.0
691,691,691,2018-09-01,Bu'aale,,1.0,,,,1.0,2.0
692,692,692,2018-11-01,Bu'aale,,,,,1.0,,1.0
693,693,693,2018-12-01,Bu'aale,,1.0,,,,,1.0
694,694,694,2019-01-01,Bu'aale,1.0,3.0,,,,,4.0
695,695,695,2019-03-01,Bu'aale,,2.0,,,,,2.0
696,696,696,2019-04-01,Bu'aale,,1.0,,,,,1.0
697,697,697,2019-06-01,Bu'aale,1.0,,,,,,1.0
698,698,698,2019-08-01,Bu'aale,,2.0,,,,,2.0
699,699,699,2019-09-01,Bu'aale,,1.0,,,,,1.0
700,700,700,2019-10-01,Bu'aale,,1.0,,,,,1.0
701,701,701,2019-11-01,Bu'aale,,1.0,,,,,1.0
702,702,702,2019-12-01,Bu'aale,,1.0,,,,,1.0
703,703,703,2020-02-01,Bu'aale,,1.0,,,,,1.0
704,704,704,2020-03-01,Bu'aale,,,,,,1.0,1.0
705,705,705,2020-04-01,Bu'aale,,1.0,,,,,1.0
706,706,706,2020-05-01,Bu'aale,1.0,2.0,,,,1.0,4.0
707,707,707,2020-08-01,Bu'aale,,1.0,,,,,1.0
708,708,708,2020-11-01,Bu'aale,1.0,,,,,,1.0
709,709,709,2021-03-01,Bu'aale,,,,,,1.0,1.0
710,710,710,2016-10-01,Bulo Burto,2.0,,1.0,,1.0,,4.0
711,711,711,2016-12-01,Bulo Burto,,,,,2.0,,2.0
712,712,712,2017-01-01,Bulo Burto,1.0,,,,1.0,2.0,4.0
713,713,713,2017-02-01,Bulo Burto,,,,,,1.0,1.0
714,714,714,2017-03-01,Bulo Burto,,,,1.0,,,1.0
715,715,715,2017-04-01,Bulo Burto,3.0,,,,,1.0,4.0
716,716,716,2017-05-01,Bulo Burto,8.0,,,,1.0,1.0,10.0
717,717,717,2017-06-01,Bulo Burto,3.0,3.0,,,1.0,,7.0
718,718,718,2017-07-01,Bulo Burto,6.0,1.0,,,,2.0,9.0
719,719,719,2017-08-01,Bulo Burto,3.0,,,,2.0,,5.0
720,720,720,2017-09-01,Bulo Burto,1.0,,,,,2.0,3.0
721,721,721,2017-10-01,Bulo Burto,3.0,,,,1.0,5.0,9.0
722,722,722,2017-12-01,Bulo Burto,2.0,1.0,,,3.0,1.0,7.0
723,723,723,2018-01-01,Bulo Burto,2.0,2.0,,,1.0,,5.0
724,724,724,2018-02-01,Bulo Burto,2.0,,,,,1.0,3.0
725,725,725,2018-03-01,Bulo Burto,3.0,1.0,,,,1.0,5.0
726,726,726,2018-04-01,Bulo Burto,1.0,1.0,,,,1.0,3.0
727,727,727,2018-05-01,Bulo Burto,5.0,,,,1.0,1.0,7.0
728,728,728,2018-06-01,Bulo Burto,3.0,2.0,,,2.0,,7.0
729,729,729,2018-07-01,Bulo Burto,,1.0,,,,,1.0
730,730,730,2018-08-01,Bulo Burto,3.0,2.0,,,,,5.0
731,731,731,2018-09-01,Bulo Burto,1.0,2.0,,,,,3.0
732,732,732,2018-10-01,Bulo Burto,2.0,3.0,,,1.0,,6.0
733,733,733,2018-11-01,Bulo Burto,,3.0,,,,,3.0
734,734,734,2018-12-01,Bulo Burto,4.0,3.0,,,,3.0,10.0
735,735,735,2019-01-01,Bulo Burto,1.0,,,,1.0,1.0,3.0
736,736,736,2019-02-01,Bulo Burto,,,,,1.0,1.0,2.0
737,737,737,2019-03-01,Bulo Burto,,1.0,,,,1.0,2.0
738,738,738,2019-04-01,Bulo Burto,,1.0,,,,,1.0
739,739,739,2019-05-01,Bulo Burto,2.0,1.0,,,,,3.0
740,740,740,2019-06-01,Bulo Burto,2.0,,,,,,2.0
741,741,741,2019-07-01,Bulo Burto,1.0,2.0,,,,,3.0
742,742,742,2019-08-01,Bulo Burto,,1.0,,,,,1.0
