,Unnamed: 0,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded,Cowpea,Maize,Sorghum,crop
315,326,2019-07-01,Sablaale,24953.239247136426,4990.647849427284,2284.8259925169227,1949.6362555162448,335.1897370006772,0.4578215216645919,0.0671635721681189,0.03,55.04,0.4716666666666667,,0.3333333333333333,,1.383262,43.52054,0.4365207106198354,0.4587764880148566,7,True,0.0009549663502647,69,148.0,3.8,,
316,327,2019-07-01,Hargeysa,959744.1903862744,191948.83807725488,42495.68148268473,36215.43492183852,6280.2465608462135,0.2213906679944643,0.0327183359053132,0.12,30.01333333333333,0.1533333333333333,11.0,3.6666666666666665,5.0,9.521626,44.28073,0.1951645146346709,0.2029943156263941,7,False,-0.0183963523680701,45,,20.0,5.6,
317,328,2019-07-01,Taleex,38521.922596223885,7704.384519244779,3060.2608469086285,2339.757421187872,720.5034257207567,0.3972102948995347,0.0935186222755382,0.31,10.405,0.1416666666666666,,0.5,1.0,9.179458,48.54122,0.3787844823934796,0.3772534798111706,7,False,-0.0199568150883641,71,,,,
318,329,2019-07-01,Xudur,119822.71253135678,23964.54250627136,13079.340661336966,10528.600239933025,2550.740421403942,0.5457788588250408,0.1064381020725278,0.05,27.026666666666667,0.2816666666666667,30.666666666666668,3.0,2.6666666666666665,4.188905999999999,43.90622,0.48161201917032,0.549549493748511,7,True,0.0037706349234701,77,20.0,16.0,352.0,129.33333333333334
319,331,2019-07-01,Owdweyne,99751.78651328415,19950.35730265683,6605.211881631161,5443.847283741411,1161.3645978897505,0.3310823852137992,0.0582127217207828,0.13,35.29833333333333,0.1716666666666666,,1.0,1.0,9.257388,45.01097000000001,0.2072939133886237,0.2163547982087805,7,False,-0.1147275870050186,61,,60.0,8.0,
320,332,2019-07-01,Laasqoray,53800.5744763104,10760.11489526208,3936.020484399859,3356.665510026657,579.3549743732023,0.3657972542777379,0.0538428241717293,0.14,12.161666666666669,0.1516666666666666,,0.5,,10.53805,48.69515999999999,0.3817815509494871,0.4164773384659096,7,True,0.0506800841881717,56,,,,
321,333,2019-07-01,Luuq,42201.02354780796,8440.20470956159,4223.595267332703,3547.369741938138,676.2255253945649,0.500413842160481,0.0801195644731808,0.01,24.96,0.1983333333333333,15.325,0.6666666666666666,1.5,3.792931,42.6976,0.4097136186539254,0.3829595838278671,7,False,-0.1174542583326139,59,20.0,1020.0,,
322,334,2019-07-01,Iskushuban,60361.40289872798,12072.280579745591,5305.291110872536,4768.783555539447,536.507555333089,0.4394605539382136,0.0444412761771972,0.12,4.5183333333333335,0.1316666666666666,30.0,3.1666666666666665,1.3333333333333333,10.5516,50.50521,0.4239158201206688,0.3383899894950222,7,False,-0.1010705644431914,47,,,,
323,335,2019-07-01,Kismaayo,194982.61424177085,38996.52284835418,16067.704592117518,12773.088600500503,3294.615991617013,0.412029161025459,0.0844848655976018,0.13,47.79,0.4266666666666667,77.0,3.5,7.666666666666667,-0.3811448,42.00865,0.3096236699207461,0.3769676308818636,7,False,-0.0350615301435954,53,54.0,284.0,,
324,336,2019-07-01,Gebiley,103448.69292549856,20689.73858509972,5004.831828012381,3988.626971885372,1016.204856127009,0.2418992297764819,0.0491163700279353,0.09,34.55833333333334,0.1833333333333333,10.933333333333332,2.0,1.0,9.859568,43.68093,0.195572345649635,0.2667717736348647,7,True,0.0248725438583828,44,,40.0,36.0,
325,337,2019-07-01,Qandala,50358.19680656703,10071.639361313406,4695.519330953226,4155.6118342627615,539.9074966904641,0.4662120199606611,0.0536067145895161,0.09,7.286666666666666,0.1616666666666666,,0.5,1.25,11.060160000000002,50.08869000000001,0.4847031486728068,0.4205569846330418,7,False,-0.0456550353276192,62,,,,
326,339,2019-07-01,Wanla Weyn,105508.44272316828,21101.688544633656,9986.5150197072,8432.835947647143,1553.679072060056,0.4732566779470763,0.0736281870890929,0.0,21.35333333333333,0.2683333333333333,6.0,3.0,3.0,2.791644,44.90646999999999,0.4417324945420314,0.4147038987749591,7,False,-0.0585527791721172,74,3.12,,9.6,
327,340,2019-07-01,Garoowe,238943.83260569465,47788.76652113893,17742.020361475395,15308.36355991478,2433.656801560615,0.3712592237262992,0.0509252901617393,0.08,14.340000000000002,0.1416666666666666,5.116666666666666,4.666666666666667,2.5,8.470396000000001,48.78639,0.3790731071095702,0.2932033874905685,7,False,-0.0780558362357307,43,,,,
328,341,2019-07-01,Xudun,29233.817803085487,5846.763560617098,2194.0022938939064,1677.7056535239915,516.2966403699146,0.3752507299375622,0.0883046894264049,0.38,18.725,0.1483333333333333,,0.1666666666666666,,9.141643,47.50746999999999,0.3499931256730363,0.3569833355614147,7,False,-0.0182673943761474,76,,,,
329,343,2019-07-01,Ceel Buur,75284.97791694281,15056.99558338856,5687.729007743721,4833.000331593511,854.7286761502089,0.3777466079633201,0.0567662168336675,0.05,21.625,0.2166666666666666,,1.1666666666666667,1.0,4.760488,46.84157,0.3168079047398306,0.4128893068350834,7,True,0.0351426988717633,32,170.0,,,
330,344,2019-07-01,Ceerigaabo,186214.57602082423,37242.91520416485,14782.179011373686,12247.84351271648,2534.335498657204,0.3969125115565767,0.0680487949121069,0.14,19.40333333333333,0.1399999999999999,45.333333333333336,2.833333333333333,3.0,10.29076,47.8071,0.4231594017049179,0.3959349225046938,7,False,-0.0009775890518828,35,,,,
331,345,2019-07-01,Bulo Burto,126308.10395590446,25261.6207911809,14900.44493976426,11596.679294324029,3303.765645440233,0.5898451672177014,0.1307820140580058,0.08,26.131666666666664,0.2716666666666666,11.833333333333334,2.5,3.5,3.900063,45.53233,0.470453127878576,0.4798138405125635,7,False,-0.1100313267051379,20,,370.0,1651.0,
332,346,2019-07-01,Badhaadhe,41293.78545781948,8258.757091563897,3983.6830379518574,3231.1729757905773,752.5100621612793,0.4823586641167936,0.0911166237023666,0.01,52.09333333333333,0.5133333333333333,,1.5,1.25,-0.8536984000000002,41.42942,0.2330307158506623,0.3489569935965541,7,False,-0.1334016705202395,4,8.0,36.0,,
333,347,2019-07-01,Diinsoor,144645.3749179251,28929.07498358503,15948.15039524014,13061.868540845817,2886.2818543943213,0.5512844916157692,0.0997709693805301,0.07,46.10666666666666,0.355,37.833333333333336,3.8333333333333335,2.0,2.102024,42.90189,0.4709407002848428,0.631234351243638,7,True,0.0799498596278688,37,240.0,320.0,5.7,188.5666666666667
334,348,2019-07-01,Banadir,1650228.0,330045.6,149712.73673047946,120043.12727800416,29669.609452475303,0.4536122788198948,0.0898954855101092,0.05,15.233333333333334,,,7.833333333333333,60.16666666666666,2.110552,45.42547,0.4292576344574564,0.4512394733904072,7,False,-0.0023728054294875,9,,,,
335,349,2019-07-01,Cadale,83698.7844852664,16739.75689705328,5639.347915408351,4784.126085606872,855.2218298014787,0.3368835013608263,0.0510892622312827,0.04,20.435,0.2316666666666667,,3.5,4.166666666666667,3.091515,46.26282,0.397642761583422,0.3083621800244197,7,False,-0.0285213213364066,27,,,16.0,
336,350,2019-07-01,Bu'aale,102232.682999872,20446.536599974403,10558.078704045383,8698.70827153107,1859.3704325143144,0.5163749201445982,0.0909381607698118,0.01,55.53333333333333,0.4666666666666666,30.5,3.333333333333333,1.8,1.197985,42.7408,0.31831560695452,0.3994682200116711,7,False,-0.116906700132927,19,64.0,1016.0,200.0,426.6666666666667
337,351,2019-07-01,Baidoa,271288.5935653316,54257.71871306632,31129.575504776152,24135.10405478076,6994.471449995394,0.5737354286751378,0.1289120076534104,0.2,36.766666666666666,0.3466666666666667,37.708333333333336,5.666666666666667,10.5,3.266359,43.63929,0.4723126687951987,0.6178577398003026,7,True,0.0441223111251647,6,300.0,900.0,3.75,401.25
338,352,2019-07-01,Ceel Waaq,42841.35404644698,8568.270809289395,4193.552189994321,3530.404776794169,663.1474132001529,0.4894280635303719,0.0773957112187903,0.0,26.736666666666665,0.33,11.75,2.6666666666666665,4.5,2.6789779999999994,41.44526,0.3215618498962238,0.2898932988948713,7,False,-0.1995347646355005,34,,,,
339,353,2019-07-01,Ceel Afweyn,119189.63988343433,23837.927976686864,9588.80607025716,7964.263299098434,1624.5427711587265,0.4022499807716035,0.0681494957425622,0.16,25.96333333333333,0.1516666666666666,,2.333333333333333,1.0,10.14797,46.68845000000001,0.4201611561308622,0.4017099370835031,7,False,-0.0005400436881004,30,,,,
340,354,2019-07-01,Bossaso,474784.6404434893,94956.92808869788,29259.869070685687,24040.461532093952,5219.407538591745,0.3081383281834315,0.0549660529636802,0.13,7.923333333333335,0.15,12.083333333333334,8.333333333333334,7.833333333333333,10.9218,49.39968,0.3942170096006928,0.4283242181220916,7,True,0.12018588993866,18,,,,
341,355,2019-07-01,Dhuusamarreeb,134132.73415617252,26826.546831234504,9390.614118664593,8021.265736116783,1369.3483825478097,0.350049306671516,0.0510445265714728,0.11,19.791666666666668,0.1999999999999999,19.5,1.8333333333333333,1.3333333333333333,5.441128,46.68404999999999,0.3069711905400723,0.4195523751616953,7,True,0.0695030684901792,36,,,,
342,356,2019-07-01,Caluula,49878.02246678231,9975.60449335646,4699.08980070029,4106.39306087034,592.6967398299503,0.4710581502935269,0.0594146189561418,0.06,2.981666666666667,0.1666666666666666,20.0,2.1666666666666665,1.0,11.66822,50.79402000000001,0.5231865541625861,0.4918983277534718,7,True,0.0208401774599449,28,,,,
343,357,2019-07-01,Berbera,178810.11668822702,35762.02333764541,8691.339517864679,7451.932622084179,1239.4068957805002,0.2430326560610348,0.0346570685914133,0.2,17.273333333333333,0.1066666666666666,,0.5,1.0,10.35884,45.28606,0.2657364311048932,0.2324431385911439,7,False,-0.0105895174698908,16,,,,
344,358,2019-07-01,Baki,99262.17263864214,19852.434527728423,6313.600712160982,5297.134422325144,1016.4662898358372,0.3180265223059977,0.0512010901441892,0.17,16.96,0.1383333333333333,,0.1666666666666666,,10.28566,43.7321,0.3124852051578765,0.2441924314943121,7,False,-0.0738340908116856,7,,,,
345,359,2019-07-01,Borama,397759.659833392,79551.93196667841,21768.018785287448,17812.339136659182,3955.679648628264,0.2736328112610178,0.0497244950667591,0.2,31.83,0.1933333333333333,5.0,2.6666666666666665,1.0,10.18763,43.17024,0.204456465641011,0.2138712946350238,7,False,-0.0597615166259939,17,,80.0,13.5,
346,360,2019-07-01,Balcad,211434.1247319937,42286.82494639875,17793.843221530322,15061.510675556545,2732.3325459737803,0.4207892941616012,0.0646142752367241,0.02,16.871666666666666,0.3166666666666666,,4.666666666666667,8.5,2.488555,45.65908,0.4256324032458843,0.3899254108022901,7,False,-0.0308638833593111,8,106.0,4.46,200.0,103.48666666666668
347,361,2019-07-01,Cadaado,108059.64692015851,21611.929384031704,7607.635379153548,6359.459812236076,1248.1755669174718,0.3520109308137275,0.0577540091279265,0.06,16.738333333333333,0.1866666666666666,,0.3333333333333333,1.3333333333333333,6.130694000000001,47.03673,0.3305779447408884,0.4486568197838627,7,True,0.0966458889701352,26,,,,
348,362,2019-07-01,Bandarbeyla,14286.58526534636,2857.3170530692723,1066.0478683646515,957.351428869048,108.6964394956036,0.3730940069179668,0.038041434491438,0.08,7.873333333333332,0.1316666666666666,30.0,2.0,,9.229735,50.32945,0.3786044640745989,0.3243528970286548,7,False,-0.048741109889312,10,,,,
349,363,2019-07-01,Belet Xaawo,80263.42747402092,16052.685494804184,8302.697962832755,7029.207444114493,1273.4905187182617,0.5172155129757019,0.0793319297964478,0.0,27.331666666666667,0.2833333333333333,24.45,4.166666666666667,1.5,3.435586,41.7337,0.4070600258586147,0.4081442057063084,7,False,-0.1090713072693935,15,8.0,70.0,,
350,364,2019-07-01,Cabudwaaq,148952.26299964866,29790.452599929733,11107.47532784844,9349.830834344515,1757.6444935039258,0.3728535271691253,0.0590002614968015,0.03,22.745,0.2133333333333333,15.0,2.333333333333333,1.0,5.826085,46.125,0.3232371835699271,0.4257411293474653,7,True,0.0528876021783399,25,,,,
351,365,2019-07-01,Buur Hakaba,128204.6513460276,25640.93026920552,14078.622582594831,11594.159773901623,2484.4628086932057,0.5490683229813665,0.0968944099378882,0.08,39.17166666666666,0.35,,3.5,3.6666666666666665,2.485374,44.00688,0.47037719442215,0.6211723936273237,7,True,0.0721040706459571,24,72.0,22.0,2.4,32.13333333333333
352,366,2019-07-01,Gaalkacyo,420293.0224489165,84058.6044897833,30281.457496816016,24930.81554029529,5350.641956520717,0.3602422105460542,0.0636537090878191,0.1,16.93,0.18,20.0,3.5,6.4,6.935230000000001,47.68801,0.3939217335250711,0.4778162642037701,7,True,0.1175740536577159,40,,,,
353,367,2019-07-01,Baraawe,71451.00452711528,14290.200905423058,6688.379837256923,5649.618984845121,1038.760852411802,0.4680395945111392,0.072690430266631,0.0,28.24833333333333,0.2633333333333333,,2.1666666666666665,1.0,1.10831,43.84067000000001,0.439931798183591,0.4454830625784129,7,False,-0.0225565319327262,11,32.0,1112.0,,
354,368,2019-07-01,Adan Yabaal,37859.154953401936,7571.830990680386,2579.1373847191235,2186.0888164383928,393.0485682807308,0.3406226826633605,0.051909316090719,0.04,24.16,0.2466666666666666,15.0,3.0,2.25,3.549436,46.54467,0.3959736631857278,0.3126112111904077,7,False,-0.0280114714729527,0,,,30.0,
355,369,2019-07-01,Buuhoodle,114678.62295159738,22935.72459031948,7159.122747020332,5877.587789740869,1281.534957279463,0.3121385033565494,0.055875058676819,0.12,24.546666666666667,0.2166666666666666,,1.3333333333333333,1.75,8.460162,46.66129,0.188847667729668,0.2280735519390103,7,False,-0.0840649514175391,23,,,,
356,370,2019-07-01,Belet Weyne,222898.05826843024,44579.61165368607,26159.55960422297,20321.792854664483,5837.766749558487,0.5868054618205713,0.1309514940351839,0.1,22.981666666666666,0.2283333333333333,40.0,4.0,7.0,4.724339,45.37965,0.4709482336256127,0.4954915340016362,7,False,-0.091313927818935,13,,140.0,1370.0,
357,371,2019-07-01,Afgooye,262835.8188681545,52567.163773630906,24294.39475301716,20573.68392011401,3720.7108329031457,0.462159131461528,0.0707801328016398,0.01,18.60166666666667,0.2883333333333333,,5.166666666666667,13.166666666666666,2.236402,45.07666,0.4383403468241347,0.4492225378213771,7,False,-0.0129365936401508,1,266.0,5.5,900.0,390.5
358,372,2019-07-01,Doolow,70367.24202467134,14073.448404934268,7804.917306538971,6471.213779983485,1333.7035265554869,0.5545845681860391,0.0947673582323916,0.27,20.813333333333333,0.1883333333333333,,1.1666666666666667,2.0,4.002533000000001,42.1408,0.3983778863086515,0.4261285631981143,7,False,-0.1284560049879247,38,28.0,800.0,,
359,373,2019-07-01,Eyl,92352.216683081,18470.4433366162,7202.513382900631,6224.032055799217,978.481327101413,0.389948051145162,0.0529755192806688,0.1,16.10333333333333,0.1533333333333333,,1.5,1.0,8.094348,49.56446,0.3843661195946408,0.3279739567099389,7,False,-0.0619740944352231,39,,,,
360,374,2019-07-01,Caynabo,38882.923681135246,7776.58473622705,2907.3866452437915,2240.96986815508,666.4167770887115,0.3738642018133994,0.0856953019471675,0.32,28.47833333333333,0.1716666666666666,,0.3333333333333333,,9.282376,46.49009,0.3464523514753054,0.3650665187072713,7,False,-0.0087976831061281,29,,,,
361,375,2019-07-01,Burtinle,61401.072470727006,12280.2144941454,4725.951889772516,3894.431027770509,831.5208620020064,0.3848427803948877,0.0677122425181119,0.05,19.953333333333333,0.185,,1.8333333333333333,,7.802199000000001,48.39912,0.4133399855287525,0.3607539512669208,7,False,-0.0240888291279668,22,,,,
362,376,2019-07-01,Ceel Barde,62204.20387382111,12440.840774764223,6585.993746276357,4670.084009151608,1915.9097371247503,0.5293849399339471,0.1540016283313504,0.0,25.756666666666664,0.2566666666666666,38.625,4.666666666666667,1.0,4.673877,43.99833,0.523846379837409,0.6338574120659726,7,True,0.1044724721320254,31,,,,
363,377,2019-07-01,Baardheere,122284.68350495162,24456.936700990333,12751.763225028431,10709.087930431608,2042.6752945968256,0.5213965829380455,0.0835213060233382,0.02,30.30666666666667,0.305,7.983333333333333,1.8333333333333333,2.5,2.102048,41.70671,0.2870882907046133,0.2484368223141074,7,False,-0.272959760623938,3,18.0,1500.0,,
364,378,2019-07-01,Afmadow,180756.29518407176,36151.25903681436,18505.894887125287,15321.371832055058,3184.523055070229,0.5119018086833421,0.0880888560984084,0.03,47.05666666666667,0.3633333333333333,27.5,2.6666666666666665,6.666666666666667,0.5909003,41.78618,0.3567363956871535,0.3484296307635035,7,False,-0.1634721779198386,2,16.0,136.0,,
365,379,2019-07-01,Burco,440966.7506063085,88193.3501212617,26443.3611058076,22403.50354224395,4039.85756356365,0.2998339565222233,0.0458068273629365,0.15,29.866666666666664,0.1933333333333333,10.0,5.833333333333333,1.0,9.141337,45.75868,0.1770356571398554,0.1798890136234226,7,False,-0.1199449428988006,21,,30.0,3.2,
366,380,2019-07-01,Ceel Dheer,103004.37800500816,20600.87560100164,6222.469523520476,5289.278168582031,933.1913549384456,0.302048788800896,0.0452986257969089,0.02,23.87833333333333,0.225,20.0,1.5,,4.051839,47.04731999999999,0.3237222467082124,0.3728953651323323,7,True,0.0708465763314363,33,240.0,,,
367,381,2020-01-01,Ceel Afweyn,113788.8006486762,22757.76012973524,9142.0183898774,7712.851660229506,1429.1667296478934,0.4017099370835031,0.0627990945286635,0.08,35.83833333333333,0.1899999999999999,,1.8333333333333333,2.2,10.14797,46.68845000000001,0.4022499807716035,0.2885139291677652,1,False,-0.1131960079157379,30,,,,
368,382,2020-01-01,Sheikh,71386.5516097911,14277.310321958215,2971.681787880172,2548.7837664318413,422.89802144833055,0.2081401693223537,0.029620286448346,0.12,61.065,0.265,,0.0,1.0,9.992453,45.42914,0.311807882954238,0.1455487847587028,1,False,-0.0625913845636509,70,,,,
369,383,2020-01-01,Caynabo,46900.80320994161,9380.160641988325,3424.382590485641,2903.173483390616,521.209107095025,0.3650665187072713,0.0555650512808854,0.07,29.58,0.2133333333333333,,0.0,1.0,9.282376,46.49009,0.3738642018133994,0.1939232409381663,1,False,-0.171143277769105,29,,,,
370,384,2020-01-01,Berbera,179997.20297721773,35999.440595443564,8367.822959530342,7299.268275004715,1068.554684525626,0.2324431385911439,0.0296825358075389,0.09,47.045,0.1366666666666667,,0.3333333333333333,1.0,10.35884,45.28606,0.2430326560610348,0.1808939137198255,1,False,-0.0515492248713184,16,,,,
371,385,2020-01-01,Taleex,53456.811257261375,10691.362251452278,4033.353613282164,3455.7377361100293,577.6158771721342,0.3772534798111706,0.0540264059515589,0.07,9.276666666666666,0.16,,0.3333333333333333,1.0,9.179458,48.54122,0.3972102948995347,0.2199045926480217,1,False,-0.1573488871631488,71,,,,
372,386,2020-01-01,Jilib,148587.5543244151,29717.510864883017,11617.451061902317,9651.578610221328,1965.8724516809864,0.3909294797509632,0.0661519889946114,0.1,53.55,0.5483333333333333,28.58333333333333,6.333333333333333,3.2,0.6450100000000001,43.05589000000001,0.5113327705575001,0.3881953090823434,1,False,-0.0027341706686198,51,860.0,642.04,,
373,387,2020-01-01,Belet Xaawo,71051.67497693517,14210.334995387037,5799.865889512799,4997.34612419011,802.5197653226904,0.4081442057063084,0.0564743734460309,0.12,60.903333333333336,0.4049999999999999,22.15,6.166666666666667,1.25,3.435586,41.7337,0.5172155129757019,0.3524982406755805,1,False,-0.0556459650307278,15,24.0,174.0,168.0,122.0
374,388,2020-01-01,Sablaale,20213.16157712225,4042.6323154244487,1854.6646560057968,1555.151123269047,299.5135327367498,0.4587764880148566,0.0740887395556533,0.04,62.00833333333333,0.5983333333333333,,1.0,1.0,1.383262,43.52054,0.4578215216645919,0.4933201385452746,1,True,0.034543650530418,69,90.0,4.608,,
375,389,2020-01-01,Belet Weyne,231850.5809215716,46370.11618431432,22976.0,19019.0,3957.0,0.4954915340016362,0.0853351323139134,0.08,45.84666666666666,0.3183333333333333,27.666666666666668,7.666666666666667,6.333333333333333,4.724339,45.37965,0.5868054618205713,0.4625835669613974,1,False,-0.0329079670402387,13,6.0,,960.0,
376,390,2020-01-01,Ceel Barde,50826.922426099656,10165.38448521993,6443.404302457095,4915.817823524978,1527.5864789321174,0.6338574120659726,0.1502733596700811,0.04,57.16333333333333,0.3733333333333333,35.0,3.333333333333333,1.0,4.673877,43.99833,0.5293849399339471,0.4899163797343827,1,False,-0.1439410323315899,31,,,,
377,391,2020-01-01,Jariiban,74372.89046628447,14874.578093256898,6085.063625281082,5067.530013459985,1017.5336118210964,0.4090915108402051,0.0684075612391571,0.12,16.935,0.1999999999999999,,2.333333333333333,1.3333333333333333,7.163778999999999,48.9986,0.3501107168133883,0.3512605042016806,1,False,-0.0578310066385245,50,,,,
378,392,2020-01-01,Burtinle,59091.89022487178,11818.378044974355,4263.526577290726,3622.372802084545,641.1537752061803,0.3607539512669208,0.0542505725207211,0.09,15.203333333333331,0.215,,1.5,,7.802199000000001,48.39912,0.3848427803948877,0.415721780335082,1,True,0.0549678290681612,22,,,,
379,393,2020-01-01,Rab Dhuure,32985.89249446174,6597.178498892347,3218.9452906025062,2615.869563433672,603.0757271688337,0.4879275725437716,0.0914141897585595,0.0,67.67999999999999,0.295,,0.5,1.0,4.243281,43.21162,0.4861999999999999,0.4204941640139457,1,False,-0.0674334085298259,66,110.0,26.0,1530.0,555.3333333333334
380,394,2020-01-01,Buur Hakaba,129759.02384671407,25951.804769342816,16120.544687521671,13076.011974118552,3044.5327134031213,0.6211723936273237,0.1173148742626048,0.04,61.59166666666667,0.4616666666666666,,5.166666666666667,3.4,2.485374,44.00688,0.5490683229813665,0.4157290382244143,1,False,-0.2054433554029093,24,960.0,2.0,17.7,326.56666666666666
381,395,2020-01-01,Buuhoodle,98772.9922216596,19754.59844433192,4505.501434327628,3912.150633277243,593.3508010503851,0.2280735519390103,0.0300360851536636,0.14,31.596666666666668,0.2483333333333333,,1.1666666666666667,1.0,8.460162,46.66129,0.3121385033565494,0.1350544166033915,1,False,-0.0930191353356188,23,,,,
382,396,2020-01-01,Lughaye,99156.511924614,19831.3023849228,6115.976939515616,5401.579456099157,714.3974834164592,0.3084001655970627,0.0360237300380027,0.16,29.705,0.1283333333333333,,1.6666666666666667,1.0,10.64738,43.57811999999999,0.2659179435275348,0.2421965609399425,1,False,-0.0662036046571201,58,,,,
383,397,2020-01-01,Marka,180335.6358725136,36067.12717450272,16724.822974740637,13957.83143733717,2766.9915374034663,0.4637137550163429,0.076717824627839,0.06,15.573333333333332,0.4216666666666667,40.958333333333336,5.666666666666667,10.666666666666666,1.740153,44.71787,0.4539589601919299,0.4905037846230626,1,True,0.0267900296067197,60,120.0,5.64,,
384,398,2020-01-01,Cabudwaaq,111449.17451697268,22289.83490339453,9489.699484739736,7550.36745759545,1939.3320271442865,0.4257411293474653,0.0870052216873506,0.21,35.60166666666667,0.2666666666666666,10.0,3.8333333333333335,1.5,5.826085,46.125,0.3728535271691253,0.3608793180798564,1,False,-0.0648618112676088,25,,,,
385,399,2020-01-01,Owdweyne,87385.56574216185,17477.113148432367,3781.257288501109,3295.637255813761,485.6200326873478,0.2163547982087805,0.0277860553149137,0.12,40.876666666666665,0.2183333333333333,,0.3333333333333333,1.3333333333333333,9.257388,45.01097000000001,0.3310823852137992,0.132173714024146,1,False,-0.0841810841846345,61,,,,
386,400,2020-01-01,Burco,498248.650657556,99649.73013151115,17925.891661197802,15596.525361795242,2329.366299402562,0.1798890136234226,0.0233755404688845,0.18,33.788333333333334,0.2366666666666666,10.0,3.0,1.5,9.141337,45.75868,0.2998339565222233,0.0911891620672353,1,False,-0.0886998515561873,21,,,,
387,401,2020-01-01,Qandala,52515.40520246352,10503.081040492703,4417.144091746083,3637.1302199967695,780.0138717493137,0.4205569846330418,0.0742652435739678,0.13,17.029999999999998,0.1916666666666666,,0.5,1.0,11.060160000000002,50.08869000000001,0.4662120199606611,0.4339712463105779,1,True,0.013414261677536,62,,,,
388,402,2020-01-01,Laas Caanood,226940.32672941327,45388.06534588266,17073.538257176588,14267.25885165673,2806.2794055198574,0.3761680108430838,0.0618285750699974,0.08,22.936666666666667,0.1849999999999999,54.583333333333336,3.8333333333333335,2.6666666666666665,8.438008,47.63642000000001,0.3366077651757097,0.1814135894950207,1,False,-0.1947544213480631,55,,,,
389,403,2020-01-01,Cadaado,77426.3080988209,15485.261619764182,6947.568231844504,5418.244625860876,1529.323605983628,0.4486568197838627,0.0987599462983381,0.12,21.61666666666667,0.2266666666666666,,2.0,1.0,6.130694000000001,47.03673,0.3520109308137275,0.3380690991281885,1,False,-0.1105877206556741,26,,,,
390,404,2020-01-01,Bulo Burto,90880.01596748602,18176.003193497203,8721.097897440512,7265.965390756728,1455.1325066837824,0.4798138405125635,0.0800578923315981,0.03,42.74666666666667,0.3799999999999999,11.5,3.0,2.6666666666666665,3.900063,45.53233,0.5898451672177014,0.4556007922535211,1,False,-0.0242130482590423,20,54.0,986.0,633.1919999999999,557.7306666666667
391,405,2020-01-01,Qansax Dheere,61938.87849344224,12387.77569868845,8027.29025701821,6520.818903641884,1506.471353376328,0.6480009367515506,0.121609511668493,0.05,85.16666666666667,0.4283333333333333,24.58333333333333,6.333333333333333,1.6,2.81513,42.84011,0.5490683229813664,0.4244430093639005,1,False,-0.22355792738765,63,1120.0,2.56,15.95,379.50333333333333
392,406,2020-01-01,Bu'aale,78010.51320069526,15602.102640139055,6232.544170095744,5191.342479908745,1041.2016901869972,0.3994682200116711,0.0667347032770012,0.13,89.03333333333335,0.5416666666666666,27.20833333333333,6.0,1.25,1.197985,42.7408,0.5163749201445982,0.4118061786950391,1,True,0.012337958683368,19,720.0,,2.4,
393,407,2020-01-01,Kurtunwaarey,188546.8622552998,37709.37245105997,16790.544379312894,14570.121418279858,2220.422961033034,0.4452618351340643,0.0588825222141987,0.02,43.046666666666674,0.5933333333333334,,2.5,1.0,1.674606,44.06695,0.4656396293608185,0.4855604762788724,1,True,0.040298641144808,54,144.0,246.4,,
394,408,2020-01-01,Cadale,61428.001628669226,12285.600325733843,3788.4144993520094,3376.92381658403,411.4906827679801,0.3083621800244197,0.0334937383487933,0.0,31.23333333333333,0.3016666666666667,,4.166666666666667,3.1666666666666665,3.091515,46.26282,0.3368835013608263,0.2905168905168905,1,False,-0.0178452895075291,27,140.0,,112.0,
395,409,2020-01-01,Qardho,64346.45962826008,12869.291925652014,5102.093958075547,4312.473724292171,789.6202337833749,0.3964549089065016,0.0613569292191939,0.08,8.911666666666667,0.1533333333333333,,1.0,1.0,9.502092,49.50764999999999,0.3450721294564353,0.3997979640997746,1,True,0.0033430551932729,64,,,,
396,410,2020-01-01,Luuq,40675.63477088211,8135.126954176423,3115.424832758268,2802.0106951134253,313.4141376448427,0.3829595838278671,0.0385260290847632,0.04,65.39666666666666,0.2833333333333333,15.075,0.8333333333333334,1.0,3.792931,42.6976,0.500413842160481,0.3060848186846958,1,False,-0.0768747651431713,59,64.0,1260.0,480.0,601.3333333333334
397,411,2020-01-01,Kismaayo,377653.3312260424,75530.66624520847,28472.616313384984,23699.80583745609,4772.810475928896,0.3769676308818636,0.0631903664193042,0.22,70.18166666666667,0.505,72.0,5.166666666666667,8.333333333333334,-0.3811448,42.00865,0.412029161025459,0.3619308628245356,1,False,-0.0150367680573279,53,,1252.0,,
398,412,2020-01-01,Caluula,51765.54720916555,10353.109441833109,5092.677221486387,4131.67549080206,961.0017306843268,0.4918983277534718,0.0928225221691632,0.12,16.523333333333333,0.2033333333333333,20.0,2.1666666666666665,1.0,11.66822,50.79402000000001,0.4710581502935269,0.4729064039408867,1,False,-0.0189919238125851,28,,,,
