,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded
57,2017-07-01,Kurtunwaarey,95730.255,19146.051,7068.722029199998,5475.770585999999,1592.9514432,0.3691999999999999,0.0832,0.17,38.73833333333334,0.40166666666666667,10.0,5.833333333333333,1.75,1.674606,44.06695,,0.3510000000000001,7,False,-0.018199999999999827,54
58,2017-07-01,Cadale,48461.80499999999,9692.361,3578.419681199998,2772.0152459999986,806.4044352000002,0.3691999999999999,0.0832,0.17,18.94333333333333,0.22,30.0,6.5,1.8,3.091515,46.26282,,0.351,7,False,-0.01819999999999994,27
59,2017-07-01,Cadaado,81479.34,16295.868,8473.851359999999,6524.865547200001,1948.9858128,0.5199999999999999,0.1195999999999999,0.33,8.985000000000001,0.17666666666666667,,2.8333333333333335,2.25,6.130694000000001,47.03673,,0.4212,7,False,-0.09879999999999989,26
60,2017-07-01,Balcad,141077.745,28215.549,10417.1806908,8069.647014,2347.5336768,0.3692,0.0832,0.14,20.658333333333335,0.27166666666666667,40.0,7.0,4.0,2.488555,45.659079999999996,,0.351,7,False,-0.018199999999999994,8
61,2017-07-01,Burtinle,112734.27,22546.854,10200.196749600002,8500.163958,1700.0327915999997,0.4524000000000001,0.0753999999999999,0.22,15.903333333333334,0.18000000000000002,85.0,3.6666666666666665,,7.802199000000001,48.39912,,0.3795999999999999,7,False,-0.0728000000000002,22
62,2017-07-01,Galdogob,85807.70999999999,17161.541999999998,8120.841674399999,6514.521343199999,1606.3203311999996,0.4732,0.0935999999999999,0.34,14.025,0.17666666666666667,,1.3333333333333333,1.0,7.039169,47.22166000000001,,0.4004,7,False,-0.07280000000000003,41
63,2017-07-01,Baidoa,450683.52,90136.704,34017.7997952,23284.863888000003,10732.9359072,0.3774023043398614,0.1190739779790483,0.39,32.67333333333333,0.35000000000000003,36.041666666666664,14.0,11.0,3.266359,43.639289999999995,,0.2886,7,False,-0.08880230433986136,6
64,2017-07-01,Baki,70268.22,14053.643999999998,5334.7632624,4220.3092932,1114.4539692,0.3796,0.0793,0.23,12.969999999999999,0.12666666666666668,,1.3333333333333333,,10.28566,43.7321,,0.169,7,False,-0.21059999999999998,7
65,2017-07-01,Baardheere,170132.26499999998,34026.453,14685.817114800002,12474.0976698,2211.719445,0.4316,0.0649999999999999,0.21,38.105,0.28833333333333333,8.0,8.166666666666666,4.0,2.102048,41.70671,,0.3925999999999999,7,False,-0.03900000000000009,3
66,2017-07-01,Afmadow,80386.78,16077.356000000002,6763.226849600002,5704.678709600002,1058.54814,0.4206678541919456,0.0658409342929272,0.1,55.971666666666664,0.365,33.75,5.0,3.0,0.5909003,41.78618,,0.3925999999999999,7,False,-0.028067854191945685,2
67,2017-07-01,Laasqoray,186893.055,37378.611,16618.530450600007,13071.300266700006,3547.230183899999,0.4446000000000001,0.0948999999999999,0.35,14.268333333333333,0.15,,1.1666666666666667,1.0,10.53805,48.69515999999999,,0.3367,7,False,-0.1079000000000001,56
68,2017-07-01,Badhaadhe,50723.28,10144.656,4378.433529600001,3719.030889600001,659.4026400000001,0.4316000000000001,0.065,0.15,63.031666666666666,0.49,,1.8333333333333333,4.0,-0.8536984000000002,41.42942,,0.3926,7,False,-0.03900000000000009,4
69,2017-07-01,Saakow,178339.81499999997,35667.963,15394.2928308,13075.875235799998,2318.417595,0.4316,0.065,0.07,49.623333333333335,0.33499999999999996,30.0,5.833333333333333,,1.628627,42.06274000000001,,0.3925999999999999,7,False,-0.03900000000000009,67
70,2017-07-01,Afgooye,309683.38499999995,61936.677,22867.021148400003,17713.889621999995,5153.1315264,0.3692,0.0831999999999999,0.09,23.366666666666664,0.25666666666666665,15.0,9.5,18.166666666666668,2.236402,45.07666,,0.351,7,False,-0.018199999999999994,1
71,2017-07-01,Xudur,113853.105,22770.621,11071.0759302,7874.080741799999,3196.9951884,0.4862,0.1404,0.45,17.761666666666667,0.24666666666666667,32.208333333333336,8.5,2.3333333333333335,4.188905999999999,43.90622,,0.4862,7,True,0.0,77
72,2017-07-01,Zeylac,64412.19,12882.438,4890.1734648,3868.5961314,1021.5773334,0.3796,0.0793,0.39,9.298333333333334,0.09666666666666668,4.916666666666667,4.5,1.0,10.89293,43.16827,,0.1689999999999999,7,False,-0.2106000000000001,78
73,2017-07-01,Xudun,42361.515,8472.303,3744.757926,2863.638414,881.1195119999999,0.442,0.1039999999999999,0.46,15.235,0.12666666666666668,225.0,1.6666666666666667,,9.141643,47.50746999999999,,0.2912,7,False,-0.1508,76
74,2018-01-01,Burco,534884.8949999999,106976.979,21694.9313412,17244.6890148,4450.2423264,0.2028,0.0416,0.05,15.870000000000003,0.18500000000000003,8.733333333333333,7.0,3.5,9.141337,45.75868,0.3359409653359994,0.2211366753028379,1,True,0.01833667530283789,21
75,2018-01-01,Xudur,113853.105,22770.621,11071.0759302,7874.080741799999,3196.9951884,0.4862,0.1404,0.14,20.7,0.24833333333333332,30.0,8.5,3.8333333333333335,4.188905999999999,43.90622,0.4862,0.4689020964811947,1,False,-0.017297903518805335,77
76,2018-01-01,Bossaso,316531.98,63306.39599999999,21726.7551072,18434.8225152,3291.932592000001,0.3432,0.052,0.01,9.083333333333334,0.14833333333333334,10.0,6.333333333333333,11.833333333333334,10.9218,49.39968,0.4160559934810628,0.482210605259551,1,True,0.139010605259551,18
77,2018-01-01,Cadale,48461.80499999999,9692.361,3402.018711,2620.8144144000003,781.2042965999998,0.351,0.0805999999999999,0.0,23.55333333333333,0.22666666666666666,,6.166666666666667,1.5,3.091515,46.26282,0.3691999999999999,0.2829201738380863,1,False,-0.06807982616191366,27
78,2018-01-01,Qoryooley,196309.485,39261.897,13780.925847,10616.4169488,3164.5088982,0.351,0.0805999999999999,0.09,20.61,0.3466666666666667,20.5,7.833333333333333,5.666666666666667,1.9345550000000002,44.44943,0.3691999999999998,0.4363798525409664,1,True,0.08537985254096642,65
79,2018-01-01,Baardheere,170132.26499999998,34026.453,13358.7854478,12075.988169699998,1282.7972781,0.3925999999999999,0.0377,0.0,38.45666666666667,0.29333333333333333,8.1,7.833333333333333,7.333333333333333,2.102048,41.70671,0.4316,0.2972606382668021,1,False,-0.09533936173319779,3
80,2018-01-01,Laas Caanood,170114.66999999998,34022.934,9907.4783808,8624.813769,1282.6646118,0.2911999999999999,0.0377,0.26,15.746666666666668,0.15166666666666667,47.916666666666664,4.833333333333333,3.1666666666666665,8.438008,47.63642000000001,0.442,0.2293654902134254,1,False,-0.06183450978657451,55
81,2018-01-01,Cadaado,81479.34,16295.868,6863.8196016,5783.4035532,1080.4160484,0.4212,0.0663,0.15,14.24,0.18500000000000003,,2.3333333333333335,1.8333333333333333,6.130694000000001,47.03673,0.5199999999999999,0.4263710655123516,1,True,0.00517106551235158,26
82,2018-01-01,Cabudwaaq,73330.78499999999,14666.157,6177.3853284,5205.0191193,972.3662091,0.4212,0.0663,0.14,24.223333333333333,0.215,15.0,5.833333333333333,3.6,5.826085,46.125,0.5200000000000001,0.4299665440197571,1,True,0.008766544019757072,25
83,2018-01-01,Luuq,100476.765,20095.353000000006,7889.435587800002,7131.840779700003,757.5948081000001,0.3926,0.0377,0.0,23.28,0.18833333333333335,14.816666666666668,5.833333333333333,1.5,3.792931,42.6976,0.4315999999999998,0.4123022966960434,1,True,0.019702296696043398,59
84,2018-01-01,Bu'aale,93543.3,18708.66,7345.019915999998,6639.703433999999,705.3164820000002,0.3925999999999999,0.0377,0.0,38.975,0.42333333333333334,29.291666666666668,2.1666666666666665,,1.197985,42.7408,0.4316,0.4125181113098476,1,True,0.01991811130984772,19
85,2018-01-01,Marka,282222.765,56444.55299999999,19812.038103,15262.6071312,4549.4309718,0.351,0.0806,0.03,14.213333333333333,0.3116666666666667,42.166666666666664,11.0,13.833333333333334,1.740153,44.71787,0.3692,0.3971406259324205,1,True,0.04614062593242052,60
86,2018-01-01,Qardho,174970.88999999998,34994.178,12010.001889600002,10190.304633600002,1819.697256,0.3432,0.052,0.04,7.013333333333333,0.13,,1.6666666666666667,2.6666666666666665,9.502092,49.50764999999999,0.4112666438059597,0.5372761677527557,1,True,0.19407616775275566,64
87,2018-01-01,Buuhoodle,71317.70999999999,14263.542,2892.6463176,2299.2829704,593.3633472,0.2027999999999999,0.0416,0.17,27.461666666666662,0.22166666666666668,,2.1666666666666665,2.4,8.460162,46.66129,0.3406000000000001,0.226129551832888,1,True,0.023329551832888096,23
88,2018-01-01,Zeylac,64412.19,12882.438,2177.132022,1976.1659892,200.9660328,0.1689999999999999,0.0156,0.57,12.045,0.09500000000000001,5.75,4.666666666666667,,10.89293,43.16827,0.3796,0.4330650433619875,1,True,0.26406504336198755,78
89,2018-01-01,Bulo Burto,181435.5,36287.1,14246.31546,12878.29179,1368.02367,0.3926,0.0377,0.25,23.03,0.2733333333333333,23.333333333333332,3.8333333333333335,7.166666666666667,3.900063,45.53233,0.429,0.3908949717937982,1,False,-0.0017050282062018307,20
90,2018-01-01,Owdweyne,78004.845,15600.969,3163.8765132000008,2514.8762028,649.0003104000001,0.2028,0.0416,0.3,16.495,0.15,,0.5,,9.257388,45.01097000000001,0.3406,0.2303423878316652,1,True,0.027542387831665183,61
91,2018-01-01,Burtinle,112734.27,22546.854,8558.785778399999,7386.349370399998,1172.436408,0.3795999999999999,0.052,0.08,10.768333333333333,0.18833333333333332,,4.0,1.0,7.802199000000001,48.39912,0.4524000000000001,0.4927859267135329,1,True,0.113185926713533,22
92,2018-01-01,Galdogob,85807.70999999999,17161.541999999998,6871.481416799998,5889.841214399999,981.6402024,0.4004,0.0572,0.12,14.243333333333332,0.19000000000000003,,2.3333333333333335,1.0,7.039169,47.22166000000001,0.4732,0.4695085383288688,1,True,0.06910853832886882,41
93,2018-01-01,Badhaadhe,50723.28,10144.656,3982.7919456,3600.3384144,382.45353120000016,0.3926,0.0377,0.09,35.37666666666667,0.5016666666666667,,1.5,3.0,-0.8536984000000002,41.42942,0.4316000000000001,0.3711192650605567,1,False,-0.021480734939443302,4
94,2018-01-01,Qansax Dheere,123818.085,24763.617,7146.7798662000005,6180.998803199999,965.781063,0.2886,0.039,0.09,27.285,0.26666666666666666,20.833333333333332,6.666666666666667,2.25,2.81513,42.84011,0.3588,0.5092847348131929,1,True,0.2206847348131929,63
95,2018-01-01,Qandala,75823.06499999999,15164.612999999998,5204.495181599998,4415.935305599999,788.5598759999998,0.3431999999999999,0.052,0.21,9.72,0.15833333333333333,,1.8333333333333333,3.3333333333333335,11.060160000000002,50.08869000000001,0.4055999999999999,0.4649012053458273,1,True,0.1217012053458274,62
96,2018-01-01,Buur Hakaba,165968.46,33193.692,9579.699511200002,8285.145523200003,1294.553988,0.2886,0.039,0.1,25.529999999999998,0.36333333333333334,,5.0,3.25,2.485374,44.00688,0.3588,0.4846909879180319,1,True,0.19609098791803187,24
97,2018-01-01,Kurtunwaarey,95730.255,19146.051,6720.263901000001,5177.0921904000015,1543.1717106,0.3510000000000001,0.0805999999999999,0.18,24.39,0.365,,6.5,2.0,1.674606,44.06695,0.3691999999999999,0.4461179568825337,1,True,0.0951179568825336,54
98,2018-01-01,Saakow,178339.81499999997,35667.963,14003.242273799997,12658.560068699995,1344.6822051,0.3925999999999999,0.0377,0.0,35.08833333333333,0.295,27.041666666666668,2.8333333333333335,1.0,1.628627,42.06274000000001,0.4316,0.3717999999999999,1,False,-0.020799999999999985,67
99,2018-01-01,Kismaayo,218785.545,43757.109,17179.040993399998,15529.397984099998,1649.6430093,0.3925999999999999,0.0377,0.17,29.801666666666666,0.3433333333333333,76.66666666666667,7.5,11.5,-0.3811448,42.00865,0.4255768922026957,0.4685498464822668,1,True,0.07594984648226688,53
100,2018-01-01,Gaalkacyo,584319.6,116863.92,46792.313568,40107.697344,6684.616223999999,0.4004,0.0571999999999999,0.29,10.981666666666667,0.18000000000000002,20.0,9.333333333333334,11.833333333333334,6.935230000000001,47.68801,0.4796931726673279,0.4668580324895174,1,True,0.06645803248951743,40
101,2018-01-01,Adan Yabaal,65262.95999999999,13052.592,4581.459792000001,3529.4208768,1052.0389152,0.3510000000000001,0.0806,0.0,25.348333333333333,0.225,15.0,3.6666666666666665,,3.549436,46.54467,0.3692,0.2789393906990287,1,False,-0.07206060930097141,0
