,Unnamed: 0,Unnamed: 0.1,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded,Cowpea,Maize,Sorghum,crop,Sorghum_imputed
13,13,13,2017-07-01,Bossaso,365531.98,73106.39600000001,30416.3542176,24990.241847999998,5426.1123696,0.4160559934810628,0.0742221292046731,0.02,10.411666666666667,0.145,10.0,5.833333333333332,8.333333333333334,10.9218,49.39968,,0.3432,7,False,-0.0728559934810628,18,0.0,264.7979637075108,236.93388754903978,167.2439504188502,236.93388754903978
14,14,14,2017-07-01,Rab Dhuure,35703.36,7140.672000000001,3471.7947264,2469.2443776,1002.5503487999999,0.4861999999999999,0.1403999999999999,,22.225,0.17,,0.8333333333333334,1.0,4.243281,43.21162,,0.4861999999999999,7,True,0.0,66,12.0,0.0,36.0,16.0,268.3022414817177
15,15,15,2017-07-01,Borama,491879.61,98375.92199999999,37343.499991199984,29542.289376599998,7801.210614600002,0.3795999999999999,0.0793,0.07,26.77666666666667,0.18,5.083333333333333,4.666666666666667,1.6,10.18763,43.17024,,0.1690000000000001,7,False,-0.2105999999999998,17,0.0,277.8346391164764,810.0,362.6115463721588,202.61559485408668
16,16,16,2017-07-01,Sablaale,62978.715,12595.743,4650.3483156,3602.3824979999995,1047.9658176,0.3692,0.0832,0.13,55.025,0.4833333333333333,,0.3333333333333333,,1.383262,43.520540000000004,,0.3510000000000001,7,False,-0.0181999999999998,69,130.0,960.0,292.75415755618286,460.9180525187276,292.75415755618286
17,17,17,2017-07-01,Berbera,112100.9,22420.18,7595.508440000001,5726.774664000001,1868.7337760000007,0.3387799937377845,0.0833505251072917,0.17,11.26,0.1033333333333333,,1.3333333333333333,1.6,10.358839999999999,45.28606,,0.1976,7,False,-0.1411799937377845,16,0.0,95.11838008067846,275.24545557239077,123.45461188435642,275.24545557239077
18,18,18,2017-07-01,Sheikh,62404.28999999999,12480.858,4250.9802348,3196.3477338000002,1054.632501,0.3406,0.0845,0.26,17.166666666666668,0.18,,0.8333333333333334,1.0,9.992453,45.429140000000004,,0.2028,7,False,-0.1378,70,39.04263452989781,0.0,20.0,19.680878176632604,271.6744680881369
19,19,19,2017-07-01,Belet Xaawo,89717.93999999997,17943.588,7744.452580800003,6578.119360800001,1166.33322,0.4316000000000001,0.065,0.23,25.68833333333333,0.2616666666666666,22.0,8.0,1.5,3.4355860000000003,41.7337,,0.3926,7,False,-0.039,15,2.0,68.0,283.82187573275564,117.94062524425188,283.82187573275564
20,20,20,2017-07-01,Taleex,57175.47,11435.094,5054.311548,3865.061772,1189.2497759999999,0.442,0.10400000000000001,0.39,11.511666666666667,0.1266666666666666,,1.5,,9.179458,48.54122,,0.2912,7,False,-0.1508,71,0.0,173.89134490465742,277.84669944226636,150.57934811564124,277.84669944226636
21,21,21,2017-07-01,Belet Weyne,281126.69999999995,56225.34,24120.67086,19442.722572,4677.948288000001,0.429,0.0832,0.42,15.163333333333336,0.22,25.41666666666667,11.833333333333336,9.0,4.724339,45.37965,,0.3926,7,False,-0.0363999999999999,13,23.73222923959537,240.0,537.0,266.91074307986514,254.08959962842886
22,22,22,2017-07-01,Tayeeglow,99175.77,19835.154,9643.851874799999,6858.996253200001,2784.8556215999997,0.4861999999999999,0.1404,0.33,20.218333333333334,0.2966666666666667,60.0,6.333333333333332,2.0,3.8359370000000004,44.529070000000004,,0.4861999999999999,7,True,0.0,72,33.0,18.0,336.0,129.0,272.2165478007718
23,23,23,2017-07-01,Baraawe,69703.11,13940.622,5146.877642400002,3987.017892000001,1159.8597504000004,0.3692000000000001,0.0832,0.3,43.10999999999999,0.28,12.0,6.333333333333332,5.25,1.1083100000000001,43.84067000000001,,0.3510000000000001,7,False,-0.0181999999999999,11,75.0,840.0,290.4887875433824,401.8295958477941,290.4887875433824
24,24,24,2017-07-01,Waajid,85276.75499999999,17055.351000000002,8292.3116562,5897.7403758,2394.5712804,0.4861999999999999,0.1403999999999999,0.44,26.04833333333333,0.2566666666666666,,7.0,2.75,3.81645,43.43285,,0.4861999999999999,7,True,0.0,73,24.0,12.0,120.0,52.0,275.5900683530272
25,25,25,2017-07-01,Bandarbeyla,27594.135,5518.826999999998,2238.4362312,1865.363526,373.0727052,0.4056,0.0676,0.15,12.158333333333333,0.1383333333333333,30.0,2.1666666666666665,,9.229735,50.32945,,0.3432000000000001,7,False,-0.0623999999999999,10,0.0,336.74256625285943,279.27890069171434,205.3404889815246,279.27890069171434
26,26,26,2017-07-01,Wanla Weyn,227667.915,45533.583,16810.9988436,13022.604737999998,3788.3941056000003,0.3692,0.0832,0.06,17.33,0.2533333333333333,10.0,8.0,3.0,2.791644,44.90646999999999,,0.35100000000000003,7,False,-0.0181999999999999,74,60.0,54.6004748096052,3.81,39.4701582698684,270.3567662423128
27,27,27,2017-07-01,Banadir,2077273.9450000003,415454.789,161739.17677320002,124196.91749400005,37542.259279200014,0.3893063241911504,0.0903642472615715,0.1,28.77,,,14.0,55.83333333333334,2.110552,45.425470000000004,,0.2912,7,False,-0.0981063241911504,9,2495.3554367047977,1016.9014826832588,0.0,1170.7523064626855,0.0
28,28,28,2017-07-01,Cabudwaaq,73330.78499999999,14666.157,7626.401640000001,5872.329262800001,1754.0723772,0.5200000000000001,0.1196,0.36,11.251666666666665,0.1899999999999999,15.333333333333336,5.5,2.5,5.826085,46.125,,0.4212,7,False,-0.0988000000000001,25,0.0,495.07295700967313,281.298123196528,258.7903600687337,281.298123196528
29,29,29,2017-07-01,Xarardheere,278193.50999999995,55638.70199999999,26328.233786400004,21120.451279199995,5207.782507199999,0.4732000000000002,0.0935999999999999,0.25,14.223333333333334,0.1566666666666666,10.833333333333336,6.0,3.5,4.793407,47.832679999999996,,0.4004000000000001,7,False,-0.0728,75,80.0,145.4053247711898,11.0,78.80177492372994,243.29686532778973
30,30,30,2017-07-01,Lughaye,70268.22,14053.643999999998,5334.7632624,4220.3092932,1114.4539692,0.3796,0.0793,0.36,5.794999999999999,0.09,4.5,2.6666666666666665,1.0,10.64738,43.57811999999999,,0.16899999999999998,7,False,-0.2105999999999999,58,0.0,328.7371338323857,266.80934842555166,198.51549408597916,266.80934842555166
31,31,31,2017-07-01,Laas Caanood,170114.66999999998,34022.934,15038.136828000002,11499.751692000002,3538.3851360000012,0.442,0.10400000000000001,0.39,14.101666666666668,0.1533333333333333,107.08333333333331,6.0,4.166666666666667,8.438008,47.63642000000001,,0.2911999999999999,7,False,-0.1508000000000001,55,0.0,526.1235566057952,270.3435255018113,265.4890273692022,270.3435255018113
32,32,32,2017-07-01,Gaalkacyo,630641.6,126128.32,60502.893984,48576.846032,11926.047951999999,0.4796931726673279,0.0945548783334305,0.58,11.296666666666667,0.175,20.0,10.5,9.166666666666666,6.935230000000002,47.68801,,0.4004,7,False,-0.0792931726673279,40,26.458193639728563,440.36208389574404,144.67175292480457,203.8306768200924,144.67175292480457
33,33,33,2017-07-01,Garbahaarey,91374.975,18274.995,7887.4878420000005,6699.613167,1187.874675,0.4316,0.065,0.23,27.505,0.2483333333333333,,2.333333333333333,1.2,3.2059990000000003,42.35913,,0.3925999999999999,7,False,-0.039,42,15.0,516.0,30.0,187.0,284.5183921476533
34,34,34,2017-07-01,Eyl,105162.21,21032.442000000006,9515.076760799999,7929.2306340000005,1585.8461267999999,0.4523999999999998,0.0753999999999999,0.26,18.746666666666666,0.1483333333333333,60.0,3.1666666666666665,1.0,8.094348,49.56446,,0.3795999999999999,7,False,-0.0727999999999999,39,0.0,555.0881543175379,278.67185549391985,277.92000327048595,278.67185549391985
35,35,35,2017-07-01,Garoowe,207534.915,41506.983,19024.629109200006,15697.506591,3327.122518200001,0.458347673913086,0.0801581391304687,0.13,19.626666666666665,0.1383333333333333,4.166666666666667,6.833333333333332,3.0,8.470396000000001,48.786390000000004,,0.3795999999999999,7,False,-0.0787476739130861,43,45.31606364284096,497.21474787226816,267.45126746637425,269.9940263271611,267.45126746637425
36,36,36,2017-07-01,Doolow,50233.7,10046.74,4376.618584000002,3699.3131240000002,677.3054599999998,0.4356257436740676,0.0674154462044404,0.23,18.891666666666673,0.18,,1.1666666666666667,1.0,4.0025330000000015,42.1408,,0.3926,7,False,-0.0430257436740675,38,8.0,656.0,278.1629882187575,314.0543294062525,278.1629882187575
37,37,37,2017-07-01,Gebiley,146038.5,29207.7,9872.2026,7442.121959999999,2430.0806399999997,0.33799999999999997,0.0831999999999999,0.15,27.05333333333333,0.17,10.166666666666666,3.333333333333333,1.5,9.859568,43.68093,,0.1975999999999999,7,False,-0.1404000000000001,44,199.97912740156352,60.0,12.0,90.6597091338545,273.4307705515204
38,38,38,2017-07-01,Diinsoor,100108.305,20021.661,7183.771966800001,4945.350267000002,2238.4216998,0.3588,0.1118,0.39,43.045,0.3716666666666666,38.29166666666666,9.333333333333334,3.0,2.102024,42.90189,,0.2886000000000001,7,False,-0.0701999999999999,37,384.0,1.32,8.1,131.14000000000001,285.5942280007508
39,39,39,2017-07-01,Hargeysa,1071923.705,214384.741,73445.88245800001,55654.83200680001,17791.050451200004,0.3425891325819686,0.0829865519729317,0.08,19.463333333333328,0.0,12.0,6.5,3.1666666666666665,9.521626,44.28073,,0.1975999999999999,7,False,-0.1449891325819687,45,0.0,30.0,2.8,10.933333333333332,60.46670380831765
40,40,40,2017-07-01,Dhuusamarreeb,166457.645,33291.528999999995,17555.47508,13450.048211599998,4105.4268684,0.5273255872387238,0.1233174621808448,0.37,10.686666666666667,0.1883333333333333,18.375,5.166666666666667,1.8,5.441128,46.68404999999999,,0.4212,7,False,-0.1061255872387237,36,20.803420878882264,302.443339834829,260.3103548221734,194.51903851196153,260.3103548221734
41,41,41,2017-07-01,Hobyo,285434.37,57086.874,27013.508776800005,21670.177370400004,5343.3314064000015,0.4732,0.0936,0.5,8.616666666666667,0.1416666666666667,20.0,5.666666666666668,2.2,5.971543,48.20153,,0.4003999999999999,7,False,-0.0728,46,0.0,389.43423621614613,238.57418942264758,209.3361418795979,238.57418942264758
42,42,42,2017-07-01,Ceerigaabo,239221.62,47844.324,21271.586450400002,16731.1601028,4540.4263476000015,0.4446,0.0949,0.34,16.77,0.1333333333333333,44.58333333333334,5.166666666666667,1.0,10.29076,47.8071,,0.3367000000000001,7,False,-0.1078999999999998,35,0.0,334.33245412643635,249.39206075451108,194.57483829364915,249.39206075451108
43,43,43,2017-07-01,Iskushuban,82588.86,16517.772,6699.608323200001,5583.0069360000025,1116.6013872,0.4056,0.0676,0.28,7.4300000000000015,0.1366666666666667,30.0,2.1666666666666665,1.5,10.5516,50.50521,,0.3432,7,False,-0.0624,47,0.0,380.82394296647675,275.7758305609812,218.8665911758193,275.7758305609812
44,44,44,2017-07-01,Ceel Waaq,32041.53,6408.306000000001,2765.8248696,2349.2849796,416.53989000000007,0.4315999999999999,0.065,0.14,33.525,0.295,15.666666666666664,7.5,3.0,2.6789779999999994,41.44526,,0.3925999999999998,7,False,-0.039,34,105.171912696974,494.229862687189,284.1314231036857,294.51106616261626,284.1314231036857
45,45,45,2017-07-01,Jalalaqsi,76346.775,15269.355,6550.553295000002,5280.142959000002,1270.410336,0.4290000000000001,0.0832,0.33,16.093333333333334,0.2583333333333333,10.0,5.333333333333333,1.5,3.40329,45.61273,,0.3925999999999999,7,False,-0.0364000000000002,48,119.11994640701741,200.0,360.0,226.3733154690058,280.6077656503379
46,46,46,2017-07-01,Ceel Dheer,130366.52999999998,26073.306,13558.11912,10439.751722399997,3118.3673976,0.52,0.1196,0.38,19.483333333333327,0.1916666666666666,23.125,3.333333333333333,1.0,4.051839,47.04731999999999,,0.4211999999999999,7,False,-0.0988000000000001,33,90.0,136.03767224600173,15.0,80.34589074866724,273.48957107266904
47,47,47,2017-07-01,Jamaame,169536.10499999998,33907.221,14634.356583600002,12430.3872186,2203.969365,0.4316000000000001,0.065,0.28,61.74666666666667,0.3766666666666666,10.0,4.5,1.3333333333333333,0.124303,42.80163000000001,,0.3926,7,False,-0.039,49,171.0,374.782,288.7805356628428,278.1875118876142,288.7805356628428
48,48,48,2017-07-01,Ceel Buur,141229.88999999998,28245.978,14687.90856,11309.6895912,3378.2189688000008,0.52,0.1196,0.33,12.718333333333335,0.1999999999999999,,2.0,2.333333333333333,4.760488,46.841570000000004,,0.4212,7,False,-0.0988,32,4.715204138261413,244.59702648036944,272.1513907489339,173.8212071225216,272.1513907489339
49,49,49,2017-07-01,Jariiban,83205.71999999999,16641.143999999997,7874.589340799997,6316.978262399999,1557.611078399999,0.4731999999999999,0.0935999999999999,0.38,10.07,0.1533333333333333,50.0,3.333333333333333,,7.163778999999999,48.9986,,0.4004,7,False,-0.0727999999999999,50,0.0,435.9118462947599,283.1653323175596,239.6923928707732,283.1653323175596
50,50,50,2017-07-01,Ceel Barde,46070.955,9214.190999999999,4479.939664199998,3186.2672477999995,1293.6724163999995,0.4861999999999998,0.1403999999999999,0.43,17.205000000000002,0.2233333333333333,48.83333333333334,9.5,2.0,4.673877,43.998329999999996,,0.4861999999999998,7,True,0.0,31,0.0,340.0250179112779,273.6802965991064,204.56843817012813,273.6802965991064
51,51,51,2017-07-01,Jilib,103739.085,20747.817,8954.757817200001,7606.149712200001,1348.608105,0.4316000000000001,0.065,0.14,70.79833333333333,0.4516666666666666,30.0,7.5,1.75,0.6450100000000001,43.05589000000001,,0.3925999999999999,7,False,-0.0390000000000002,51,520.0,202.8,286.76893315803756,336.5229777193458,286.76893315803756
52,52,52,2017-07-01,Ceel Afweyn,137053.66499999998,27410.732999999997,12186.811891799998,9585.5333301,2601.2785616999995,0.4446,0.0949,0.38,15.371666666666668,0.135,45.0,4.5,1.0,10.147969999999999,46.68845000000001,,0.3367,7,False,-0.1079,30,0.0,473.5899340434984,276.5562732084026,250.04873575063365,276.5562732084026
53,53,53,2017-07-01,Jowhar,279295.785,55859.157,20623.200764400004,15975.718902,4647.481862400001,0.3692000000000001,0.0832,0.07,15.24,0.255,16.0,5.833333333333332,13.333333333333336,2.993369,45.56808,,0.35100000000000003,7,False,-0.0182000000000001,52,40.0,3.822,252.79336195815142,98.87178731938381,252.79336195815142
54,54,54,2017-07-01,Caynabo,69235.29,13847.058,6120.399636,4680.305604,1440.094032,0.442,0.10400000000000001,0.43,16.83,0.15,,2.0,1.0,9.282376,46.49009,,0.2911999999999999,7,False,-0.1508000000000001,29,0.0,374.3260773457782,275.4800324530078,216.60203659959532,275.4800324530078
55,55,55,2017-07-01,Kismaayo,228785.545,45757.109000000004,19473.1682444,16514.556159400006,2958.612085,0.4255768922026957,0.0646590693699639,0.3,56.08666666666666,0.4133333333333333,70.0,8.833333333333334,14.0,-0.3811448,42.00865,,0.3925999999999999,7,False,-0.0329768922026957,53,61.0,437.0,277.94417379273455,258.64805793091153,277.94417379273455
56,56,56,2017-07-01,Caluula,67184.955,13436.991000000002,5450.043549600001,4541.702958000002,908.3405916000003,0.4056,0.0676,0.38,5.688333333333333,0.1716666666666666,20.0,2.6666666666666665,1.0,11.66822,50.79402000000001,,0.3432,7,False,-0.0624,28,0.0,457.59992231479856,276.23695245384846,244.61229158954902,276.23695245384846
57,57,57,2017-07-01,Kurtunwaarey,95730.255,19146.051,7068.722029199997,5475.770585999999,1592.9514432,0.3691999999999999,0.0832,0.17,38.738333333333344,0.4016666666666666,10.0,5.833333333333332,1.75,1.674606,44.06695,,0.3510000000000001,7,False,-0.0181999999999998,54,250.0,2.25,283.11922570112165,178.45640856704054,283.11922570112165
58,58,58,2017-07-01,Cadale,48461.80499999999,9692.360999999999,3578.419681199998,2772.0152459999986,806.4044352000003,0.3691999999999999,0.0832,0.17,18.943333333333328,0.22,30.0,6.5,1.8,3.0915150000000002,46.26282,,0.35100000000000003,7,False,-0.0181999999999999,27,0.0,436.9372514445098,279.1638387786623,238.70036340772404,279.1638387786623
59,59,59,2017-07-01,Cadaado,81479.34,16295.868,8473.851359999999,6524.865547200001,1948.9858127999998,0.5199999999999999,0.1195999999999999,0.33,8.985000000000003,0.1766666666666666,,2.833333333333333,2.25,6.130694000000001,47.03673,,0.4212,7,False,-0.0987999999999998,26,0.0,380.2083933053508,281.2987901968716,220.50239450074082,281.2987901968716
60,60,60,2017-07-01,Balcad,141077.745,28215.549,10417.1806908,8069.647014,2347.5336768,0.3692,0.0832,0.14,20.658333333333328,0.2716666666666666,40.0,7.0,4.0,2.488555,45.659079999999996,,0.35100000000000003,7,False,-0.0181999999999999,8,30.0,3.6,290.6909330561198,108.09697768537326,290.6909330561198
61,61,61,2017-07-01,Burtinle,112734.27,22546.854,10200.196749600002,8500.163958,1700.0327915999994,0.4524000000000001,0.0753999999999999,0.22,15.903333333333334,0.18,85.0,3.6666666666666665,,7.802199000000001,48.39912,,0.3795999999999999,7,False,-0.0728000000000002,22,0.0,636.8782234523353,288.0982152095653,308.3254795539669,288.0982152095653
62,62,62,2017-07-01,Galdogob,85807.70999999999,17161.541999999998,8120.841674399999,6514.521343199999,1606.3203311999994,0.4732,0.0935999999999999,0.34,14.025,0.1766666666666666,,1.3333333333333333,1.0,7.039169,47.22166000000001,,0.4004,7,False,-0.0728,41,0.0,409.4604744427612,278.7305219183936,229.39699878705161,278.7305219183936
63,63,63,2017-07-01,Baidoa,450683.52,90136.704,34017.7997952,23284.863888000003,10732.9359072,0.3774023043398614,0.1190739779790483,0.39,32.67333333333333,0.35,36.04166666666666,14.0,11.0,3.266359,43.63929,,0.2886,7,False,-0.0888023043398613,6,500.0,2.0,6.563,169.521,183.6753695056605
64,64,64,2017-07-01,Baki,70268.22,14053.643999999998,5334.7632624,4220.3092932,1114.4539692,0.3796,0.0793,0.23,12.97,0.1266666666666666,,1.3333333333333333,,10.28566,43.7321,,0.16899999999999998,7,False,-0.2105999999999999,7,0.0,0.0,279.0428888025252,93.01429626750841,279.0428888025252
65,65,65,2017-07-01,Baardheere,170132.26499999998,34026.453,14685.817114800002,12474.0976698,2211.7194449999997,0.4316,0.0649999999999999,0.21,38.105,0.2883333333333333,8.0,8.166666666666666,4.0,2.102048,41.70671,,0.3925999999999999,7,False,-0.039,3,32.0,1.145,1.2,11.448333333333336,291.4207185077359
66,66,66,2017-07-01,Afmadow,80386.78,16077.356000000002,6763.226849600002,5704.678709600003,1058.54814,0.4206678541919456,0.0658409342929272,0.1,55.97166666666666,0.365,33.75,5.0,3.0,0.5909003,41.78618,,0.3925999999999999,7,False,-0.0280678541919456,2,23.0,241.0,292.0938581279555,185.36461937598517,292.0938581279555
67,67,67,2017-07-01,Laasqoray,186893.055,37378.611000000004,16618.530450600007,13071.300266700006,3547.230183899999,0.4446000000000001,0.0948999999999999,0.35,14.268333333333333,0.15,,1.1666666666666667,1.0,10.53805,48.69515999999999,,0.3367,7,False,-0.1079000000000001,56,0.0,198.06197217178348,263.6354368690613,153.89913634694827,263.6354368690613
68,68,68,2017-07-01,Badhaadhe,50723.28,10144.655999999999,4378.433529600001,3719.030889600001,659.4026400000001,0.4316000000000001,0.065,0.15,63.03166666666666,0.49,,1.8333333333333333,4.0,-0.8536984000000002,41.42942,,0.3926,7,False,-0.039,4,4.0,51.0,291.6647100198341,115.5549033399447,291.6647100198341
69,69,69,2017-07-01,Saakow,178339.81499999997,35667.962999999996,15394.2928308,13075.875235799998,2318.417595,0.4316,0.065,0.07,49.62333333333334,0.3349999999999999,30.0,5.833333333333332,,1.628627,42.06274000000001,,0.3925999999999999,7,False,-0.039,67,200.0,1.4,1.84,67.74666666666667,288.8550072090345
70,70,70,2017-07-01,Afgooye,309683.38499999995,61936.677,22867.021148400006,17713.889621999995,5153.1315263999995,0.3692,0.0831999999999999,0.09,23.366666666666664,0.2566666666666666,15.0,9.5,18.166666666666668,2.236402,45.07666,,0.35100000000000003,7,False,-0.0181999999999999,1,410.0,5.725,960.0,458.575,242.64643724341977
71,71,71,2017-07-01,Xudur,113853.105,22770.621,11071.0759302,7874.080741799999,3196.9951884,0.4862,0.1404,0.45,17.761666666666667,0.2466666666666666,32.208333333333336,8.5,2.333333333333333,4.1889059999999985,43.906220000000005,,0.4862,7,True,0.0,77,30.0,50.0,350.0,143.33333333333334,267.0847377162243
72,72,72,2017-07-01,Zeylac,64412.19,12882.438,4890.1734648,3868.5961314,1021.5773333999999,0.3796,0.0793,0.39,9.298333333333334,0.0966666666666666,4.916666666666667,4.5,1.0,10.89293,43.16827,,0.1689999999999999,7,False,-0.2106000000000001,78,0.0,291.5859869563669,265.72376444080123,185.7699171323894,265.72376444080123
73,73,73,2017-07-01,Xudun,42361.515,8472.303,3744.7579259999998,2863.638414,881.1195119999999,0.442,0.1039999999999999,0.46,15.235,0.1266666666666666,225.0,1.6666666666666667,,9.141643,47.50746999999999,,0.2912,7,False,-0.1508,76,0.0,1371.0635780520513,273.97765858778087,548.3470788799441,273.97765858778087
74,74,74,2018-01-01,Burco,534884.8949999999,106976.979,21694.9313412,17244.6890148,4450.2423264,0.2028,0.0416,0.05,15.870000000000005,0.185,8.733333333333333,7.0,3.5,9.141337,45.75868,0.3359409653359994,0.2211366753028379,1,True,0.0183366753028378,21,89.1236226128006,278.3772119915348,261.1019814805775,209.5342720283043,261.1019814805775
75,75,75,2018-01-01,Xudur,113853.105,22770.621,11071.0759302,7874.080741799999,3196.9951884,0.4862,0.1404,0.14,20.7,0.2483333333333333,30.0,8.5,3.8333333333333335,4.1889059999999985,43.906220000000005,0.4862,0.4689020964811947,1,False,-0.0172979035188053,77,50.0,23.0,500.0,191.0,271.7780969535245
76,76,76,2018-01-01,Bossaso,316531.98,63306.39599999999,21726.7551072,18434.8225152,3291.932592000001,0.3432,0.052000000000000005,0.01,9.083333333333334,0.1483333333333333,10.0,6.333333333333332,11.833333333333336,10.9218,49.39968,0.4160559934810628,0.482210605259551,1,True,0.139010605259551,18,278.5171233739548,121.1612719349495,257.8245333590081,219.16764288930415,257.8245333590081
77,77,77,2018-01-01,Cadale,48461.80499999999,9692.360999999999,3402.018711,2620.8144144000007,781.2042965999997,0.35100000000000003,0.0805999999999999,0.0,23.55333333333333,0.2266666666666666,,6.166666666666668,1.5,3.0915150000000002,46.26282,0.3691999999999999,0.2829201738380863,1,False,-0.0680798261619136,27,12.0,246.24665970626447,30.0,96.08221990208817,282.73642410316484
78,78,78,2018-01-01,Qoryooley,196309.485,39261.897000000004,13780.925847,10616.416948799999,3164.5088981999997,0.35100000000000003,0.0805999999999999,0.09,20.61,0.3466666666666667,20.5,7.833333333333332,5.666666666666668,1.934555,44.44943,0.3691999999999998,0.4363798525409664,1,True,0.0853798525409664,65,350.0,2.1,600.0,317.3666666666667,280.5440366410111
79,79,79,2018-01-01,Baardheere,170132.26499999998,34026.453,13358.785447799999,12075.988169699998,1282.7972780999999,0.3925999999999999,0.0377,0.0,38.45666666666667,0.2933333333333333,8.1,7.833333333333332,7.333333333333332,2.102048,41.70671,0.4316,0.2972606382668021,1,False,-0.0953393617331977,3,28.0,849.0,1.68,292.8933333333333,292.287259057207
