,Unnamed: 0,Unnamed: 0.1,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded,Cowpea,Maize,Sorghum,crop,Sorghum_imputed
164,164,164,2018-07-01,Cadaado,108059.64692015851,21611.929384031704,9214.7013592473,7629.47432342933,1585.2270358179708,0.4263710655123516,0.0733496305512287,0.14,34.7,0.1999999999999999,,1.6666666666666667,1.3333333333333333,6.130694000000001,47.03673,0.4212,0.3305779447408884,7,False,-0.0957931207714631,26,90.90830673091486,362.0024832278447,282.711145138447,245.20731169906887,282.711145138447
165,165,165,2018-07-01,Baardheere,122284.68350495162,24456.936700990333,7270.084613787164,6084.996471225713,1185.088142561451,0.2972606382668021,0.0484561152138674,0.07,70.635,0.365,8.433333333333334,2.6666666666666665,2.8,2.102048,41.70671,0.3925999999999999,0.2870882907046133,7,False,-0.0101723475621888,3,19.0,375.0,2.85,132.28333333333333,292.1642723789765
166,166,167,2018-07-01,Jowhar,183042.93582933792,36608.58716586759,14022.771861235597,11349.811221231643,2672.960640003953,0.3830459721840857,0.0730145806472454,0.03,34.254999999999995,0.35,15.666666666666664,3.333333333333333,6.666666666666668,2.993369,45.56808,0.35100000000000003,0.4361091139158288,7,True,0.053063141731742994,52,405.0,5.19,3.5,137.89666666666668,286.5479522870345
167,167,168,2018-07-01,Jariiban,77164.65979907343,15432.931959814685,6250.986438893904,5358.703057767696,892.2833811262077,0.4050420526164857,0.0578168415081201,0.13,16.19666666666667,0.1733333333333333,,2.5,,7.163778999999999,48.9986,0.4004,0.3547174345570384,7,False,-0.0503246180594472,50,95.52720238310744,259.5605839560934,283.63328182099326,212.9070227200647,283.63328182099326
168,168,169,2018-07-01,Bandarbeyla,14286.58526534636,2857.3170530692723,1428.3778356631688,1275.9134241891168,152.46441147405199,0.499901764184284,0.0533592907760368,0.05,9.736666666666666,0.1266666666666666,30.0,1.1666666666666667,2.0,9.229735,50.32945,0.3432000000000001,0.3786044640745989,7,False,-0.121297300109685,10,0.0,503.0284699659171,280.0224336647718,261.01696787689633,280.0224336647718
169,169,170,2018-07-01,Ceel Buur,75284.97791694281,15056.99558338856,5424.4699299943895,4512.709336918833,911.7605930755568,0.3602624374798162,0.0605539523489961,0.17,25.290000000000006,0.24,,1.1666666666666667,1.0,4.760488,46.841570000000004,0.4212,0.3168079047398306,7,False,-0.0434545327399855,32,700.0,256.3033632302591,25.0,327.10112107675303,277.1071144842972
170,170,171,2018-07-01,Galdogob,96228.94625799867,19245.78925159974,9036.062380504049,7645.779511673792,1390.2828688302584,0.4695085383288688,0.0722382881083817,0.09,22.26833333333333,0.1933333333333333,,0.5,1.0,7.039169,47.22166000000001,0.4004,0.4017369795363936,7,False,-0.0677715587924752,41,160.54062209544963,354.9963037807664,280.76864508829516,265.43519032150374,280.76864508829516
171,171,172,2018-07-01,Gaalkacyo,420293.0224489165,84058.6044897833,39243.43470591475,32900.62289837369,6342.811807541059,0.4668580324895174,0.0754570200878362,0.19,21.95666666666667,0.1933333333333333,20.0,4.666666666666667,5.333333333333333,6.935230000000002,47.68801,0.4004,0.3939217335250711,7,False,-0.0729362989644463,40,131.99735677161715,294.4051196600966,224.6896351117183,217.0307038478107,224.6896351117183
172,172,173,2018-07-01,Balcad,211434.1247319937,42286.82494639875,15140.399568163786,12196.167870716643,2944.231697447141,0.3580405856281527,0.0696252722019007,0.03,32.92333333333333,0.3266666666666666,,3.6666666666666665,7.166666666666668,2.488555,45.659079999999996,0.35100000000000003,0.4256324032458843,7,True,0.0675918176177315,8,328.0,3.44,2.4,111.27999999999999,285.7742719433573
173,173,174,2018-07-01,Adan Yabaal,37859.154953401936,7571.830990680386,2112.0819230164097,1678.351130192922,433.7307928234877,0.2789393906990287,0.0572821545221143,0.0,35.59,0.26,15.0,1.5,,3.549436,46.54467,0.3510000000000001,0.3959736631857278,7,True,0.1170342724866991,0,90.0,394.98871907431067,38.0,174.3295730247702,292.232966448302
174,174,175,2018-07-01,Garbahaarey,150445.26937163374,30089.053874326764,10401.13408576497,8556.24794118083,1844.8861445841392,0.345678336354725,0.0613141959295128,0.02,53.81666666666667,0.305,,2.0,2.4,3.2059990000000003,42.35913,0.3925999999999999,0.3582420806274685,7,True,0.0125637442727434,42,10.0,348.0,125.0,161.0,293.4997176529999
175,175,176,2018-07-01,Eyl,92352.216683081,18470.4433366162,8433.115399529477,7295.691490374685,1137.4239091547925,0.45657352375573407,0.0615807584271645,0.09,16.595000000000002,0.1483333333333333,,1.3333333333333333,,8.094348,49.56446,0.3795999999999999,0.3843661195946408,7,False,-0.0722074041610932,39,112.6199773454795,271.81676153505686,287.26485313801925,223.9005306728519,287.26485313801925
176,176,177,2018-07-01,Garoowe,238943.83260569465,47788.76652113893,24708.068208179047,21406.663904723828,3301.4043034552283,0.5170266990935967,0.0690832708978768,0.06,13.626666666666667,0.1316666666666666,5.433333333333334,6.5,2.6666666666666665,8.470396000000001,48.786390000000004,0.3795999999999999,0.3790731071095702,7,False,-0.1379535919840264,43,168.50675825582073,550.8911119517866,264.1000557245653,327.8326419773909,264.1000557245653
177,177,178,2018-07-01,Doolow,70367.24202467134,14073.448404934268,7589.124035591476,6261.920176045162,1327.2038595463139,0.5392512067568789,0.0943055192557486,0.42,42.738333333333344,0.2333333333333333,,0.8333333333333334,1.0,4.0025330000000015,42.1408,0.3926,0.3983778863086515,7,False,-0.1408733204482273,38,9.0,322.0,48.0,126.33333333333333,284.1458585236537
178,178,180,2018-07-01,Gebiley,103448.69292549856,20689.73858509972,5054.898580809682,4234.247840659743,820.6507401499391,0.2443191130723181,0.0396646258614863,0.22,47.72,0.2066666666666666,12.566666666666668,3.5,1.0,9.859568,43.68093,0.1975999999999999,0.19557234564963502,7,False,-0.0487467674226831,44,344.48345715295545,400.0,6.2,250.22781905098518,293.15503825940493
179,179,181,2018-07-01,Diinsoor,144645.3749179251,28929.07498358503,13797.82124760847,11649.602870762275,2148.2183768461928,0.4769534198876959,0.0742581080820986,0.08,83.28833333333334,0.4116666666666667,33.125,5.833333333333332,1.5,2.102024,42.90189,0.2886000000000001,0.4709407002848428,7,False,-0.0060127196028531,37,893.0,2.2,9.0,301.40000000000003,288.5295850557763
180,180,182,2018-07-01,Wanla Weyn,105508.44272316828,21101.688544633656,7993.68750285581,6594.876598264259,1398.810904591551,0.3788174337777663,0.0662890508327249,0.0,38.31,0.335,8.166666666666666,4.5,2.833333333333333,2.791644,44.90646999999999,0.35100000000000003,0.4417324945420314,7,True,0.0629150607642651,74,750.0,980.0,9.6,579.8666666666667,287.61636754362047
181,181,183,2018-07-01,Baki,99262.17263864214,19852.434527728423,5481.4413415630215,4637.5532004055685,843.888141157452,0.2761092768701464,0.0425080430301266,0.14,29.524999999999995,0.1366666666666667,,0.1666666666666666,1.0,10.28566,43.7321,0.16899999999999998,0.3124852051578765,7,True,0.03637592828773,7,0.0,462.54523172811037,296.87733392260645,253.1408552169056,296.87733392260645
182,182,184,2018-07-01,Hargeysa,959744.1903862744,191948.83807725488,45808.30308268869,37322.72610149223,8485.576981196467,0.2386485041615721,0.0442074933414351,0.23,42.565,0.0,11.0,5.166666666666667,4.0,9.521626,44.28073,0.1975999999999999,0.1951645146346709,7,False,-0.0434839895269011,45,55.24458413402499,40.0,150.0,81.74819471134167,197.70075318938933
183,183,185,2018-07-01,Banadir,1650228.0,330045.6,150340.93658272485,115897.7627177782,34443.17386494661,0.4555156517242613,0.1043588336428257,0.13,29.705,,,11.0,55.5,2.110552,45.425470000000004,0.2912,0.4292576344574564,7,False,-0.0262580172668048,9,2646.684043576474,1071.9580469668422,0.0,1239.5473635144388,0.0
184,184,186,2018-07-01,Hobyo,90079.84358712788,18015.968717425578,6042.8239754314245,5057.151168061792,985.6728073696312,0.3354148794445133,0.0547110634365311,0.15,24.48,0.1816666666666666,,2.833333333333333,2.6666666666666665,5.971543,48.20153,0.4003999999999999,0.3520726565695597,7,True,0.0166577771250464,46,150.0,193.8329554710455,15.0,119.61098515701515,281.6568962377218
185,185,187,2018-07-01,Ceerigaabo,186214.57602082426,37242.91520416485,11530.718875589982,9312.934187964962,2217.784687625022,0.3096083862495412,0.0595491699687625,0.14,18.823333333333327,0.135,45.0,3.8333333333333335,2.833333333333333,10.29076,47.8071,0.3367000000000001,0.4231594017049179,7,True,0.1135510154553767,35,37.6918253311556,386.5896452741333,288.5176765744466,237.59971572657852,288.5176765744466
186,186,188,2018-07-01,Afgooye,262835.8188681545,52567.163773630906,20230.949240405527,16460.215188756378,3770.7340516491504,0.38485906006886206,0.0717317386170385,0.0,35.82666666666667,0.35,21.25,5.5,20.0,2.236402,45.07666,0.35100000000000003,0.4383403468241347,7,True,0.0534812867552726,1,1240.0,8.25,9.8,419.34999999999997,258.34507226942515
187,187,189,2018-07-01,Iskushuban,60361.40289872798,12072.280579745591,5850.779805130872,5061.80071556911,788.9790895617617,0.4846457772814762,0.0653546017548234,0.08,6.125,0.1333333333333333,30.0,0.6666666666666666,4.0,10.5516,50.50521,0.3432,0.4239158201206688,7,False,-0.0607299571608073,47,74.41731728627988,225.2502399580435,284.1366964118849,194.60141788540273,284.1366964118849
188,188,190,2018-07-01,Ceel Waaq,42841.354046446984,8568.270809289395,2373.4360032220056,1937.126504580973,436.3094986410328,0.2770029164634731,0.0509215346190975,0.07,58.55833333333334,0.4016666666666666,11.966666666666667,3.1666666666666665,3.2,2.6789779999999994,41.44526,0.3925999999999998,0.3215618498962238,7,True,0.0445589334327506,34,340.357311988029,536.2972701095912,286.8974552425135,387.8506791133779,286.8974552425135
189,189,191,2018-07-01,Waajid,122373.31931054375,24474.66386210875,11622.893286828592,9847.741714393926,1775.1515724346664,0.4748949097855825,0.0725301717088309,0.09,66.39833333333333,0.3266666666666666,2.5,3.8333333333333335,2.0,3.81645,43.43285,0.4861999999999999,0.4792888339084379,7,True,0.0043939241228553,73,12.0,30.0,315.0,119.0,280.50801165639785
190,190,192,2018-07-01,Laasqoray,53800.5744763104,10760.11489526208,2433.9379893082823,1958.3409109376983,475.59707837058403,0.2261999999999999,0.0442,0.15,12.961666666666664,0.145,,0.5,1.0,10.53805,48.69515999999999,0.3367,0.3817815509494871,7,True,0.1555815509494872,56,55.78579025763085,408.4236457245509,278.2815035565648,247.49697984624882,278.2815035565648
191,191,193,2018-07-01,Jalalaqsi,137166.99069700082,27433.398139400168,10584.686402523936,8537.714201153009,2046.9722013709286,0.3858321287337016,0.0746160643668508,0.09,34.66166666666667,0.3383333333333333,,3.1666666666666665,2.4,3.40329,45.61273,0.3925999999999999,0.4698845151234747,7,True,0.084052386389773,48,260.9290384916959,438.0,1085.0,594.6430128305652,287.4092430387624
192,192,194,2018-07-01,Ceel Dheer,103004.37800500817,20600.87560100164,6473.6185663554725,5212.753484849644,1260.8650815058288,0.3142399717243435,0.0612044413027048,0.13,33.205000000000005,0.2316666666666666,15.166666666666664,1.1666666666666667,1.0,4.051839,47.04731999999999,0.4211999999999999,0.3237222467082124,7,True,0.0094822749838689,33,700.0,355.6709587519724,28.0,361.22365291732416,277.64274014138846
193,193,195,2018-07-01,Xarardheere,34095.52790194442,6819.105580388886,2350.618441590034,1910.1719058222518,440.44653576778273,0.3447106682656731,0.0645900742517414,0.03,31.72333333333333,0.22,11.166666666666664,2.333333333333333,2.0,4.793407,47.832679999999996,0.4004000000000001,0.3440937497588239,7,False,-0.0006169185068491,75,400.0,337.2871499091009,20.0,252.4290499697003,275.2834641428821
194,194,196,2018-07-01,Jamaame,72274.03765624086,14454.807531248174,5893.859161297823,4929.7032152149395,964.1559460828827,0.4077438698894172,0.0667014032527645,0.08,102.58666666666666,0.4316666666666666,10.0,3.5,2.8,0.124303,42.80163000000001,0.3926,0.3149404261361454,7,False,-0.0928034437532717,49,398.0,3.54,284.37258726576357,228.63752908858785,284.37258726576357
195,195,197,2018-07-01,Dhuusamarreeb,134132.73415617252,26826.546831234504,10486.583282734278,8844.521931582743,1642.0613511515344,0.3909032104916541,0.0612103138537256,0.25,28.72,0.225,12.5,2.1666666666666665,1.8333333333333333,5.441128,46.68404999999999,0.4212,0.3069711905400723,7,False,-0.0839320199515817,36,198.6604348349562,531.6920100219186,284.3097995454333,338.2207481341027,284.3097995454333
196,196,198,2018-07-01,Cabudwaaq,148952.26299964866,29790.452599929733,12808.897949176177,10477.739158988485,2331.1587901876915,0.4299665440197571,0.0782518755755053,0.17,31.29666666666667,0.245,15.0,5.0,1.5,5.826085,46.125,0.4212,0.3232371835699271,7,False,-0.10672936044983,25,169.40214356520892,490.0721500357083,286.661071539817,315.37845504691137,286.661071539817
197,197,199,2018-07-01,Caynabo,38882.923681135246,7776.58473622705,1888.1793407114465,1524.523631396118,363.6557093153283,0.2428031590674251,0.0467629070665489,0.44,29.903333333333336,0.1683333333333333,,0.3333333333333333,2.333333333333333,9.282376,46.49009,0.2911999999999999,0.3464523514753054,7,True,0.1036491924078802,29,43.539022121027415,582.7204841859393,286.2758509771677,304.1784524280448,286.2758509771677
198,198,200,2018-07-01,Buuhoodle,114678.62295159738,22935.72459031948,5186.445122571494,4251.106748903086,935.338373668408,0.22612955183288802,0.0407808512866076,0.07,24.96666666666667,0.2366666666666666,,1.3333333333333333,1.6666666666666667,8.460162,46.66129,0.2027999999999999,0.188847667729668,7,False,-0.03728188410322,23,45.75659628785641,184.36025274283188,297.11860214022096,175.7451503903031,297.11860214022096
199,199,201,2018-07-01,Luuq,42201.02354780796,8440.20470956159,3479.915786337006,2964.2601081838347,515.655678153172,0.4123022966960434,0.0610951624868772,0.06,49.905,0.2566666666666666,14.533333333333333,2.333333333333333,3.0,3.792931,42.6976,0.3926,0.4097136186539254,7,False,-0.0025886780421179,59,17.0,401.0,92.0,170.0,283.59453920182096
200,200,202,2018-07-01,Zeylac,76799.71197431434,15359.942394862868,6651.854119268918,4778.211028373836,1873.6430908950824,0.4330650433619875,0.1219824295383895,0.4,14.223333333333334,0.1016666666666666,6.0,4.166666666666667,1.0,10.89293,43.16827,0.1689999999999999,0.2939877424871059,7,False,-0.1390773008748815,78,19.617616910066005,615.9649334780687,292.60020368902525,309.39425135905327,292.60020368902525
201,201,203,2018-07-01,Marka,197917.20494918805,39583.44098983761,15720.19253126314,12501.830952885475,3218.3615783776613,0.3971406259324205,0.0813057555861281,0.0,32.06833333333333,0.3899999999999999,41.0,6.333333333333332,10.833333333333336,1.7401529999999998,44.71787,0.35100000000000003,0.4356751207813825,7,True,0.0385344948489619,60,855.0,358.58,900.0,704.5266666666666,278.0314254486422
202,202,204,2018-07-01,Qardho,80478.15211908707,16095.630423817414,8647.798631673282,7723.655987298465,924.1426443748156,0.5372761677527557,0.0574157470096555,0.08,11.105,0.125,,1.1666666666666667,2.0,9.502092,49.50764999999999,0.3432,0.4087521426316601,7,False,-0.1285240251210955,64,53.236826812029676,308.3379390446721,282.1104921724045,214.56175267636877,282.1104921724045
203,203,205,2018-07-01,Burtinle,61401.07247072701,12280.2144941454,6051.5168797383985,5078.534547788114,972.9823319502864,0.4927859267135329,0.0792317049848075,0.07,16.126666666666665,0.1916666666666666,,3.1666666666666665,1.0,7.802199000000001,48.39912,0.3795999999999999,0.4133399855287525,7,False,-0.0794459411847803,22,78.81744361936384,382.492483363844,280.00507772371725,247.105001568975,280.00507772371725
204,204,206,2018-07-01,Baidoa,271288.5935653316,54257.718713066315,34366.1900500762,27360.548730189188,7005.641319887004,0.6333880388856111,0.1291178745817765,0.25,74.02499999999998,0.4116666666666667,35.416666666666664,7.166666666666668,8.833333333333334,3.266359,43.63929,0.2886,0.4723126687951987,7,False,-0.1610753700904124,6,1.575,5.15,10.125,5.616666666666667,232.22470490411143
205,205,207,2018-07-01,Qandala,50358.19680656703,10071.639361313406,4682.317278883081,3904.216904746535,778.1003741365457,0.4649012053458273,0.0772565762357754,0.08,10.048333333333334,0.16,,0.8333333333333334,2.25,11.060160000000002,50.08869000000001,0.3431999999999999,0.4847031486728068,7,True,0.0198019433269794,62,3.2342147360357387,54.94882370743193,275.67401461297646,111.28568435214804,275.67401461297646
206,206,208,2018-07-01,Buur Hakaba,128204.6513460276,25640.930269205517,12427.92782331859,10607.243022384477,1820.684800934114,0.4846909879180319,0.0710069713469303,0.1,65.22166666666666,0.4316666666666666,,2.333333333333333,2.4,2.485374,44.006879999999995,0.2886,0.47037719442215004,7,False,-0.0143137934958819,24,705.0,160.0,8.28,291.0933333333333,294.8985929399495
207,207,209,2018-07-01,Xudur,119822.71253135678,23964.54250627136,11237.024222403345,9469.679614567758,1767.3446078355842,0.4689020964811947,0.0737483140925007,0.11,50.84,0.3283333333333333,29.16666666666667,5.666666666666668,2.8,4.1889059999999985,43.906220000000005,0.4862,0.48161201917032004,7,True,0.0127099226891252,77,24.0,60.0,616.0,233.33333333333334,283.0536532978949
208,208,210,2018-07-01,Sheikh,65965.83992880996,13193.167985761993,3306.0295795034003,2770.016621106024,536.0129583973758,0.2505864840856458,0.0406280704509969,0.05,40.45166666666667,0.1999999999999999,,0.6666666666666666,,9.992453,45.429140000000004,0.2028,0.2526659184696406,7,True,0.0020794343839947,70,31.9008449584031,96.52567046137813,250.0,126.14217180659375,297.63074150486244
209,209,211,2018-07-01,Sablaale,24953.239247136426,4990.647849427284,2150.7748619449867,1816.633831837045,334.14103010794133,0.4309610549243231,0.0669534377478239,0.0,102.705,0.4733333333333333,,0.1666666666666666,1.0,1.383262,43.520540000000004,0.3510000000000001,0.4365207106198354,7,True,0.0055596556955123,69,175.0,2.21,280.3869153929792,152.53230513099308,280.3869153929792
210,210,212,2018-07-01,Badhaadhe,41293.78545781948,8258.757091563897,3064.983862134855,2529.179980779544,535.8038813553103,0.3711192650605567,0.0648770602422269,0.0,110.49,0.5316666666666666,,1.5,2.25,-0.8536984000000002,41.42942,0.3926,0.2330307158506623,7,False,-0.1380885492098944,4,40.0,600.0,290.16342460164293,310.0544748672143,290.16342460164293
211,211,213,2018-07-01,Berbera,178810.11668822702,35762.02333764541,10548.731083169114,8323.926955919247,2224.8041272498667,0.2949701973955382,0.0622113605330572,0.22,30.68666666666667,0.105,,0.5,1.75,10.358839999999999,45.28606,0.1976,0.2657364311048932,7,False,-0.029233766290645,16,0.0,343.3269012927816,298.3818005449492,213.90290061257693,298.3818005449492
212,212,214,2018-07-01,Belet Xaawo,80263.42747402092,16052.685494804184,6328.552460183149,5319.562632752425,1008.989827430725,0.3942363701220913,0.06285489289361,0.03,48.46166666666666,0.33,21.68333333333333,2.333333333333333,1.6666666666666667,3.4355860000000003,41.7337,0.3926,0.4070600258586147,7,True,0.0128236557365234,15,8.0,11.0,60.0,26.333333333333332,285.642901610678
213,213,215,2018-07-01,Bossaso,474784.6404434893,94956.92808869787,45789.237767238665,38712.516277485665,7076.7214897530075,0.482210605259551,0.07452559420564599,0.26,9.94,0.1433333333333333,10.833333333333336,5.333333333333333,15.666666666666664,10.9218,49.39968,0.3432,0.3942170096006928,7,False,-0.0879935956588582,18,504.57527570537786,602.6555669989214,207.35085843150884,438.1939003786027,207.35085843150884
214,214,216,2018-07-01,Qoryooley,282277.1749967973,56455.434999359466,24636.0144001566,20907.497476873617,3728.516923282976,0.4363798525409664,0.0660435425451115,0.0,44.99500000000001,0.44,27.125,4.833333333333333,6.166666666666668,1.934555,44.44943,0.35100000000000003,0.43885749583949996,7,True,0.0024776432985336,65,586.0,9.92,900.0,498.64000000000004,266.0157259906627
215,215,217,2018-07-01,Bulo Burto,126308.10395590446,25261.6207911809,9874.640546634284,7925.770012913841,1948.8705337204426,0.3908949717937982,0.0771474858968991,0.12,35.43333333333333,0.3216666666666666,12.0,3.0,4.6,3.900063,45.53233,0.3926,0.470453127878576,7,True,0.0795581560847778,20,221.148744903757,433.0,1230.0,628.0495816345857,290.67134057409595
216,216,218,2018-07-01,Lughaye,99442.45554944113,19888.49110988824,8345.448109620496,6025.579829405349,2319.8682802151448,0.4196119285022721,0.1166437547925264,0.41,14.143333333333333,0.0983333333333333,,1.8333333333333333,,10.64738,43.57811999999999,0.16899999999999998,0.2962807470311721,7,False,-0.1233311814711,58,0.0,271.1341625210899,302.01100253046764,191.0483883505192,302.01100253046764
217,217,219,2018-07-01,Owdweyne,99751.78651328415,19950.35730265683,4595.412939188874,3880.0805129010796,715.3324262877939,0.2303423878316652,0.035855619798475,0.1,36.175,0.175,,0.5,1.0,9.257388,45.01097000000001,0.2028,0.2072939133886237,7,False,-0.0230484744430414,61,246.26712190124442,0.0,1.5,82.58904063374814,290.42194122174493
218,218,220,2018-07-01,Burco,440966.7506063085,88193.3501212617,19502.784229634948,16092.69047706894,3410.0937525660083,0.2211366753028379,0.0386661097223009,0.12,32.76333333333333,0.1933333333333333,10.0,6.333333333333332,2.4,9.141337,45.75868,0.2028,0.1770356571398554,7,False,-0.0441010181629825,21,113.95011410912474,171.47740500854738,500.0,261.80917303922405,283.374059887212
219,219,221,2018-07-01,Qansax Dheere,69363.1772816809,13872.635456336178,7065.121469540269,6006.566366135919,1058.5551034043474,0.5092847348131929,0.0763052634617356,0.11,60.24666666666667,0.34,20.0,3.8333333333333335,2.75,2.81513,42.840109999999996,0.2886,0.4706401766004414,7,False,-0.0386445582127515,63,858.0,2.0,8.1,289.3666666666667,285.52704904969914
220,220,224,2018-07-01,Bu'aale,102232.68299987199,20446.536599974403,8434.566661049115,7090.023899771833,1344.5427612772812,0.4125181113098476,0.0657589491845266,0.09,100.16833333333334,0.48,28.20833333333333,3.5,1.0,1.197985,42.7408,0.3925999999999999,0.31831560695452,7,False,-0.0942025043553276,19,180.0,1280.0,720.0,726.6666666666666,292.8001157084451
221,221,225,2019-01-01,Bulo Burto,126308.10395590446,25261.6207911809,11884.408516493522,10206.791865195391,1677.6166512981315,0.470453127878576,0.0664096997245642,0.08,15.311666666666667,0.3183333333333333,11.666666666666664,2.1666666666666665,4.833333333333333,3.900063,45.53233,0.3908949717937982,0.5898451672177014,1,True,0.1193920393391254,20,92.62032709193267,216.0,106.056,138.22544236397755,279.8162765716392
222,222,226,2019-01-01,Hobyo,90079.84358712788,18015.968717425578,6342.929967018108,5770.296218257471,572.6337487606368,0.3520726565695597,0.0317847881366916,0.09,4.6466666666666665,0.1816666666666666,,4.0,2.333333333333333,5.971543,48.20153,0.3354148794445133,0.3487584354785739,1,False,-0.0033142210909858,46,2.0,495.3791552712215,490.0,329.12638509040715,286.13842191290814
223,223,227,2019-01-01,Ceerigaabo,186214.57602082426,37242.91520416485,15759.689715541392,12684.11226741208,3075.577448129308,0.4231594017049179,0.0825815442016034,0.14,10.696666666666664,0.135,45.0,2.333333333333333,3.5,10.29076,47.8071,0.3096083862495412,0.3969125115565767,1,False,-0.0262468901483411,35,0.0,473.9768316565277,282.6168403457471,252.19789066742496,282.6168403457471
224,224,228,2019-01-01,Cabudwaaq,148952.26299964866,29790.452599929733,9629.3819956747,7408.5174538811625,2220.864541793537,0.3232371835699271,0.0745495401368549,0.03,8.76,0.2183333333333333,15.0,2.6666666666666665,1.0,5.826085,46.125,0.4299665440197571,0.3728535271691253,1,True,0.0496163435991982,25,100.12601652259744,627.8997182837611,283.32779218061285,337.11784232899043,283.32779218061285
225,225,229,2019-01-01,Afgooye,262835.8188681545,52567.163773630906,23042.308800094463,18830.71827531796,4211.590524776501,0.4383403468241347,0.0801182757911916,0.01,20.955,0.3316666666666666,17.25,4.166666666666667,17.166666666666668,2.236402,45.07666,0.38485906006886206,0.46215913146152793,1,True,0.0238187846373932,1,1480.0,3.15,6.075,496.40833333333336,245.26251011571156
226,226,230,2019-01-01,Waajid,122373.31931054375,24474.66386210875,11730.43310277109,9950.926695915396,1779.5064068556946,0.4792888339084379,0.0727081040573838,0.04,23.20166666666667,0.295,,1.6666666666666667,2.0,3.81645,43.43285,0.4748949097855825,0.5458546307673043,1,True,0.0665657968588664,73,10.0,3.0,100.0,37.666666666666664,274.22210463536123
227,227,231,2019-01-01,Badhaadhe,41293.78545781948,8258.757091563897,1924.5440770838693,1674.4201979310365,250.12387915283344,0.2330307158506623,0.0302858985171422,0.01,42.335,0.5516666666666666,,1.1666666666666667,2.25,-0.8536984000000002,41.42942,0.3711192650605567,0.4823586641167936,1,True,0.2493279482661313,4,10.0,24.0,281.6846751475915,105.22822504919718,281.6846751475915
228,228,232,2019-01-01,Iskushuban,60361.40289872798,12072.280579745591,5117.630722689676,4406.3465845364335,711.2841381532436,0.4239158201206688,0.0589187878342232,0.12,4.553333333333334,0.1316666666666666,30.0,2.333333333333333,1.5,10.5516,50.50521,0.4846457772814762,0.4394605539382136,1,True,0.0155447338175447,47,0.0,415.4079338843143,270.2252452685637,228.54439305095934,270.2252452685637
229,229,233,2019-01-01,Ceel Waaq,42841.354046446984,8568.270809289395,2755.2290118469123,2399.851348440354,355.3776634065584,0.3215618498962238,0.0414760073901108,0.0,43.80166666666667,0.3833333333333333,11.066666666666668,1.1666666666666667,2.2,2.6789779999999994,41.44526,0.2770029164634731,0.4894280635303719,1,True,0.1678662136341481,34,222.3774129057561,530.6402490677922,287.4144336249869,346.81069853284504,287.4144336249869
230,230,234,2019-01-01,Baki,99262.17263864214,19852.434527728423,6203.592076280527,5480.480399523661,723.1116767568673,0.3124852051578765,0.0364243325294375,0.17,15.991666666666667,0.1583333333333333,,0.3333333333333333,,10.28566,43.7321,0.2761092768701464,0.3180265223059977,1,True,0.0055413171481212,7,0.0,524.3481009330008,294.0151896247757,272.7877635192588,294.0151896247757
231,231,235,2019-01-01,Jalalaqsi,137166.99069700082,27433.398139400168,12890.528982921282,11078.909131642167,1811.619851279113,0.4698845151234747,0.0660370196238009,0.06,14.2,0.315,,2.833333333333333,3.1666666666666665,3.40329,45.61273,0.3858321287337016,0.5921047430628529,1,True,0.1222202279393782,48,11.3993834075429,180.0,731.0,307.4664611358476,276.6616488135934
232,232,236,2019-01-01,Ceel Dheer,103004.37800500817,20600.87560100164,6668.9617337126465,5526.67086354731,1142.2908701653396,0.3237222467082124,0.0554486562750662,0.02,14.296666666666667,0.2433333333333333,17.833333333333332,1.0,,4.051839,47.04731999999999,0.3142399717243435,0.302048788800896,1,False,-0.0216734579073164,33,1.8,222.12212886921657,1.225,75.04904295640553,295.77401456416476
233,233,237,2019-01-01,Sheikh,65965.83992880996,13193.167985761993,3333.463906646812,2961.266688952168,372.1972176946439,0.2526659184696406,0.0282113604629545,0.14,23.07333333333333,0.2183333333333333,,0.6666666666666666,1.0,9.992453,45.429140000000004,0.2505864840856458,0.311807882954238,1,True,0.0591419644845974,70,0.0,488.85819772284947,287.0441395896082,258.6341124374859,287.0441395896082
234,234,238,2019-01-01,Berbera,178810.11668822702,35762.02333764541,9503.272450835795,8254.389103099571,1248.8833477362275,0.2657364311048932,0.034922055051107,0.2,16.305,0.1183333333333333,,0.3333333333333333,1.5,10.358839999999999,45.28606,0.2949701973955382,0.2430326560610348,1,False,-0.0227037750438584,16,0.0,449.3703019990178,285.7957256698124,245.0553425562767,285.7957256698124
235,235,239,2019-01-01,Qandala,50358.19680656703,10071.639361313406,4881.755310725584,4027.478660023889,854.2766507016953,0.4847031486728068,0.0848200198651962,0.09,9.96,0.1633333333333333,,0.6666666666666666,1.5,11.060160000000002,50.08869000000001,0.4649012053458273,0.4662120199606611,1,False,-0.0184911287121457,62,0.0,254.08532587654224,269.29071857571915,174.45868148408712,269.29071857571915
