,date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
1383,2010-07-01,Baardheere,186.0,,1.35,,,,,3.04,,
1384,2010-07-01,Badhaadhe,30.0,,240.0,,,,80.0,,,
1385,2010-07-01,Balcad,240.0,,4.9,,,,200.0,3.9,,
1386,2010-07-01,Baraawe,90.0,,2.7,,,,120.0,,,
1387,2010-07-01,Baidoa,,,3.725,,,,920.0,24.36,,
1388,2010-07-01,Belet Weyne,,,33.0,,,,20.0,193.0,,
1389,2010-07-01,Belet Xaawo,9.0,,143.0,,,,,,,
1390,2010-07-01,Borama,32.0,,4.813,,,,,20.486,,
1391,2010-07-01,Bu'aale,310.0,,3.8,,,,2.0,440.0,,
1392,2010-07-01,Bulo Burto,,,54.0,,,,30.0,220.0,,
1393,2010-07-01,Burco,,,190.0,,,,,1.43,,
1394,2010-07-01,Buur Hakaba,,,1.332,,,,120.0,12.25,,
1395,2010-07-01,Cadale,60.0,,,,,,,50.0,,
1396,2010-07-01,Ceel Buur,440.0,,,,,,,,,
1397,2010-07-01,Ceel Dheer,620.0,,,,,,,,,
1398,2010-07-01,Diinsoor,,,2.1,,,,420.0,14.0,,
1399,2010-07-01,Doolow,10.0,,373.0,,,,,,,
1400,2010-07-01,Ceel Barde,,,,,,,,,,
1401,2010-07-01,Garbahaarey,35.0,,555.0,,,,,115.0,,
1402,2010-07-01,Gebiley,100.0,,6.21,,,,,19.521,,
1403,2010-07-01,Baki,,,500.0,,,,,165.0,,
1404,2010-07-01,Hargeysa,40.0,,3.556,,,,,12.538,,
1405,2010-07-01,Hobyo,56.0,,,,,,,,,
1406,2010-07-01,Jalalaqsi,,,51.0,,,,225.0,120.0,,
1407,2010-07-01,Jamaame,240.0,,3.975,,,,1.68,,,
1408,2010-07-01,Jilib,500.0,,5.88,,,,1.0,,,
1409,2010-07-01,Jowhar,300.0,,7.2,,,4.5,500.0,5.0,,
1410,2010-07-01,Kismaayo,135.0,,1.3,,,,400.0,,,
1411,2010-07-01,Kurtunwaarey,150.0,,12.0,,,,600.0,,,
1412,2010-07-01,Luuq,35.0,,445.0,,,,,252.0,,
1413,2010-07-01,Marka,1.6,,13.2,,,,100.0,,,
1414,2010-07-01,Owdweyne,20.0,,216.0,,,,20.0,2.2,,
1415,2010-07-01,Qansax Dheere,,,2.5,,,,1.035,14.0,,
1416,2010-07-01,Qoryooley,,,12.0,,,,150.0,100.0,,
1417,2010-07-01,Rab Dhuure,32.0,,28.0,,,,,260.0,,
1418,2010-07-01,Saakow,540.0,,2.4,0.0,0.0,0.0,2.45,6.25,,0.0
1419,2010-07-01,Sablaale,,,3.15,,,,80.0,,,
1420,2010-07-01,Sheikh,,,207.0,,,,,570.0,,
1421,2010-07-01,Tayeeglow,210.0,,189.0,,,,,1.65,,
1422,2010-07-01,Waajid,78.0,,93.0,,,,,930.0,,
1423,2010-07-01,Wanla Weyn,40.0,,80.0,,,,,9.0,,
1424,2010-07-01,Xarardheere,560.0,,,,,,,,,
1425,2010-07-01,Xudur,126.0,,96.0,,,,,960.0,,
1426,2011-01-01,Adan Yabaal,,,,,,,,,,
1427,2011-01-01,Afgooye,30.0,,600.0,,,,150.0,,,
1428,2011-01-01,Afmadow,12.0,,32.0,,,,,,,
1429,2011-01-01,Baardheere,,,810.0,525.0,,,,,,
1430,2011-01-01,Badhaadhe,,,,,,,,,,
1431,2011-01-01,Balcad,60.0,,2.45,,,,180.0,,,
1432,2011-01-01,Baraawe,,,,,,,,,,
1433,2011-01-01,Baidoa,,,,,,,,1.4,,
1434,2011-01-01,Belet Weyne,,,128.0,3.5,120.0,,,60.0,225.0,75.0
1435,2011-01-01,Belet Xaawo,,,,120.0,,,,,,
1436,2011-01-01,Borama,,,,,,,,,,
1437,2011-01-01,Bu'aale,,,100.0,,,,,,,
1438,2011-01-01,Bulo Burto,,,105.0,1.5,60.0,,,50.0,100.0,38.0
1439,2011-01-01,Burco,,,,,,,,,,
1440,2011-01-01,Buur Hakaba,,,,,,,,,,
1441,2011-01-01,Cadale,,,,,,,,,,
1442,2011-01-01,Ceel Buur,,,,,,,,,,
1443,2011-01-01,Ceel Dheer,,,,,,,,,,
1444,2011-01-01,Diinsoor,,,,,,,,675.0,,
1445,2011-01-01,Doolow,,,121.0,300.0,,,,,,
1446,2011-01-01,Ceel Barde,,,,,,,,,,
1447,2011-01-01,Garbahaarey,,,93.0,270.0,,,,,,
1448,2011-01-01,Gebiley,,,,,,,,,,
1449,2011-01-01,Baki,,,,,,,,,,
1450,2011-01-01,Hargeysa,,,,,,,,,,
1451,2011-01-01,Hobyo,,,,,,,,,,
1452,2011-01-01,Jalalaqsi,,,90.0,500.0,30.0,,75.0,40.0,75.0,13.0
1453,2011-01-01,Jamaame,27.0,,115.0,,,,,,,
1454,2011-01-01,Jilib,,,120.0,,,,,,,
1455,2011-01-01,Jowhar,120.0,,2.8,,,3.0,450.0,,,
1456,2011-01-01,Kismaayo,5.0,,20.0,,,,,,,
1457,2011-01-01,Kurtunwaarey,80.0,,2.2,,,,2.0,,,
1458,2011-01-01,Luuq,,,177.0,330.0,,,,,,
1459,2011-01-01,Marka,300.0,,2.4,,,,40.0,,,
1460,2011-01-01,Owdweyne,,,,,,,,,,
1461,2011-01-01,Qansax Dheere,,,,,,,,600.0,,
1462,2011-01-01,Qoryooley,35.0,,1.5,,,,60.0,,,
1463,2011-01-01,Rab Dhuure,,,,,,,,24.0,,
1464,2011-01-01,Saakow,,,68.0,,,,,,,
1465,2011-01-01,Sablaale,150.0,,960.0,,,,1.0,,,
1466,2011-01-01,Sheikh,,,,,,,,,,
1467,2011-01-01,Tayeeglow,,,,,,,,,,
1468,2011-01-01,Waajid,,,,,,,,48.0,,
1469,2011-01-01,Wanla Weyn,,,,,,,,,,
1470,2011-01-01,Xarardheere,,,,,,,,,,
1471,2011-01-01,Xudur,,,59.0,,,,,53.0,,
1472,2011-07-01,Adan Yabaal,10.0,,,,,,,,,
1473,2011-07-01,Afgooye,,,4.015,,,,91.0,300.0,,
1474,2011-07-01,Afmadow,2.0,,20.0,,,,4.0,1.0,,
1475,2011-07-01,Baardheere,40.0,,401.0,600.0,,,,,25.0,10.0
1476,2011-07-01,Badhaadhe,,,,,,,,,,
1477,2011-07-01,Balcad,50.0,,1.2,,,,40.0,560.0,,
1478,2011-07-01,Baraawe,,,1.45,,,,107.0,,,
1479,2011-07-01,Baidoa,,,255.0,,,,,3.6,,
1480,2011-07-01,Belet Weyne,,,125.0,3.0,45.0,,1.0,150.0,150.0,100.0
1481,2011-07-01,Belet Xaawo,2.0,,6.0,240.0,,,,,15.0,
1482,2011-07-01,Borama,,,1.01,,,,,12.739,,1.98
1483,2011-07-01,Bu'aale,65.0,,430.0,,,,50.0,12.0,,
1484,2011-07-01,Bulo Burto,,,100.0,1.0,24.0,,0.0,90.0,75.0,75.0
1485,2011-07-01,Burco,8.0,,3.0,,,,,192.0,600.0,144.0
1486,2011-07-01,Buur Hakaba,,,,,,,,1.692,,
1487,2011-07-01,Cadale,15.0,,,,,,,,,
1488,2011-07-01,Ceel Buur,,,,,,,,,,
1489,2011-07-01,Ceel Dheer,,,,,,,,,,
1490,2011-07-01,Diinsoor,,,45.0,,,,,1.0,,
1491,2011-07-01,Doolow,4.0,,91.0,300.0,,,,,,
1492,2011-07-01,Ceel Barde,,,,,,,,,,
1493,2011-07-01,Garbahaarey,6.0,,118.0,240.0,,,,,10.0,5.0
1494,2011-07-01,Gebiley,20.0,,3.989,,,,,40.544,4.2,7.2
1495,2011-07-01,Baki,,,8.0,,,,,3.0,,
1496,2011-07-01,Hargeysa,20.0,,1.085,,,,,7.716,900.0,720.0
1497,2011-07-01,Hobyo,,,,,,,,,,
1498,2011-07-01,Jalalaqsi,,,90.0,400.0,9.0,,2.0,50.0,40.0,13.0
1499,2011-07-01,Jamaame,15.0,,345.0,,,,,,,
1500,2011-07-01,Jilib,135.0,,625.0,,,,40.0,,,
1501,2011-07-01,Jowhar,60.0,,1.26,,,1.02,60.0,350.0,,
1502,2011-07-01,Kismaayo,,,45.0,,,,,,,
1503,2011-07-01,Kurtunwaarey,,,5.348,,,,252.0,,,
1504,2011-07-01,Luuq,15.0,,77.0,280.0,,,,,,
1505,2011-07-01,Marka,,,7.563,,,,84.0,,,
1506,2011-07-01,Owdweyne,,,8.0,,,,,420.0,300.0,144.0
1507,2011-07-01,Qansax Dheere,,,60.0,,,,,800.0,,
1508,2011-07-01,Qoryooley,,,8.4,,,,105.0,,,
1509,2011-07-01,Rab Dhuure,4.0,,,,,,,21.0,,
1510,2011-07-01,Saakow,78.0,,750.0,,,,75.0,,,
1511,2011-07-01,Sablaale,,,1.65,,,,121.0,,,
1512,2011-07-01,Sheikh,,,10.0,,,,,113.0,300.0,252.0
1513,2011-07-01,Tayeeglow,21.0,,30.0,,,,,148.0,,
1514,2011-07-01,Waajid,6.0,,,,,,,35.0,,
1515,2011-07-01,Wanla Weyn,,,540.0,,,,,4.5,,
1516,2011-07-01,Xarardheere,127.0,,,,,,,,,
1517,2011-07-01,Xudur,17.0,,23.0,,,,,106.0,,
1518,2012-01-01,Adan Yabaal,75.0,,,,,,,,,
1519,2012-01-01,Afgooye,,,9.3,5.5,,,321.0,8.4,,
1520,2012-01-01,Afmadow,9.0,,154.0,,,,78.0,6.0,,
1521,2012-01-01,Baardheere,4.0,,590.0,180.0,,,15.0,4.456,,
1522,2012-01-01,Badhaadhe,15.0,,120.0,,,,,6.0,,
1523,2012-01-01,Balcad,450.0,,5.5,,,,750.0,3.9,,
1524,2012-01-01,Baraawe,152.0,,2.52,,,,60.0,,,
1525,2012-01-01,Baidoa,1.365,1.0,4.793,,,,920.0,20.3,,
1526,2012-01-01,Belet Weyne,,,1.02,3.0,40.0,,5.0,1.45,120.0,1.0
1527,2012-01-01,Belet Xaawo,1.0,,140.0,,,,,212.0,,
1528,2012-01-01,Borama,,,,,,,,,,
1529,2012-01-01,Bu'aale,45.0,,285.0,,,,310.0,1.2,,
1530,2012-01-01,Bulo Burto,,,720.0,1.5,20.0,,5.0,1.06,60.0,500.0
1531,2012-01-01,Burco,,,,,,,,,,
1532,2012-01-01,Buur Hakaba,540.0,,988.0,,,,60.0,11.4,,
1533,2012-01-01,Cadale,105.0,,,,,,,,,
1534,2012-01-01,Ceel Buur,1.61,,,,,,,166.0,,
1535,2012-01-01,Ceel Dheer,2.15,,,,,,,290.0,,
1536,2012-01-01,Diinsoor,600.0,240.0,868.0,,,,285.0,10.5,,
1537,2012-01-01,Doolow,5.0,,198.0,60.0,,,,184.0,,
1538,2012-01-01,Ceel Barde,,,,,,,,0.0,,
1539,2012-01-01,Garbahaarey,6.0,,539.0,96.0,,,,311.0,,
1540,2012-01-01,Gebiley,,,,,,,,,,
1541,2012-01-01,Baki,10.0,,112.0,,,,90.0,6.0,,
1542,2012-01-01,Hargeysa,,,,,,,,,,
1543,2012-01-01,Hobyo,310.0,,,,,,,105.0,,
1544,2012-01-01,Jalalaqsi,,,540.0,750.0,10.0,,51.0,820.0,30.0,200.0
1545,2012-01-01,Jamaame,318.0,,6.86,,,,1.445,,,
1546,2012-01-01,Jilib,180.0,,3.85,,,,1.42,,,
1547,2012-01-01,Jowhar,600.0,,9.6,,,3.75,800.0,4.5,,
1548,2012-01-01,Kismaayo,55.0,,505.0,,,,135.0,,,
1549,2012-01-01,Kurtunwaarey,262.0,,8.01,1.65,,,1.47,,,
1550,2012-01-01,Luuq,9.0,,302.0,120.0,,,8.0,578.0,,
1551,2012-01-01,Marka,348.0,,9.25,4.4,,,316.0,960.0,,
1552,2012-01-01,Owdweyne,,,,,,,,,,
1553,2012-01-01,Qansax Dheere,615.0,300.0,1.618,,,,530.0,11.6,,
1554,2012-01-01,Qoryooley,359.0,,6.8,2.31,,,710.0,2.4,,
1555,2012-01-01,Rab Dhuure,69.0,,25.0,,,,,1.08,,
1556,2012-01-01,Saakow,30.0,,205.0,,,,440.0,4.8,,
1557,2012-01-01,Sablaale,168.0,,4.8,1.32,,,645.0,,,
1558,2012-01-01,Sheikh,,,,,,,,,,
1559,2012-01-01,Tayeeglow,278.0,,200.0,,,,,4.2,,
1560,2012-01-01,Waajid,100.0,,150.0,,,,,1.44,,
1561,2012-01-01,Wanla Weyn,168.0,,2.4,,,,156.0,13.2,,
1562,2012-01-01,Xarardheere,2.32,,,,,,,455.0,,
1563,2012-01-01,Xudur,225.0,,325.0,,,,,3.42,,
1564,2012-07-01,Adan Yabaal,,,,,,,,,,
1565,2012-07-01,Afgooye,,,5.1,,,,,,,
1566,2012-07-01,Afmadow,6.0,,37.0,,,,30.0,2.0,,
1567,2012-07-01,Baardheere,4.0,,673.0,180.0,,,15.0,,,
1568,2012-07-01,Badhaadhe,,,,,,,,,,
1569,2012-07-01,Balcad,,,4.14,,,,,,,
1570,2012-07-01,Baraawe,,,600.0,,,,,,,
1571,2012-07-01,Baidoa,,,450.0,,,,,,,
1572,2012-07-01,Belet Weyne,,,300.0,,,,,550.0,,
1573,2012-07-01,Belet Xaawo,3.0,,,,,,,,,
1574,2012-07-01,Borama,,,1.471,,,,,15.163,,
1575,2012-07-01,Bu'aale,60.0,,470.0,,,,90.0,160.0,,
1576,2012-07-01,Bulo Burto,,,200.0,,,,,340.0,,
1577,2012-07-01,Burco,,,88.0,,,,,2.168,,
1578,2012-07-01,Buur Hakaba,,,10.0,,,,,,,
1579,2012-07-01,Cadale,,,,,,,,,,
1580,2012-07-01,Ceel Buur,,,,,,,,,,
1581,2012-07-01,Ceel Dheer,,,,,,,,,,
1582,2012-07-01,Diinsoor,,,180.0,,,,,,,
1583,2012-07-01,Doolow,9.0,,127.0,96.0,,,,,,
1584,2012-07-01,Ceel Barde,,,,,,,,,,
1585,2012-07-01,Garbahaarey,6.0,,298.0,120.0,,,,,,
1586,2012-07-01,Gebiley,,,4.937,,,,,37.254,,
1587,2012-07-01,Baki,20.0,,240.0,,,,,,,
1588,2012-07-01,Hargeysa,,,1.515,,,,,8.227,,
1589,2012-07-01,Hobyo,,,,,,,,,,
1590,2012-07-01,Jalalaqsi,,,150.0,,,,,270.0,,
1591,2012-07-01,Jamaame,80.0,,1.725,,,,75.0,,,
1592,2012-07-01,Jilib,80.0,,640.0,,,,60.0,,,
1593,2012-07-01,Jowhar,,,8.0,,,,,,,
1594,2012-07-01,Kismaayo,8.0,,50.0,,,,30.0,,,
1595,2012-07-01,Kurtunwaarey,,,3.16,,,,,,,
1596,2012-07-01,Luuq,15.0,,152.0,240.0,,,8.0,,,
1597,2012-07-01,Marka,,,4.725,,,,,,,
1598,2012-07-01,Owdweyne,,,53.0,,,,,1.35,,
1599,2012-07-01,Qansax Dheere,,,210.0,,,,,,,
1600,2012-07-01,Qoryooley,,,5.6,,,,,,,
1601,2012-07-01,Rab Dhuure,,,,,,,,,,
1602,2012-07-01,Saakow,174.0,,1.41,,,,120.0,80.0,,
1603,2012-07-01,Sablaale,,,2.2,,,,,,,
1604,2012-07-01,Sheikh,,,115.0,,,,,490.0,,
1605,2012-07-01,Tayeeglow,,,30.0,,,,,,,
1606,2012-07-01,Waajid,,,,,,,,,,
1607,2012-07-01,Wanla Weyn,,,800.0,,,,,,,
1608,2012-07-01,Xarardheere,,,,,,,,,,
1609,2012-07-01,Xudur,,,9.0,,,,,,,
1610,2013-01-01,Adan Yabaal,50.0,,,,,,,140.0,,
1611,2013-01-01,Afgooye,1200.0,,2.4,,,,466.035,8.4,,
1612,2013-01-01,Afmadow,7.0,,110.0,,,,23.0,6.0,,
1613,2013-01-01,Baardheere,8.0,,1016.0,150.0,,,15.0,3.375,90.0,
1614,2013-01-01,Badhaadhe,15.0,,70.0,,,,15.0,6.0,,
1615,2013-01-01,Balcad,160.0,,3.74,,,,760.0,2.8,,
1616,2013-01-01,Baraawe,20.0,,200.0,,,,50.0,,,
1617,2013-01-01,Baidoa,1.5,1.25,2.7,,,,600.0,21.0,,
1618,2013-01-01,Belet Weyne,,,800.0,3.75,30.0,,15.0,601.8,300.0,1.2
1619,2013-01-01,Belet Xaawo,0.0,,14.0,40.0,,,,,120.0,
1620,2013-01-01,Borama,,,,,,,,,,
1621,2013-01-01,Bu'aale,160.0,,600.0,,,,641.28,600.0,,
1622,2013-01-01,Bulo Burto,,,490.0,1.95,14.0,,6.0,421.4,165.0,400.0
1623,2013-01-01,Burco,,,,,,,,,,
1624,2013-01-01,Buur Hakaba,1.02,,540.0,,,,75.0,11.52,,
1625,2013-01-01,Cadale,135.0,,,,,,,90.0,,
1626,2013-01-01,Ceel Buur,1.375,,,,,,,18.0,,
1627,2013-01-01,Ceel Dheer,2.025,,,,,,,18.0,,
1628,2013-01-01,Diinsoor,625.0,240.0,850.0,,,,360.0,8.88,,
1629,2013-01-01,Doolow,2.0,,221.0,90.0,,,,,54.0,
1630,2013-01-01,Ceel Barde,,,,,,,,,,
1631,2013-01-01,Garbahaarey,6.0,,851.0,88.0,,,,120.0,48.0,
1632,2013-01-01,Gebiley,,,,,,,,,,
1633,2013-01-01,Baki,,,250.0,,,,,45.0,,
1634,2013-01-01,Hargeysa,,,,,,,,,,
1635,2013-01-01,Hobyo,210.0,,,,,,,1.0,,
1636,2013-01-01,Jalalaqsi,,,350.0,1.2,8.0,,30.0,301.0,75.0,200.0
1637,2013-01-01,Jamaame,140.0,,1.52,,,,800.0,,,
1638,2013-01-01,Jilib,440.0,,182.1,,,,482.0,,,
1639,2013-01-01,Jowhar,264.0,,6.12,,,1.6,855.0,3.6,,
1640,2013-01-01,Kismaayo,34.0,,320.0,,,,90.0,,,
1641,2013-01-01,Kurtunwaarey,175.0,,3.5,,,,4.2,,,
1642,2013-01-01,Luuq,7.0,,472.0,104.0,,,3.0,240.0,60.0,
1643,2013-01-01,Marka,,,7.0,,,,321.08,,,
1644,2013-01-01,Owdweyne,,,,,,,,,,
1645,2013-01-01,Qansax Dheere,570.0,375.0,1.62,,,,600.0,10.08,,
1646,2013-01-01,Qoryooley,,,5.4,,,,1020.0,1.0,,
1647,2013-01-01,Rab Dhuure,75.0,,21.0,,,,,720.0,,
1648,2013-01-01,Saakow,640.0,,1.35,,,,3.6,2.8,,
1649,2013-01-01,Sablaale,105.0,,1.8,,,,1.38,,,
1650,2013-01-01,Sheikh,,,,,,,,,,
1651,2013-01-01,Tayeeglow,385.0,,400.0,,,,,4.2,,
1652,2013-01-01,Waajid,102.0,,30.0,,,,,960.0,,
1653,2013-01-01,Wanla Weyn,900.0,,,,,,900.0,7.8,,
1654,2013-01-01,Xarardheere,2.16,,,,,,,44.0,,
1655,2013-01-01,Xudur,263.0,,240.0,,,,,1.85,,
1656,2013-07-01,Adan Yabaal,25.0,,,,,,,8.0,,
1657,2013-07-01,Afgooye,,,6.959999999999999,,,,,,,
1658,2013-07-01,Afmadow,14.0,,315.0,,,,9.0,,,
1659,2013-07-01,Baardheere,16.0,,888.0,700.0,,,20.0,3.42,750.0,
1660,2013-07-01,Badhaadhe,3.0,,160.0,,,,4.0,,,
1661,2013-07-01,Balcad,120.0,,4.6,,,,480.0,3.18,,
1662,2013-07-01,Baraawe,,,900.0,,,,,,,
1663,2013-07-01,Baidoa,1.4,400.0,5.82,,,,440.0,5.2,,
1664,2013-07-01,Belet Weyne,,,100.0,3.6,24.0,,6.0,245.0,270.0,1.5
1665,2013-07-01,Belet Xaawo,2.0,,11.0,60.0,,,,,2.0,
1666,2013-07-01,Borama,,,2.8,,,,,11.76,,
1667,2013-07-01,Bu'aale,300.0,,2.16,,,,230.0,750.0,,
1668,2013-07-01,Bulo Burto,,,75.0,1.65,16.0,,4.0,420.0,150.0,500.0
1669,2013-07-01,Burco,,,,,,,,400.0,,
1670,2013-07-01,Buur Hakaba,750.0,,455.0,,,,20.0,4.5,,
1671,2013-07-01,Cadale,45.0,,,,,,,,,
1672,2013-07-01,Ceel Buur,675.0,,,,,,,,,
1673,2013-07-01,Ceel Dheer,562.0,,,,,,,,,
1674,2013-07-01,Diinsoor,570.0,105.0,1.96,,,,274.0,6.0,,
1675,2013-07-01,Doolow,3.0,,147.0,210.0,,,,,720.0,
1676,2013-07-01,Ceel Barde,,,,,,,,,,
1677,2013-07-01,Garbahaarey,6.0,,677.0,490.0,,,,150.0,300.0,
1678,2013-07-01,Gebiley,,,3.92,,,,,19.5,,
1679,2013-07-01,Baki,80.0,,480.0,,,,24.0,120.0,,
1680,2013-07-01,Hargeysa,,,1.75,,,,,3.5,,
1681,2013-07-01,Hobyo,29.0,,,,,,,,,
1682,2013-07-01,Jalalaqsi,,,50.0,1.05,8.0,,30.0,315.0,75.0,300.0
1683,2013-07-01,Jamaame,300.0,,5.8,,,,151.3,,,
1684,2013-07-01,Jilib,410.0,,543.64,,,,200.0,,,
1685,2013-07-01,Jowhar,100.0,,6.12,,,200.0,660.0,4.38,,
1686,2013-07-01,Kismaayo,,,680.0,,,,90.0,,,
1687,2013-07-01,Kurtunwaarey,,,330.993,,,,,,,
1688,2013-07-01,Luuq,7.0,,368.0,80.0,,,,126.0,300.0,
1689,2013-07-01,Marka,,,314.25,,,,,,,
1690,2013-07-01,Owdweyne,,,,,,,,360.0,,
1691,2013-07-01,Qansax Dheere,510.0,200.0,2.4,,,,338.0,6.85,,
1692,2013-07-01,Qoryooley,,,11.55,,,,,200.0,,
1693,2013-07-01,Rab Dhuure,18.0,,6.0,,,,,150.0,,
1694,2013-07-01,Saakow,278.0,,790.0,,,,180.0,2.0,,
1695,2013-07-01,Sablaale,,,2.5,,,,,,,
1696,2013-07-01,Sheikh,,,35.0,,,,,240.0,,
1697,2013-07-01,Tayeeglow,140.0,,80.0,,,,,800.0,,
1698,2013-07-01,Waajid,30.0,,12.0,,,,,300.0,,
1699,2013-07-01,Wanla Weyn,,,2.95,,,,,3.4,,
1700,2013-07-01,Xarardheere,725.0,,,,,,,,,
1701,2013-07-01,Xudur,120.0,,80.0,,,,,600.0,,
1702,2014-01-01,Adan Yabaal,31.0,,,,,,,80.0,,
1703,2014-01-01,Afgooye,,,2.35,,,,481.62,6.0,,
1704,2014-01-01,Afmadow,4.0,,95.0,,,,40.0,,,
1705,2014-01-01,Baardheere,19.0,,1.057,1.02,,,54.0,3.075,240.0,
1706,2014-01-01,Badhaadhe,3.0,,40.0,,,,20.0,,,
1707,2014-01-01,Balcad,80.0,,4.0,,,,690.0,2.25,,
1708,2014-01-01,Baraawe,,,200.0,,,,60.0,,,
1709,2014-01-01,Baidoa,1.05,,900.0,,,,4.5,11.5,,
1710,2014-01-01,Belet Weyne,,,450.0,4.5,30.0,,4.0,504.0,450.0,1.5
1711,2014-01-01,Belet Xaawo,1.0,,27.0,60.0,,,,6.0,270.0,
1712,2014-01-01,Borama,,,,,,,,,,
1713,2014-01-01,Bu'aale,24.0,,448.0,,,,415.0,240.0,,
1714,2014-01-01,Bulo Burto,,,350.0,2.25,14.0,,6.0,1070.0,210.0,500.0
1715,2014-01-01,Burco,,,,,,,,,,
1716,2014-01-01,Buur Hakaba,550.0,,250.0,,,,75.0,5.4,,
1717,2014-01-01,Cadale,51.0,,,,,,,70.0,,
1718,2014-01-01,Ceel Buur,935.0,,,,,,,13.0,,
1719,2014-01-01,Ceel Dheer,1.79,,,,,,,21.0,,
1720,2014-01-01,Diinsoor,540.0,,600.0,,,,3.5,6.8,,
1721,2014-01-01,Doolow,2.0,,268.0,520.0,,,,27.0,120.0,
1722,2014-01-01,Ceel Barde,,,,,,,,,,
1723,2014-01-01,Garbahaarey,7.0,,880.0,980.0,,,,140.0,150.0,
1724,2014-01-01,Gebiley,,,,,,,,,,
1725,2014-01-01,Baki,,,120.0,,,,26.0,60.0,,
1726,2014-01-01,Hargeysa,,,,,,,,,,
1727,2014-01-01,Hobyo,115.0,,,,,,,,,
1728,2014-01-01,Jalalaqsi,,,300.0,1.5,8.0,,25.0,880.0,90.0,300.0
1729,2014-01-01,Jamaame,66.0,,1150.0,,,,935.0,,,
1730,2014-01-01,Jilib,40.0,,610.0,,,,697.0,,,
1731,2014-01-01,Jowhar,20.0,,2.02,,,,1.45,3.48,,
1732,2014-01-01,Kismaayo,,,150.0,,,,80.0,,,
1733,2014-01-01,Kurtunwaarey,,,128.82,,,,411.075,,,
1734,2014-01-01,Luuq,14.0,,747.0,840.0,,,3.0,366.0,180.0,
1735,2014-01-01,Marka,,,4.5,,,,361.12,80.0,,
1736,2014-01-01,Owdweyne,,,,,,,,,,
1737,2014-01-01,Qansax Dheere,570.0,,390.0,,,,3.25,6.25,,
1738,2014-01-01,Qoryooley,,,3.85,,,,450.0,140.0,,
1739,2014-01-01,Rab Dhuure,16.0,,8.0,,,,,150.0,,
1740,2014-01-01,Saakow,80.0,,344.0,,,,439.0,520.0,,
1741,2014-01-01,Sablaale,,,900.0,,,,870.0,,,
1742,2014-01-01,Sheikh,,,,,,,,,,
1743,2014-01-01,Tayeeglow,300.0,,135.0,,,,,1.2,,
1744,2014-01-01,Waajid,34.0,,12.0,,,,,300.0,,
1745,2014-01-01,Wanla Weyn,,,240.0,,,,2.8,4.5,,
1746,2014-01-01,Xarardheere,2.01,,,,,,,37.0,,
1747,2014-01-01,Xudur,120.0,,100.0,,,,,810.0,,
1748,2014-07-01,Adan Yabaal,10.0,,,,,,,15.0,,
1749,2014-07-01,Afgooye,338.0,,7.2,,,,90.0,300.0,,
1750,2014-07-01,Afmadow,5.0,,100.0,,,,10.0,,,
1751,2014-07-01,Baardheere,29.0,,1.085,1.02,,,108.0,2.32,240.0,
1752,2014-07-01,Badhaadhe,4.0,,100.0,,,,5.0,,,
1753,2014-07-01,Balcad,60.0,,3.2,,,,60.0,450.0,,
1754,2014-07-01,Baraawe,80.0,,1.25,,,,180.0,,,
1755,2014-07-01,Baidoa,875.0,750.0,2.1,,,,780.0,5.95,,
1756,2014-07-01,Belet Weyne,,,193.0,4.05,40.0,,20.0,220.0,390.0,2.3
1757,2014-07-01,Belet Xaawo,1.0,,20.0,60.0,,,,,270.0,
1758,2014-07-01,Borama,,,3.617,,,,,6.75,,
1759,2014-07-01,Bu'aale,55.0,,1.2,,,,110.0,200.0,,
1760,2014-07-01,Bulo Burto,,,90.0,2.1,10.0,,10.0,90.0,165.0,300.0
1761,2014-07-01,Burco,,,,,,,,,,
1762,2014-07-01,Buur Hakaba,400.0,,150.0,,,,38.0,3.45,,
1763,2014-07-01,Cadale,80.0,,,,,,,7.0,,
1764,2014-07-01,Ceel Buur,,,,,,,,,,
1765,2014-07-01,Ceel Dheer,,,,,,,,,,
1766,2014-07-01,Diinsoor,540.0,160.0,960.0,,,,525.0,4.0,,
1767,2014-07-01,Doolow,10.0,,448.0,900.0,,,,,120.0,
1768,2014-07-01,Ceel Barde,,,,,,,,,,
1769,2014-07-01,Garbahaarey,7.0,,425.0,660.0,,,,,120.0,
1770,2014-07-01,Gebiley,,,4.6,,,,,22.3,,
1771,2014-07-01,Baki,10.0,,120.0,,,,8.0,50.0,,
1772,2014-07-01,Hargeysa,,,3.294,,,,,5.8,,
1773,2014-07-01,Hobyo,,,,,,,,,,
1774,2014-07-01,Jalalaqsi,,,150.0,1.275,12.0,,75.0,200.0,105.0,400.0
1775,2014-07-01,Jamaame,84.0,,2.6,,,,2.471,,,
1776,2014-07-01,Jilib,80.0,,1.8,,,,150.0,,,
1777,2014-07-01,Jowhar,80.0,,4.25,,,,150.0,2.08,,
1778,2014-07-01,Kismaayo,30.0,,130.0,,,,30.0,,,
1779,2014-07-01,Kurtunwaarey,1.5,,415.12,,,,800.0,,,
1780,2014-07-01,Luuq,9.0,,770.0,780.0,,,,69.0,168.0,
1781,2014-07-01,Marka,150.0,,108.1,,,,40.0,,,
1782,2014-07-01,Owdweyne,,,12.0,,,,,120.0,,
