,date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,phase3plus_perc_x,rainfall,ndvi_score,Price of water,Total alarms,n_conflict_total,Average of centy,Average of centx,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded
19,2017-07-01,Belet Weyne,281126.69999999995,56225.34,24120.67086,19442.722572,4677.948288000001,0.429,0.0832,0.42,15.163333333333334,0.22,25.416666666666668,11.833333333333334,9.0,4.724339,45.37965,,0.3926,7,False,-0.0363999999999999,13
20,2017-07-01,Sheikh,62404.28999999999,12480.858,4250.9802348,3196.3477338000002,1054.632501,0.3406,0.0845,0.26,17.166666666666668,0.18,15.569987188168948,0.8333333333333334,1.0,9.992453,45.42914,,0.2028,7,False,-0.1378,68
21,2017-07-01,Taleex,57175.47,11435.094,5054.311548,3865.0617719999996,1189.249776,0.442,0.104,0.39,11.511666666666668,0.1266666666666666,17.159949924197473,1.5,2.0,9.179458,48.54122,,0.2912,7,False,-0.1508,69
22,2017-07-01,Baraawe,69703.11,13940.622,5146.877642400002,3987.017892000001,1159.8597504000004,0.3692000000000001,0.0832,0.3,49.0675,0.3816666666666666,12.0,3.333333333333333,5.25,1.245786,43.68060499999999,0.3692,0.3510000000000001,7,False,-0.0181999999999999,11
23,2017-07-01,Baraawe,62978.715,12595.743,4650.3483156,3602.382498,1047.9658176,0.3692,0.0832,0.3,49.0675,0.3816666666666666,12.0,3.333333333333333,5.25,1.245786,43.68060499999999,,0.3692000000000001,7,True,1.1102230246251563e-16,11
24,2017-07-01,Tayeeglow,99175.77,19835.154,9643.8518748,6858.996253200001,2784.8556216,0.4862,0.1404,0.33,20.218333333333334,0.2966666666666667,60.0,6.333333333333333,2.0,3.835937,44.52907,,0.4862,7,True,0.0,70
25,2017-07-01,Bandarbeyla,27594.135,5518.826999999998,2238.4362312,1865.3635259999999,373.0727052,0.4056,0.0676,0.15,12.158333333333331,0.1383333333333333,30.0,2.1666666666666665,2.0,9.229735,50.32945,,0.3432000000000001,7,False,-0.0623999999999999,10
26,2017-07-01,Waajid,85276.75499999999,17055.351000000002,8292.3116562,5897.7403758,2394.5712804,0.4861999999999999,0.1403999999999999,0.44,26.04833333333333,0.2566666666666666,21.650309523325745,7.0,2.75,3.81645,43.43285,,0.4861999999999999,7,True,0.0,71
27,2017-07-01,Banadir,2077273.9450000003,415454.789,161739.17677320002,124196.917494,37542.259279200014,0.3893063241911505,0.0903642472615715,0.1,28.77,,183.39492603832232,14.0,55.833333333333336,2.110552,45.42547,,0.2912,7,False,-0.0981063241911505,9
28,2017-07-01,Buur Hakaba,165968.46,33193.692,11909.896689600002,8198.841924000002,3711.0547656,0.3588,0.1117999999999999,0.35,34.945,0.3483333333333333,52.5,6.166666666666667,4.666666666666667,2.485374,44.00688,,0.2886,7,False,-0.0701999999999999,24
29,2017-07-01,Wanla Weyn,227667.915,45533.583,16810.9988436,13022.604737999998,3788.3941056,0.3692,0.0832,0.06,17.33,0.2533333333333333,10.0,8.0,3.0,2.791644,44.90646999999999,,0.351,7,False,-0.0181999999999999,72
30,2017-07-01,Laas Caanood,170114.66999999998,34022.934,15038.136828000002,11499.751692000002,3538.385136000001,0.4420000000000001,0.104,0.39,14.101666666666668,0.1533333333333333,107.08333333333331,6.0,4.166666666666667,8.438008,47.63642000000001,,0.2912,7,False,-0.1508000000000001,55
31,2017-07-01,Kurtunwaarey,95730.255,19146.051,7068.722029199997,5475.770585999997,1592.9514432,0.3691999999999999,0.0832,0.17,38.73833333333334,0.4016666666666666,10.0,5.833333333333333,1.75,1.674606,44.06695,,0.3510000000000001,7,False,-0.0181999999999998,54
32,2017-07-01,Eyl,105162.21,21032.442000000006,9515.0767608,7929.2306340000005,1585.8461268,0.4523999999999999,0.0753999999999999,0.26,18.746666666666663,0.1483333333333333,60.0,3.1666666666666665,1.0,8.094348,49.56446,,0.3796,7,False,-0.0727999999999999,39
33,2017-07-01,Galdogob,85807.70999999999,17161.541999999998,8120.841674399999,6514.521343199999,1606.3203311999994,0.4732,0.0936,0.34,14.025,0.1766666666666666,20.717899939258075,1.3333333333333333,1.0,7.039169,47.22166000000001,,0.4004,7,False,-0.0728,41
34,2017-07-01,Doolow,50233.7,10046.74,4376.618584000002,3699.313124000002,677.3054599999998,0.4356257436740676,0.0674154462044404,0.23,18.89166666666667,0.18,16.060446170605754,1.1666666666666667,1.0,4.0025330000000015,42.1408,,0.3926,7,False,-0.0430257436740675,38
35,2017-07-01,Garbahaarey,91374.975,18274.995,7887.487842,6699.6131669999995,1187.874675,0.4316,0.065,0.23,27.505,0.2483333333333333,19.742601835576558,2.333333333333333,1.2,3.2059990000000003,42.35913,,0.3926,7,False,-0.0389999999999999,42
36,2017-07-01,Diinsoor,100108.305,20021.661,7183.771966800001,4945.350267000001,2238.4216998,0.3588000000000001,0.1118,0.39,43.045,0.3716666666666666,38.29166666666666,9.333333333333334,3.0,2.102024,42.90189,,0.2886000000000001,7,False,-0.0702,37
37,2017-07-01,Garoowe,207534.915,41506.983,19024.629109200006,15697.506591000005,3327.122518200001,0.4583476739130861,0.0801581391304687,0.13,19.626666666666665,0.1383333333333333,4.166666666666667,6.833333333333333,3.0,8.470396000000001,48.78639,,0.3796,7,False,-0.0787476739130861,43
38,2017-07-01,Dhuusamarreeb,166457.645,33291.528999999995,17555.47508,13450.0482116,4105.4268684,0.5273255872387238,0.1233174621808448,0.37,10.686666666666667,0.1883333333333333,18.375,5.166666666666667,1.8,5.441128,46.68404999999999,,0.4212,7,False,-0.1061255872387237,36
39,2017-07-01,Gebiley,146038.5,29207.7,9872.2026,7442.12196,2430.08064,0.3379999999999999,0.0831999999999999,0.15,27.05333333333333,0.17,10.166666666666666,3.333333333333333,1.5,9.859568,43.68093,,0.1975999999999999,7,False,-0.1404,44
40,2017-07-01,Ceerigaabo,239221.62,47844.324,21271.5864504,16731.160102799997,4540.4263476000015,0.4446000000000001,0.0949,0.34,16.77,0.1333333333333333,44.583333333333336,5.166666666666667,1.0,10.29076,47.8071,,0.3367000000000001,7,False,-0.1079,35
41,2017-07-01,Hargeysa,1071923.705,214384.741,73445.88245800001,55654.8320068,17791.050451200004,0.3425891325819686,0.0829865519729317,0.08,19.46333333333333,0.0,12.0,6.5,3.1666666666666665,9.521626,44.28073,,0.1976,7,False,-0.1449891325819686,45
42,2017-07-01,Ceel Waaq,32041.53,6408.306000000001,2765.8248696,2349.2849796,416.53989000000007,0.4315999999999999,0.065,0.14,33.525,0.295,15.666666666666666,7.5,3.0,2.6789779999999994,41.44526,,0.3925999999999998,7,False,-0.039,34
43,2017-07-01,Hobyo,285434.37,57086.874,27013.508776800005,21670.177370400004,5343.3314064000015,0.4732000000000001,0.0936,0.5,8.616666666666667,0.1416666666666667,20.0,5.666666666666667,2.2,5.971543,48.20153,,0.4003999999999999,7,False,-0.0728000000000002,46
44,2017-07-01,Ceel Dheer,130366.52999999998,26073.306,13558.11912,10439.7517224,3118.3673976,0.52,0.1196,0.38,19.48333333333333,0.1916666666666666,23.125,3.333333333333333,1.0,4.051839,47.04731999999999,,0.4212,7,False,-0.0988,33
45,2017-07-01,Iskushuban,82588.86,16517.772,6699.608323200001,5583.006936000001,1116.6013872,0.4056,0.0676,0.28,7.430000000000001,0.1366666666666667,30.0,2.1666666666666665,1.5,10.5516,50.50521,,0.3432000000000001,7,False,-0.0623999999999999,47
46,2017-07-01,Ceel Buur,141229.88999999998,28245.978,14687.90856,11309.6895912,3378.2189688000008,0.52,0.1196,0.33,12.718333333333334,0.1999999999999999,29.352383756858714,2.0,2.333333333333333,4.760488,46.84157,,0.4212,7,False,-0.0988,32
47,2017-07-01,Jalalaqsi,76346.775,15269.355,6550.553295000002,5280.1429590000025,1270.410336,0.4290000000000001,0.0832,0.33,16.093333333333334,0.2583333333333333,10.0,5.333333333333333,1.5,3.40329,45.61273,,0.3925999999999999,7,False,-0.0364000000000002,48
48,2017-07-01,Ceel Barde,46070.955,9214.191,4479.939664199998,3186.2672477999986,1293.6724163999995,0.4861999999999999,0.1403999999999999,0.43,17.205000000000002,0.2233333333333333,48.833333333333336,9.5,2.0,4.673877,43.99833,,0.4861999999999999,7,True,0.0,31
49,2017-07-01,Jamaame,169536.10499999998,33907.221,14634.356583600002,12430.3872186,2203.969365,0.4316000000000001,0.065,0.28,61.74666666666667,0.3766666666666666,10.0,4.5,1.3333333333333333,0.124303,42.80163000000001,,0.3926,7,False,-0.039,49
50,2017-07-01,Ceel Afweyn,137053.66499999998,27410.733,12186.811891799998,9585.5333301,2601.2785616999995,0.4446,0.0949,0.38,15.371666666666668,0.135,45.0,4.5,1.0,10.14797,46.68845000000001,,0.3367,7,False,-0.1079,30
51,2017-07-01,Jariiban,83205.71999999999,16641.143999999997,7874.589340799997,6316.978262399998,1557.611078399999,0.4732,0.0935999999999999,0.38,10.07,0.1533333333333333,50.0,3.333333333333333,1.0,7.163778999999999,48.9986,,0.4004,7,False,-0.0728,50
52,2017-07-01,Caynabo,69235.29,13847.058,6120.399636,4680.305604,1440.094032,0.442,0.104,0.43,16.83,0.15,18.378216941544217,2.0,1.0,9.282376,46.49009,,0.2912,7,False,-0.1508,29
53,2017-07-01,Jilib,103739.085,20747.817,8954.757817200001,7606.149712200001,1348.608105,0.4316000000000001,0.065,0.14,70.79833333333333,0.4516666666666666,30.0,7.5,1.75,0.6450100000000001,43.05589000000001,,0.3926,7,False,-0.039,51
54,2017-07-01,Caluula,67184.955,13436.991000000002,5450.043549600001,4541.702958000001,908.3405916000004,0.4056,0.0676,0.38,5.688333333333333,0.1716666666666666,20.0,2.6666666666666665,1.0,11.66822,50.79402000000001,,0.3432000000000001,7,False,-0.0623999999999999,28
55,2017-07-01,Jowhar,279295.785,55859.157,20623.200764400004,15975.718902000004,4647.481862400001,0.3692000000000001,0.0832,0.07,15.24,0.255,16.0,5.833333333333333,13.333333333333334,2.993369,45.56808,,0.351,7,False,-0.0182000000000001,52
56,2017-07-01,Cadale,48461.80499999999,9692.361,3578.419681199998,2772.015245999998,806.4044352000003,0.3691999999999999,0.0832,0.17,18.94333333333333,0.22,30.0,6.5,1.8,3.091515,46.26282,,0.351,7,False,-0.0181999999999999,27
57,2017-07-01,Kismaayo,228785.545,45757.109,19473.1682444,16514.5561594,2958.612085,0.4255768922026957,0.0646590693699639,0.3,56.086666666666666,0.4133333333333333,70.0,8.833333333333334,14.0,-0.3811448,42.00865,,0.3925999999999999,7,False,-0.0329768922026957,53
58,2017-07-01,Cadaado,81479.34,16295.868,8473.851359999999,6524.865547199999,1948.9858128,0.5199999999999999,0.1195999999999999,0.33,8.985000000000001,0.1766666666666666,21.7505137667512,2.833333333333333,2.25,6.130694000000001,47.03673,,0.4212,7,False,-0.0987999999999998,26
59,2017-07-01,Cabudwaaq,73330.78499999999,14666.157,7626.401640000001,5872.329262800001,1754.0723772,0.5200000000000001,0.1196,0.36,11.251666666666663,0.1899999999999999,15.333333333333334,5.5,2.5,5.826085,46.125,,0.4212,7,False,-0.0988000000000001,25
60,2017-07-01,Balcad,141077.745,28215.549,10417.1806908,8069.647014,2347.5336768,0.3692,0.0832,0.14,20.65833333333333,0.2716666666666666,40.0,7.0,4.0,2.488555,45.65908,,0.351,7,False,-0.0181999999999999,8
61,2017-07-01,Burco,560644.8949999999,112128.979,37668.71744740001,28428.234721900015,9240.4827255,0.3359409653359994,0.0824094075225638,0.23,18.7,0.185,6.516666666666667,7.666666666666667,4.25,9.141337,45.75868,,0.2028,7,False,-0.1331409653359993,21
62,2017-07-01,Gaalkacyo,630641.6,126128.32,60502.893984,48576.846032,11926.047952,0.479693172667328,0.0945548783334305,0.58,11.296666666666669,0.175,20.0,10.5,9.166666666666666,6.935230000000002,47.68801,,0.4004,7,False,-0.079293172667328,40
63,2017-07-01,Baki,70268.22,14053.643999999998,5334.7632624,4220.3092932,1114.4539692,0.3796000000000001,0.0793,0.23,12.97,0.1266666666666666,16.868570827792084,1.3333333333333333,1.0,10.28566,43.7321,,0.1689999999999999,7,False,-0.2106000000000002,7
64,2017-07-01,Zeylac,64412.19,12882.438,4890.1734648,3868.5961314,1021.5773334,0.3796,0.0793,0.39,9.298333333333334,0.0966666666666666,4.916666666666667,4.5,1.0,10.89293,43.16827,,0.1689999999999999,7,False,-0.2106000000000001,76
65,2017-07-01,Laasqoray,186893.055,37378.611,16618.530450600007,13071.300266700007,3547.230183899999,0.4446000000000001,0.0948999999999999,0.35,14.268333333333333,0.15,30.13249024633498,1.1666666666666667,1.0,10.53805,48.69515999999999,,0.3367,7,False,-0.1079000000000001,56
66,2017-07-01,Badhaadhe,50723.28,10144.656,4378.433529600001,3719.0308896000006,659.4026400000001,0.4316000000000001,0.065,0.15,63.031666666666666,0.49,16.024025300101115,1.8333333333333333,4.0,-0.8536984000000002,41.42942,,0.3926000000000001,7,False,-0.0389999999999999,4
67,2017-07-01,Xudur,113853.105,22770.621,11071.0759302,7874.0807418,3196.9951884,0.4862,0.1404,0.45,17.761666666666667,0.2466666666666666,32.208333333333336,8.5,2.333333333333333,4.188905999999999,43.90622,,0.4862,7,True,0.0,75
68,2017-07-01,Afgooye,309683.38499999995,61936.677,22867.021148400006,17713.889622000006,5153.1315264,0.3692,0.0831999999999999,0.09,23.366666666666664,0.2566666666666666,15.0,9.5,18.166666666666668,2.236402,45.07666,,0.351,7,False,-0.0181999999999999,1
69,2017-07-01,Xarardheere,278193.50999999995,55638.70199999999,26328.233786400004,21120.451279200006,5207.782507199999,0.4732000000000002,0.0936,0.25,14.223333333333334,0.1566666666666666,10.833333333333334,6.0,3.5,4.793407,47.83268,,0.4004000000000001,7,False,-0.0728,73
70,2017-07-01,Baardheere,170132.26499999998,34026.453,14685.817114800002,12474.097669800001,2211.719445,0.4316,0.0649999999999999,0.21,38.105,0.2883333333333333,8.0,8.166666666666666,4.0,2.102048,41.70671,,0.3926,7,False,-0.0389999999999999,3
71,2017-07-01,Afmadow,80386.78,16077.356000000002,6763.226849600002,5704.678709600003,1058.54814,0.4206678541919456,0.0658409342929272,0.1,55.97166666666666,0.365,33.75,5.0,3.0,0.5909003,41.78618,,0.3926,7,False,-0.0280678541919455,2
72,2017-07-01,Baidoa,450683.52,90136.704,34017.7997952,23284.863888,10732.9359072,0.3774023043398614,0.1190739779790483,0.39,32.67333333333333,0.35,36.04166666666666,14.0,11.0,3.266359,43.63929,,0.2886,7,False,-0.0888023043398613,6
73,2017-07-01,Xudun,42361.515,8472.303,3744.757926,2863.6384140000005,881.1195119999999,0.442,0.1039999999999999,0.46,15.235,0.1266666666666666,225.0,1.6666666666666667,1.0,9.141643,47.50746999999999,,0.2912,7,False,-0.1508,74
74,2018-01-01,Marka,282222.765,56444.55299999999,19812.038103,15262.607131199999,4549.4309718,0.351,0.0806,0.03,14.213333333333331,0.3116666666666667,42.16666666666666,11.0,13.833333333333334,1.740153,44.71787,0.3692,0.3971406259324205,1,True,0.0461406259324205,60
75,2018-01-01,Burco,534884.8949999999,106976.979,21694.9313412,17244.689014800002,4450.2423264,0.2028,0.0416,0.05,15.870000000000005,0.185,8.733333333333333,7.0,3.5,9.141337,45.75868,0.3359409653359994,0.2211366753028379,1,True,0.0183366753028378,21
76,2018-01-01,Qoryooley,196309.485,39261.897,13780.925847,10616.4169488,3164.5088982,0.351,0.0805999999999999,0.09,20.61,0.3466666666666667,20.5,7.833333333333333,5.666666666666667,1.934555,44.44943,0.3691999999999998,0.4363798525409665,1,True,0.0853798525409665,65
77,2018-01-01,Gaalkacyo,584319.6,116863.92,46792.313568,40107.697344,6684.616223999999,0.4004,0.0571999999999999,0.29,10.981666666666667,0.18,20.0,9.333333333333334,11.833333333333334,6.935230000000002,47.68801,0.479693172667328,0.4668580324895174,1,True,0.0664580324895174,40
78,2018-01-01,Ceel Waaq,32041.53,6408.306000000001,2515.9009356,2274.3077994,241.59313620000003,0.3925999999999998,0.0377,0.0,34.19166666666667,0.2783333333333333,12.4,5.833333333333333,2.5,2.6789779999999994,41.44526,0.4315999999999999,0.2770029164634731,1,False,-0.1155970835365267,34
79,2018-01-01,Badhaadhe,50723.28,10144.656,3982.7919456,3600.3384143999997,382.45353120000016,0.3926000000000001,0.0377,0.09,35.37666666666667,0.5016666666666667,15.19725772288405,1.5,3.0,-0.8536984000000002,41.42942,0.4316000000000001,0.3711192650605568,1,False,-0.0214807349394433,4
80,2018-01-01,Owdweyne,78004.845,15600.969,3163.876513200001,2514.876202800001,649.0003104000001,0.2028,0.0416,0.3,16.495,0.15,12.80861900966229,0.5,1.5549722921322575,9.257388,45.01097000000001,0.3406,0.2303423878316652,1,True,0.0275423878316651,61
81,2018-01-01,Bulo Burto,181435.5,36287.1,14246.31546,12878.29179,1368.02367,0.3926,0.0377,0.25,23.03,0.2733333333333333,23.33333333333333,3.8333333333333335,7.166666666666667,3.900063,45.53233,0.4290000000000001,0.3908949717937982,1,False,-0.0017050282062018,20
82,2018-01-01,Hargeysa,1027923.705,205584.741,40623.54482159999,34476.56106569999,6146.9837559000025,0.1976,0.0299,0.14,16.698333333333334,0.0,11.166666666666666,7.666666666666667,4.8,9.521626,44.28073,0.3425891325819686,0.2386485041615721,1,True,0.0410485041615721,45
83,2018-01-01,Jariiban,83205.71999999999,16641.143999999997,6663.114057599999,5711.240620799999,951.8734367999996,0.4004,0.0572,0.2,5.64,0.1416666666666667,18.10179017857657,2.833333333333333,1.0,7.163778999999999,48.9986,0.4732,0.4050420526164857,1,True,0.0046420526164857,50
84,2018-01-01,Afgooye,309683.38499999995,61936.677,21739.773627,16747.677460799998,4992.0961662,0.351,0.0805999999999999,0.0,21.791666666666668,0.2733333333333334,18.75,9.833333333333334,27.666666666666668,2.236402,45.07666,0.3692,0.3848590600688621,1,True,0.0338590600688621,1
85,2018-01-01,Bu'aale,93543.3,18708.66,7345.019915999997,6639.703433999996,705.3164820000003,0.3925999999999999,0.0377,0.0,38.975,0.4233333333333333,29.291666666666668,2.1666666666666665,1.496153572775933,1.197985,42.7408,0.4316,0.4125181113098477,1,True,0.0199181113098478,19
86,2018-01-01,Xudun,42361.515,8472.303,2467.1346336,2147.7288105000002,319.4058231,0.2912,0.0377,0.34,7.319999999999999,0.1133333333333333,13.26616811229236,0.8333333333333334,1.0,9.141643,47.50746999999999,0.442,0.2431695325710332,1,False,-0.0480304674289668,74
87,2018-01-01,Borama,491879.61,98375.922,16625.530818000007,15090.866434800006,1534.6643832000002,0.1690000000000001,0.0156,0.04,36.94833333333333,0.2016666666666666,4.166666666666667,5.666666666666667,2.6666666666666665,10.18763,43.17024,0.3796,0.2406251937071188,1,True,0.0716251937071187,17
88,2018-01-01,Qardho,174970.88999999998,34994.178,12010.001889600002,10190.304633600002,1819.697256,0.3432000000000001,0.052,0.04,7.013333333333333,0.13,22.32657438482167,1.6666666666666667,2.6666666666666665,9.502092,49.50764999999999,0.4112666438059597,0.5372761677527557,1,True,0.1940761677527555,64
89,2018-01-01,Ceerigaabo,239221.62,47844.324,16109.183890800005,14367.650497200004,1741.5333936000006,0.3367000000000001,0.0364,0.24,18.895,0.1333333333333333,44.16666666666666,3.8333333333333335,2.5,10.29076,47.8071,0.4446000000000001,0.3096083862495412,1,False,-0.0270916137504589,35
90,2018-01-01,Qansax Dheere,123818.085,24763.617,7146.779866200001,6180.998803200001,965.781063,0.2886,0.039,0.09,27.285,0.2666666666666666,20.83333333333333,6.666666666666667,2.25,2.81513,42.84011,0.3588,0.5092847348131929,1,True,0.2206847348131929,63
91,2018-01-01,Bossaso,316531.98,63306.39599999999,21726.7551072,18434.822515199998,3291.932592000001,0.3432,0.052,0.01,9.083333333333334,0.1483333333333333,10.0,6.333333333333333,11.833333333333334,10.9218,49.39968,0.4160559934810628,0.4822106052595511,1,True,0.1390106052595511,18
92,2018-01-01,Gebiley,146038.5,29207.7,5771.441519999999,4898.131289999999,873.31023,0.1975999999999999,0.0299,0.13,23.33833333333333,0.2083333333333333,11.0,3.8333333333333335,1.0,9.859568,43.68093,0.3379999999999999,0.2443191130723181,1,True,0.0467191130723182,44
93,2018-01-01,Dhuusamarreeb,162957.645,32591.529,13727.5520148,11566.7336421,2160.8183727,0.4212,0.0662999999999999,0.18,22.266666666666666,0.2083333333333333,10.666666666666666,5.666666666666667,3.0,5.441128,46.68404999999999,0.5273255872387238,0.3909032104916541,1,False,-0.0302967895083459,36
94,2018-01-01,Hobyo,142717.185,28543.437,11428.7921748,9796.1075784,1632.6845964,0.4003999999999999,0.0572,0.25,11.230000000000002,0.1366666666666667,22.906460173584478,4.833333333333333,1.0,5.971543,48.20153,0.4732000000000001,0.3354148794445133,1,False,-0.0649851205554866,46
95,2018-01-01,Buuhoodle,71317.70999999999,14263.542,2892.6463176,2299.2829704,593.3633472,0.2028,0.0416,0.17,27.461666666666662,0.2216666666666666,12.68650411613419,2.1666666666666665,2.4,8.460162,46.66129,0.3406000000000001,0.226129551832888,1,True,0.0233295518328879,23
96,2018-01-01,Burtinle,112734.27,22546.854,8558.785778399999,7386.349370399999,1172.436408,0.3796,0.052,0.08,10.768333333333333,0.1883333333333333,19.678690047064165,4.0,1.0,7.802199000000001,48.39912,0.4524000000000001,0.4927859267135329,1,True,0.1131859267135328,22
97,2018-01-01,Afmadow,67386.78,13477.356000000002,5291.2099656,4783.1136444,508.0963212,0.3926,0.0377,0.01,37.89833333333333,0.3216666666666666,48.333333333333336,5.0,5.6,0.5909003,41.78618,0.4206678541919456,0.3680877161916911,1,False,-0.0245122838083088,2
98,2018-01-01,Ceel Afweyn,137053.66499999998,27410.733,9229.1938011,8231.443119900001,997.7506812,0.3367,0.0364,0.27,17.48,0.1383333333333333,19.334793643645128,4.0,1.0,10.14797,46.68845000000001,0.4446,0.2906972787612182,1,False,-0.0460027212387817,30
99,2018-01-01,Caynabo,69235.29,13847.058,4032.2632896,3510.229203,522.0340866,0.2912,0.0377,0.31,13.275,0.1483333333333333,14.460097709949245,1.1666666666666667,1.6666666666666667,9.282376,46.49009,0.442,0.2428031590674251,1,False,-0.0483968409325749,29
100,2018-01-01,Jilib,103739.085,20747.817,8145.592954199998,7363.4002532999975,782.1927009,0.3926,0.0377,0.09,32.443333333333335,0.3916666666666666,28.666666666666668,4.0,1.75,0.6450100000000001,43.05589000000001,0.4316000000000001,0.4060356888423295,1,True,0.0134356888423294,51
