,date,district,total population,Under-Five Population,GAM,SAM,GAM Prevalence,SAM Prevalence,ipc,rainfall,ndvi,Total alarms,conflicts,prevalence_6lag,next_prevalence,month,increase,increase_numeric,district_encoded,price_of_water
29,2017-07-01,Xarardheere,278193.50999999995,55638.70199999999,26328.233786400004,5207.782507199999,0.4732000000000002,0.0935999999999999,0.25,14.223333333333334,0.1566666666666666,6.0,3.5,,0.4004000000000001,7,False,-0.0728,75,10.833333333333334
30,2017-07-01,Lughaye,70268.22,14053.643999999998,5334.7632624,1114.4539692,0.3796,0.0793,0.36,5.794999999999999,0.09,2.6666666666666665,1.0,,0.169,7,False,-0.2105999999999999,58,4.5
31,2017-07-01,Laas Caanood,170114.66999999998,34022.934,15038.136828000002,3538.385136000001,0.442,0.104,0.39,14.101666666666668,0.1533333333333333,6.0,4.166666666666667,,0.2911999999999999,7,False,-0.1508000000000001,55,107.08333333333331
32,2017-07-01,Gaalkacyo,630641.6,126128.32,60502.893984,11926.047952,0.4796931726673279,0.0945548783334305,0.58,11.296666666666669,0.175,10.5,9.166666666666666,,0.4004,7,False,-0.0792931726673279,40,20.0
33,2017-07-01,Garbahaarey,91374.975,18274.995,7887.487842,1187.874675,0.4316,0.065,0.23,27.505,0.2483333333333333,2.333333333333333,1.2,,0.3925999999999999,7,False,-0.039,42,18.763595619543597
34,2017-07-01,Eyl,105162.21,21032.442000000003,9515.0767608,1585.8461268,0.4523999999999998,0.0753999999999999,0.26,18.746666666666663,0.1483333333333333,3.1666666666666665,1.0,,0.3795999999999999,7,False,-0.0727999999999999,39,60.0
35,2017-07-01,Garoowe,207534.915,41506.983,19024.629109200006,3327.122518200001,0.458347673913086,0.0801581391304687,0.13,19.626666666666665,0.1383333333333333,6.833333333333333,3.0,,0.3795999999999999,7,False,-0.0787476739130861,43,4.166666666666667
36,2017-07-01,Doolow,50233.7,10046.74,4376.618584000002,677.3054599999999,0.4356257436740676,0.0674154462044404,0.23,18.89166666666667,0.18,1.1666666666666667,1.0,,0.3926,7,False,-0.0430257436740675,38,16.219246726954548
37,2017-07-01,Gebiley,146038.5,29207.7,9872.2026,2430.08064,0.338,0.0831999999999999,0.15,27.05333333333333,0.17,3.333333333333333,1.5,,0.1975999999999999,7,False,-0.1404000000000001,44,10.166666666666666
38,2017-07-01,Diinsoor,100108.305,20021.661,7183.771966800001,2238.4216998,0.3588,0.1118,0.39,43.045,0.3716666666666666,9.333333333333334,3.0,,0.2886000000000001,7,False,-0.0701999999999999,37,38.29166666666666
39,2017-07-01,Hargeysa,1071923.705,214384.741,73445.88245800001,17791.050451200004,0.3425891325819686,0.0829865519729317,0.08,19.46333333333333,0.0,6.5,3.1666666666666665,,0.1975999999999999,7,False,-0.1449891325819687,45,12.0
40,2017-07-01,Dhuusamarreeb,166457.645,33291.528999999995,17555.47508,4105.4268684,0.5273255872387238,0.1233174621808448,0.37,10.686666666666667,0.1883333333333333,5.166666666666667,1.8,,0.4212,7,False,-0.1061255872387237,36,18.375
41,2017-07-01,Hobyo,285434.37,57086.874,27013.508776800005,5343.3314064000015,0.4732,0.0936,0.5,8.616666666666667,0.1416666666666667,5.666666666666667,2.2,,0.4003999999999999,7,False,-0.0728,46,20.0
42,2017-07-01,Ceerigaabo,239221.62,47844.324,21271.5864504,4540.426347600001,0.4446,0.0949,0.34,16.77,0.1333333333333333,5.166666666666667,1.0,,0.3367000000000001,7,False,-0.1078999999999998,35,44.583333333333336
43,2017-07-01,Iskushuban,82588.86,16517.772,6699.608323200001,1116.6013872,0.4056,0.0676,0.28,7.430000000000001,0.1366666666666667,2.1666666666666665,1.5,,0.3432,7,False,-0.0624,47,30.0
44,2017-07-01,Ceel Waaq,32041.53,6408.306000000001,2765.8248696,416.53989000000007,0.4315999999999999,0.065,0.14,33.525,0.295,7.5,3.0,,0.3925999999999998,7,False,-0.039,34,15.666666666666666
45,2017-07-01,Jalalaqsi,76346.775,15269.355,6550.5532950000015,1270.410336,0.4290000000000001,0.0832,0.33,16.093333333333334,0.2583333333333333,5.333333333333333,1.5,,0.3925999999999999,7,False,-0.0364000000000002,48,10.0
46,2017-07-01,Ceel Dheer,130366.52999999998,26073.306,13558.11912,3118.3673976,0.52,0.1196,0.38,19.48333333333333,0.1916666666666666,3.333333333333333,1.0,,0.4211999999999999,7,False,-0.0988000000000001,33,23.125
47,2017-07-01,Jamaame,169536.10499999998,33907.221,14634.356583600002,2203.969365,0.4316000000000001,0.065,0.28,61.74666666666667,0.3766666666666666,4.5,1.3333333333333333,,0.3926,7,False,-0.039,49,10.0
48,2017-07-01,Ceel Buur,141229.88999999998,28245.978,14687.90856,3378.2189688000003,0.52,0.1196,0.33,12.718333333333334,0.1999999999999999,2.0,2.333333333333333,,0.4212,7,False,-0.0988,32,34.90106127057871
49,2017-07-01,Jariiban,83205.71999999999,16641.143999999997,7874.589340799997,1557.611078399999,0.4731999999999999,0.0935999999999999,0.38,10.07,0.1533333333333333,3.333333333333333,1.2708333333333333,,0.4004,7,False,-0.0727999999999999,50,50.0
50,2017-07-01,Ceel Barde,46070.955,9214.191,4479.939664199998,1293.6724163999995,0.4861999999999998,0.1403999999999999,0.43,17.205000000000002,0.2233333333333333,9.5,2.0,,0.4861999999999998,7,True,0.0,31,48.833333333333336
51,2017-07-01,Jilib,103739.085,20747.817,8954.757817200001,1348.608105,0.4316000000000001,0.065,0.14,70.79833333333333,0.4516666666666666,7.5,1.75,,0.3925999999999999,7,False,-0.0390000000000002,51,30.0
52,2017-07-01,Ceel Afweyn,137053.66499999998,27410.733,12186.811891799998,2601.2785616999995,0.4446,0.0949,0.38,15.371666666666668,0.135,4.5,1.0,,0.3367,7,False,-0.1079,30,45.0
53,2017-07-01,Jowhar,279295.785,55859.157,20623.200764400004,4647.481862400001,0.3692000000000001,0.0832,0.07,15.24,0.255,5.833333333333333,13.333333333333334,,0.351,7,False,-0.0182000000000001,52,16.0
54,2017-07-01,Caynabo,69235.29,13847.058,6120.399636,1440.094032,0.442,0.104,0.43,16.83,0.15,2.0,1.0,,0.2911999999999999,7,False,-0.1508000000000001,29,21.771517473115175
55,2017-07-01,Kismaayo,228785.545,45757.109,19473.1682444,2958.612085,0.4255768922026957,0.0646590693699639,0.3,56.086666666666666,0.4133333333333333,8.833333333333334,14.0,,0.3925999999999999,7,False,-0.0329768922026957,53,70.0
56,2017-07-01,Caluula,67184.955,13436.991000000002,5450.043549600001,908.3405916000004,0.4056,0.0676,0.38,5.688333333333333,0.1716666666666666,2.6666666666666665,1.0,,0.3432,7,False,-0.0624,28,20.0
57,2017-07-01,Kurtunwaarey,95730.255,19146.051,7068.722029199998,1592.9514432,0.3691999999999999,0.0832,0.17,38.73833333333334,0.4016666666666666,5.833333333333333,1.75,,0.3510000000000001,7,False,-0.0181999999999998,54,10.0
58,2017-07-01,Cadale,48461.80499999999,9692.361,3578.419681199998,806.4044352000002,0.3691999999999999,0.0832,0.17,18.94333333333333,0.22,6.5,1.8,,0.351,7,False,-0.0181999999999999,27,30.0
59,2017-07-01,Cadaado,81479.34,16295.868,8473.851359999999,1948.9858128,0.5199999999999999,0.1195999999999999,0.33,8.985000000000001,0.1766666666666666,2.833333333333333,2.25,,0.4212,7,False,-0.0987999999999998,26,25.49354266720738
60,2017-07-01,Balcad,141077.745,28215.549,10417.1806908,2347.5336768,0.3692,0.0832,0.14,20.65833333333333,0.2716666666666666,7.0,4.0,,0.351,7,False,-0.0181999999999999,8,40.0
61,2017-07-01,Burtinle,112734.27,22546.854,10200.196749600002,1700.0327915999997,0.4524000000000001,0.0753999999999999,0.22,15.903333333333334,0.18,3.6666666666666665,1.0,,0.3795999999999999,7,False,-0.0728000000000002,22,85.0
62,2017-07-01,Galdogob,85807.70999999999,17161.541999999998,8120.841674399999,1606.3203311999996,0.4732,0.0935999999999999,0.34,14.025,0.1766666666666666,1.3333333333333333,1.0,,0.4004,7,False,-0.0728,41,22.468832811487808
63,2017-07-01,Baidoa,450683.52,90136.704,34017.7997952,10732.9359072,0.3774023043398614,0.1190739779790483,0.39,32.67333333333333,0.35,14.0,11.0,,0.2886,7,False,-0.0888023043398613,6,36.04166666666666
64,2017-07-01,Baki,70268.22,14053.643999999998,5334.7632624,1114.4539692,0.3796,0.0793,0.23,12.97,0.1266666666666666,1.3333333333333333,1.0,,0.169,7,False,-0.2105999999999999,7,19.024114151837637
65,2017-07-01,Baardheere,170132.26499999998,34026.453,14685.817114800002,2211.719445,0.4316,0.0649999999999999,0.21,38.105,0.2883333333333333,8.166666666666666,4.0,,0.3925999999999999,7,False,-0.039,3,8.0
66,2017-07-01,Afmadow,80386.78,16077.356000000002,6763.226849600002,1058.54814,0.4206678541919456,0.0658409342929272,0.1,55.97166666666666,0.365,5.0,3.0,,0.3925999999999999,7,False,-0.0280678541919456,2,33.75
67,2017-07-01,Laasqoray,186893.055,37378.611,16618.530450600007,3547.230183899999,0.4446000000000001,0.0948999999999999,0.35,14.268333333333333,0.15,1.1666666666666667,1.0,,0.3367,7,False,-0.1079000000000001,56,34.421919178847126
68,2017-07-01,Badhaadhe,50723.28,10144.656,4378.433529600001,659.4026400000001,0.4316000000000001,0.065,0.15,63.031666666666666,0.49,1.8333333333333333,4.0,,0.3926,7,False,-0.039,4,16.050355208842856
69,2017-07-01,Saakow,178339.81499999997,35667.963,15394.2928308,2318.417595,0.4316,0.065,0.07,49.623333333333335,0.3349999999999999,5.833333333333333,1.4583333333333333,,0.3925999999999999,7,False,-0.039,67,30.0
70,2017-07-01,Afgooye,309683.38499999995,61936.677,22867.021148400003,5153.1315264,0.3692,0.0831999999999999,0.09,23.366666666666664,0.2566666666666666,9.5,18.166666666666668,,0.351,7,False,-0.0181999999999999,1,15.0
71,2017-07-01,Xudur,113853.105,22770.621,11071.0759302,3196.9951884,0.4862,0.1404,0.45,17.761666666666667,0.2466666666666666,8.5,2.333333333333333,,0.4862,7,True,0.0,77,32.208333333333336
72,2017-07-01,Zeylac,64412.19,12882.438,4890.1734648,1021.5773334,0.3796,0.0793,0.39,9.298333333333334,0.0966666666666666,4.5,1.0,,0.1689999999999999,7,False,-0.2106000000000001,78,4.916666666666667
73,2017-07-01,Xudun,42361.515,8472.303,3744.757926,881.1195119999999,0.442,0.1039999999999999,0.46,15.235,0.1266666666666666,1.6666666666666667,1.0,,0.2912,7,False,-0.1508,76,225.0
74,2018-01-01,Burco,534884.8949999999,106976.979,21694.9313412,4450.2423264,0.2028,0.0416,0.05,15.870000000000005,0.185,7.0,3.5,0.3359409653359994,0.2211366753028379,1,True,0.0183366753028378,21,8.733333333333333
75,2018-01-01,Xudur,113853.105,22770.621,11071.0759302,3196.9951884,0.4862,0.1404,0.14,20.7,0.2483333333333333,8.5,3.8333333333333335,0.4862,0.4689020964811947,1,False,-0.0172979035188053,77,30.0
76,2018-01-01,Bossaso,316531.98,63306.39599999999,21726.7551072,3291.932592000001,0.3432,0.052,0.01,9.083333333333334,0.1483333333333333,6.333333333333333,11.833333333333334,0.4160559934810628,0.482210605259551,1,True,0.139010605259551,18,10.0
77,2018-01-01,Cadale,48461.80499999999,9692.361,3402.018711,781.2042965999998,0.351,0.0805999999999999,0.0,23.55333333333333,0.2266666666666666,6.166666666666667,1.5,0.3691999999999999,0.2829201738380863,1,False,-0.0680798261619136,27,17.155495879231232
78,2018-01-01,Qoryooley,196309.485,39261.897,13780.925847,3164.5088982,0.351,0.0805999999999999,0.09,20.61,0.3466666666666667,7.833333333333333,5.666666666666667,0.3691999999999998,0.4363798525409664,1,True,0.0853798525409664,65,20.5
79,2018-01-01,Baardheere,170132.26499999998,34026.453,13358.7854478,1282.7972781,0.3925999999999999,0.0377,0.0,38.45666666666667,0.2933333333333333,7.833333333333333,7.333333333333333,0.4316,0.2972606382668021,1,False,-0.0953393617331977,3,8.1
80,2018-01-01,Laas Caanood,170114.66999999998,34022.934,9907.4783808,1282.6646118,0.2911999999999999,0.0377,0.26,15.746666666666668,0.1516666666666666,4.833333333333333,3.1666666666666665,0.442,0.2293654902134254,1,False,-0.0618345097865745,55,47.91666666666666
81,2018-01-01,Cadaado,81479.34,16295.868,6863.8196016,1080.4160484,0.4212,0.0663,0.15,14.24,0.185,2.333333333333333,1.8333333333333333,0.5199999999999999,0.4263710655123516,1,True,0.0051710655123515,26,18.279273408349866
82,2018-01-01,Cabudwaaq,73330.78499999999,14666.157,6177.3853284,972.3662091,0.4212,0.0663,0.14,24.223333333333333,0.215,5.833333333333333,3.6,0.5200000000000001,0.4299665440197571,1,True,0.008766544019757,25,15.0
83,2018-01-01,Luuq,100476.765,20095.353000000006,7889.435587800002,757.5948081000001,0.3926,0.0377,0.0,23.28,0.1883333333333333,5.833333333333333,1.5,0.4315999999999998,0.4123022966960434,1,True,0.0197022966960433,59,14.816666666666668
84,2018-01-01,Bu'aale,93543.3,18708.66,7345.019915999998,705.3164820000002,0.3925999999999999,0.0377,0.0,38.975,0.4233333333333333,2.1666666666666665,1.46,0.4316,0.4125181113098476,1,True,0.0199181113098477,19,29.291666666666668
85,2018-01-01,Marka,282222.765,56444.55299999999,19812.038103,4549.4309718,0.351,0.0806,0.03,14.213333333333331,0.3116666666666667,11.0,13.833333333333334,0.3692,0.3971406259324205,1,True,0.0461406259324205,60,42.16666666666666
86,2018-01-01,Qardho,174970.88999999998,34994.178,12010.001889600002,1819.697256,0.3432,0.052,0.04,7.013333333333333,0.13,1.6666666666666667,2.6666666666666665,0.4112666438059597,0.5372761677527557,1,True,0.1940761677527556,64,20.564612187195735
87,2018-01-01,Buuhoodle,71317.70999999999,14263.542,2892.6463176,593.3633472,0.2027999999999999,0.0416,0.17,27.461666666666662,0.2216666666666666,2.1666666666666665,2.4,0.3406000000000001,0.226129551832888,1,True,0.023329551832888,23,14.652775562861237
88,2018-01-01,Zeylac,64412.19,12882.438,2177.132022,200.9660328,0.1689999999999999,0.0156,0.57,12.045,0.095,4.666666666666667,1.0,0.3796,0.4330650433619875,1,True,0.2640650433619875,78,5.75
89,2018-01-01,Bulo Burto,181435.5,36287.1,14246.31546,1368.02367,0.3926,0.0377,0.25,23.03,0.2733333333333333,3.8333333333333335,7.166666666666667,0.429,0.3908949717937982,1,False,-0.0017050282062018,20,23.33333333333333
90,2018-01-01,Owdweyne,78004.845,15600.969,3163.8765132000008,649.0003104000001,0.2028,0.0416,0.3,16.495,0.15,0.5,1.2666666666666666,0.3406,0.2303423878316652,1,True,0.0275423878316651,61,14.839152045076872
91,2018-01-01,Burtinle,112734.27,22546.854,8558.785778399999,1172.436408,0.3795999999999999,0.052,0.08,10.768333333333333,0.1883333333333333,4.0,1.0,0.4524000000000001,0.4927859267135329,1,True,0.113185926713533,22,17.75477467711158
92,2018-01-01,Galdogob,85807.70999999999,17161.541999999998,6871.481416799998,981.6402024,0.4004,0.0572,0.12,14.243333333333332,0.19,2.333333333333333,1.0,0.4732,0.4695085383288688,1,True,0.0691085383288688,41,17.28034297845729
93,2018-01-01,Badhaadhe,50723.28,10144.656,3982.7919456,382.45353120000016,0.3926,0.0377,0.09,35.37666666666667,0.5016666666666667,1.5,3.0,0.4316000000000001,0.3711192650605567,1,False,-0.0214807349394433,4,13.750164986041916
94,2018-01-01,Qansax Dheere,123818.085,24763.617,7146.7798662000005,965.781063,0.2886,0.039,0.09,27.285,0.2666666666666666,6.666666666666667,2.25,0.3588,0.5092847348131929,1,True,0.2206847348131929,63,20.83333333333333
95,2018-01-01,Qandala,75823.06499999999,15164.612999999998,5204.495181599998,788.5598759999998,0.3431999999999999,0.052,0.21,9.72,0.1583333333333333,1.8333333333333333,3.333333333333333,0.4055999999999999,0.4649012053458273,1,True,0.1217012053458274,62,16.088320258374125
96,2018-01-01,Buur Hakaba,165968.46,33193.692,9579.699511200002,1294.553988,0.2886,0.039,0.1,25.53,0.3633333333333333,5.0,3.25,0.3588,0.4846909879180319,1,True,0.1960909879180318,24,16.573928133689858
97,2018-01-01,Kurtunwaarey,95730.255,19146.051,6720.263901000001,1543.1717106,0.3510000000000001,0.0805999999999999,0.18,24.39,0.365,6.5,2.0,0.3691999999999999,0.4461179568825337,1,True,0.0951179568825336,54,21.535330483021163
98,2018-01-01,Saakow,178339.81499999997,35667.963,14003.242273799997,1344.6822051,0.3925999999999999,0.0377,0.0,35.08833333333333,0.295,2.833333333333333,1.0,0.4316,0.3717999999999999,1,False,-0.0207999999999999,67,27.041666666666668
99,2018-01-01,Kismaayo,218785.545,43757.109,17179.040993399998,1649.6430093,0.3925999999999999,0.0377,0.17,29.801666666666662,0.3433333333333333,7.5,11.5,0.4255768922026957,0.4685498464822668,1,True,0.0759498464822668,53,76.66666666666667
100,2018-01-01,Gaalkacyo,584319.6,116863.92,46792.313568,6684.616223999999,0.4004,0.0571999999999999,0.29,10.981666666666667,0.18,9.333333333333334,11.833333333333334,0.4796931726673279,0.4668580324895174,1,True,0.0664580324895174,40,20.0
101,2018-01-01,Adan Yabaal,65262.95999999999,13052.592,4581.459792000001,1052.0389152,0.3510000000000001,0.0806,0.0,25.348333333333333,0.225,3.6666666666666665,2.15,0.3692,0.2789393906990287,1,False,-0.0720606093009714,0,15.0
102,2018-01-01,Garbahaarey,91374.975,18274.995,7174.763036999999,688.9673115,0.3925999999999999,0.0377,0.0,25.72833333333333,0.2533333333333333,1.6666666666666667,3.6,0.4316,0.345678336354725,1,False,-0.0469216636452748,42,14.6197908726243
103,2018-01-01,Eyl,105162.21,21032.442000000003,7983.9149832,1093.6869840000004,0.3795999999999999,0.052,0.17,5.705000000000001,0.1516666666666666,1.8333333333333333,1.0,0.4523999999999998,0.456573523755734,1,True,0.0769735237557341,39,17.412913915230646
104,2018-01-01,Garoowe,188544.915,37708.983,14314.3299468,1960.867116,0.3795999999999999,0.052,0.08,10.928333333333333,0.14,7.0,2.6666666666666665,0.458347673913086,0.5170266990935967,1,True,0.1374266990935967,43,5.729166666666667
105,2018-01-01,Doolow,42455.7,8491.14,3333.621564,320.115978,0.3926,0.0377,0.0,18.03333333333333,0.2016666666666666,1.5,2.0,0.4356257436740676,0.5392512067568789,1,True,0.1466512067568788,38,13.573303939450833
106,2018-01-01,Gebiley,146038.5,29207.7,5771.441519999999,873.31023,0.1975999999999999,0.0299,0.13,23.33833333333333,0.2083333333333333,3.8333333333333335,1.0,0.338,0.2443191130723181,1,True,0.0467191130723182,44,11.0
107,2018-01-01,Diinsoor,100108.305,20021.661,5778.251364600002,780.844779,0.2886000000000001,0.039,0.09,29.26,0.345,7.833333333333333,2.5,0.3588,0.4769534198876959,1,True,0.1883534198876958,37,38.333333333333336
108,2018-01-01,Hargeysa,1027923.705,205584.741,40623.54482159999,6146.983755900002,0.1975999999999999,0.0299,0.14,16.698333333333334,0.0,7.666666666666667,4.8,0.3425891325819686,0.2386485041615721,1,True,0.0410485041615722,45,11.166666666666666
109,2018-01-01,Dhuusamarreeb,162957.645,32591.529,13727.5520148,2160.8183727,0.4212,0.0662999999999999,0.18,22.266666666666666,0.2083333333333333,5.666666666666667,3.0,0.5273255872387238,0.3909032104916541,1,False,-0.0302967895083459,36,10.666666666666666
110,2018-01-01,Afgooye,309683.38499999995,61936.677,21739.773627,4992.0961662,0.351,0.0805999999999999,0.0,21.791666666666668,0.2733333333333334,9.833333333333334,27.666666666666668,0.3692,0.384859060068862,1,True,0.033859060068862,1,18.75
111,2018-01-01,Hobyo,142717.185,28543.437,11428.7921748,1632.6845964,0.4003999999999999,0.0572,0.25,11.230000000000002,0.1366666666666667,4.833333333333333,1.0,0.4732,0.3354148794445133,1,False,-0.0649851205554866,46,20.34127790763342
112,2018-01-01,Ceerigaabo,239221.62,47844.324,16109.183890800005,1741.5333936000004,0.3367000000000001,0.0364,0.24,18.895,0.1333333333333333,3.8333333333333335,2.5,0.4446,0.3096083862495412,1,False,-0.0270916137504589,35,44.16666666666666
113,2018-01-01,Iskushuban,82588.86,16517.772,5668.899350400001,858.9241440000003,0.3432,0.052,0.16,4.785,0.125,2.6666666666666665,3.333333333333333,0.4056,0.4846457772814762,1,True,0.1414457772814761,47,30.0
114,2018-01-01,Ceel Waaq,32041.53,6408.306000000001,2515.9009356,241.59313620000003,0.3925999999999998,0.0377,0.0,34.19166666666667,0.2783333333333333,5.833333333333333,2.5,0.4315999999999999,0.2770029164634731,1,False,-0.1155970835365267,34,12.4
115,2018-01-01,Laasqoray,186893.055,37378.611,12585.3783237,1360.5814403999998,0.3367,0.0363999999999999,0.33,9.473333333333333,0.1433333333333333,1.5,1.0,0.4446000000000001,0.2261999999999999,1,False,-0.1105000000000001,56,16.25951190247268
116,2018-01-01,Jalalaqsi,76346.775,15269.355,5994.748772999998,575.6546835,0.3925999999999999,0.0377,0.16,22.641666666666666,0.2783333333333333,4.0,4.4,0.4290000000000001,0.3858321287337016,1,False,-0.0067678712662982,48,14.298305829522576
