,date,Unnamed: 0,district,level1_name,population_analysed,area_phase,phase1_n,phase1_perc,phase2_n,phase2_perc,phase3_n,phase3_perc,phase4_n,phase4_perc,phase5_n,phase5_perc,phase3plus_n,phase3plus_perc,proj_population_analyzed,proj_area_phase,proj_analysis_period,proj_phase1_n,proj_phase1_perc,proj_phase2_n,proj_phase2_perc,proj_phase3_n,proj_phase3_perc,proj_phase4_n,proj_phase4_perc,proj_phase5_n,proj_phase5_perc,proj_phase3plus_n,proj_phase3plus_perc
0,2017-01-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
1,2017-02-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
2,2017-03-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
3,2017-04-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
4,2017-05-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
5,2017-06-01,602,Baidoa,Bay,315679,3,176780,0.56,63136,0.2,75763.0,0.24,,,,,76600,0.24,315679,3,Feb 2017 - Jun 2017,119958,0.38,72606,0.23,63136.0,0.2,59979.0,0.19,,,124100,0.39
6,2017-07-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
7,2017-08-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
8,2017-09-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
9,2017-10-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
10,2017-11-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
11,2017-12-01,529,Baidoa,Bay,315679,3,151526,0.48,37881,0.12,75763.0,0.24,47352.0,0.15,0.0,0.0,124100,0.39,449969,3,Aug 2017 - Dec 2017,166489,0.37,188987,0.42,89994.0,0.2,0.0,0.0,0.0,0.0,89993,0.2
12,2018-01-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
13,2018-02-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
14,2018-03-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
15,2018-04-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
16,2018-05-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
17,2018-06-01,456,Baidoa,Bay,315679,2,227289,0.72,69449,0.22,18941.0,0.06,0.0,0.0,0.0,0.0,20400,0.06,315679,3,Feb 2018 - Jun 2018,176780,0.56,63136,0.2,75763.0,0.24,0.0,0.0,0.0,0.0,76600,0.24
18,2018-07-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
19,2018-08-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
20,2018-09-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
21,2018-10-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
22,2018-11-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
23,2018-12-01,383,Baidoa,Bay,449969,3,155559,0.35,182168,0.4,104861.0,0.23,7380.0,0.02,,,112241,0.25,449969,3,Aug 2018 - Dec 2018,164940,0.37,186859,0.42,90790.0,0.2,7380.0,0.02,,,98170,0.22
24,2019-01-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
25,2019-02-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
26,2019-03-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
27,2019-04-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
28,2019-05-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
29,2019-06-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
30,2019-07-01,310,Baidoa,Bay,449969,3,233984,0.52,125991,0.28,76495.0,0.17,13499.0,0.03,0.0,0.0,89991,0.2,449969,3,Feb 2019 - Jun 2019,197986,0.44,107993,0.24,130491.0,0.29,13499.0,0.03,0.0,0.0,142079,0.32
31,2019-08-01,237,Baidoa,Bay,449969,2,265482,0.59,98993,0.22,71995.0,0.16,13499.0,0.03,0.0,0.0,86603,0.19,449969,3,Oct 2019 - Dec 2019,161989,0.36,130491,0.29,121492.0,0.27,31498.0,0.07,0.0,0.0,154445,0.34
32,2019-09-01,237,Baidoa,Bay,449969,2,265482,0.59,98993,0.22,71995.0,0.16,13499.0,0.03,0.0,0.0,86603,0.19,449969,3,Oct 2019 - Dec 2019,161989,0.36,130491,0.29,121492.0,0.27,31498.0,0.07,0.0,0.0,154445,0.34
33,2019-10-01,237,Baidoa,Bay,449969,2,265482,0.59,98993,0.22,71995.0,0.16,13499.0,0.03,0.0,0.0,86603,0.19,449969,3,Oct 2019 - Dec 2019,161989,0.36,130491,0.29,121492.0,0.27,31498.0,0.07,0.0,0.0,154445,0.34
34,2019-11-01,237,Baidoa,Bay,449969,2,265482,0.59,98993,0.22,71995.0,0.16,13499.0,0.03,0.0,0.0,86603,0.19,449969,3,Oct 2019 - Dec 2019,161989,0.36,130491,0.29,121492.0,0.27,31498.0,0.07,0.0,0.0,154445,0.34
35,2019-12-01,237,Baidoa,Bay,449969,2,265482,0.59,98993,0.22,71995.0,0.16,13499.0,0.03,0.0,0.0,86603,0.19,449969,3,Oct 2019 - Dec 2019,161989,0.36,130491,0.29,121492.0,0.27,31498.0,0.07,0.0,0.0,154445,0.34
36,2020-01-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
37,2020-02-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
38,2020-03-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
39,2020-04-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
40,2020-05-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
41,2020-06-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
42,2020-07-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
43,2020-08-01,164,Baidoa,Bay,515337,2,324662,0.63,118528,0.23,56687.0,0.11,15460.0,0.03,0.0,0.0,69652,0.14,515337,3,Apr 2020 - Jun 2020,298895,0.58,113374,0.22,77301.0,0.15,25767.0,0.05,0.0,0.0,100402,0.2
44,2020-09-01,90,Baidoa,Bay,515337,2,329203,0.64,112612,0.22,57684.0,0.11,15839.0,0.03,0.0,0.0,73523,0.14,515337,3,Oct 2020 - Dec 2020,223405,0.43,149592,0.29,114201.0,0.22,28139.0,0.05,0.0,0.0,142340,0.27
45,2020-10-01,90,Baidoa,Bay,515337,2,329203,0.64,112612,0.22,57684.0,0.11,15839.0,0.03,0.0,0.0,73523,0.14,515337,3,Oct 2020 - Dec 2020,223405,0.43,149592,0.29,114201.0,0.22,28139.0,0.05,0.0,0.0,142340,0.27
46,2020-11-01,90,Baidoa,Bay,515337,2,329203,0.64,112612,0.22,57684.0,0.11,15839.0,0.03,0.0,0.0,73523,0.14,515337,3,Oct 2020 - Dec 2020,223405,0.43,149592,0.29,114201.0,0.22,28139.0,0.05,0.0,0.0,142340,0.27
47,2020-12-01,90,Baidoa,Bay,515337,2,329203,0.64,112612,0.22,57684.0,0.11,15839.0,0.03,0.0,0.0,73523,0.14,515337,3,Oct 2020 - Dec 2020,223405,0.43,149592,0.29,114201.0,0.22,28139.0,0.05,0.0,0.0,142340,0.27
48,2021-01-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
49,2021-02-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
50,2021-03-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
51,2021-04-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
52,2021-05-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
53,2021-06-01,16,Baidoa,Bay,515337,2,320437,0.62,105900,0.29,79600.0,0.15,9400.0,0.02,0.0,0.0,89000,0.17,515337,3,Apr 2021 - Jun 2021,240537,0.47,118300,0.23,124100.0,0.24,32400.0,0.06,0.0,0.0,156500,0.3
54,2017-01-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
55,2017-02-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
56,2017-03-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
57,2017-04-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
58,2017-05-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
59,2017-06-01,645,Marka,Shabelle Hoose,198301,2,144760,0.73,41643,0.21,11898.0,0.06,,,,,11600,0.06,198301,2,Feb 2017 - Jun 2017,124930,0.63,37677,0.19,33711.0,0.17,1983.0,0.01,,,35400,0.18
60,2017-07-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
61,2017-08-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
62,2017-09-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
63,2017-10-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
64,2017-11-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
65,2017-12-01,572,Marka,Shabelle Hoose,198301,2,138811,0.7,27762,0.14,31728.0,0.16,1983.0,0.01,0.0,0.0,32500,0.17,197917,1,Aug 2017 - Dec 2017,172188,0.87,25729,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
66,2018-01-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
67,2018-02-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
68,2018-03-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
69,2018-04-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
70,2018-05-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
71,2018-06-01,499,Marka,Shabelle Hoose,198301,2,154675,0.78,37677,0.19,5949.0,0.03,0.0,0.0,0.0,0.0,6600,0.03,198301,2,Feb 2018 - Jun 2018,138811,0.7,47592,0.24,9915.0,0.05,1983.0,0.01,0.0,0.0,11300,0.06
72,2018-07-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
73,2018-08-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
74,2018-09-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
75,2018-10-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
76,2018-11-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
77,2018-12-01,426,Marka,Shabelle Hoose,197917,2,125336,0.63,72581,0.37,,,,,,,0,0.0,197917,1,Aug 2018 - Dec 2018,172130,0.87,25787,0.13,,,,,,,0,0.0
78,2019-01-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
79,2019-02-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
80,2019-03-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
81,2019-04-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
82,2019-05-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
83,2019-06-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
84,2019-07-01,353,Marka,Shabelle Hoose,197917,1,180104,0.91,11875,0.06,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03,197917,1,Feb 2019 - Jun 2019,178125,0.9,13854,0.07,5938.0,0.03,0.0,0.0,0.0,0.0,5016,0.03
85,2019-08-01,280,Marka,Shabelle Hoose,197917,2,122709,0.62,63333,0.32,7917.0,0.04,1979.0,0.01,0.0,0.0,10168,0.05,197917,2,Oct 2019 - Dec 2019,75208,0.38,100938,0.51,15833.0,0.08,5938.0,0.03,0.0,0.0,20064,0.11
86,2019-09-01,280,Marka,Shabelle Hoose,197917,2,122709,0.62,63333,0.32,7917.0,0.04,1979.0,0.01,0.0,0.0,10168,0.05,197917,2,Oct 2019 - Dec 2019,75208,0.38,100938,0.51,15833.0,0.08,5938.0,0.03,0.0,0.0,20064,0.11
87,2019-10-01,280,Marka,Shabelle Hoose,197917,2,122709,0.62,63333,0.32,7917.0,0.04,1979.0,0.01,0.0,0.0,10168,0.05,197917,2,Oct 2019 - Dec 2019,75208,0.38,100938,0.51,15833.0,0.08,5938.0,0.03,0.0,0.0,20064,0.11
88,2019-11-01,280,Marka,Shabelle Hoose,197917,2,122709,0.62,63333,0.32,7917.0,0.04,1979.0,0.01,0.0,0.0,10168,0.05,197917,2,Oct 2019 - Dec 2019,75208,0.38,100938,0.51,15833.0,0.08,5938.0,0.03,0.0,0.0,20064,0.11
89,2019-12-01,280,Marka,Shabelle Hoose,197917,2,122709,0.62,63333,0.32,7917.0,0.04,1979.0,0.01,0.0,0.0,10168,0.05,197917,2,Oct 2019 - Dec 2019,75208,0.38,100938,0.51,15833.0,0.08,5938.0,0.03,0.0,0.0,20064,0.11
90,2020-01-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
91,2020-02-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
92,2020-03-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
93,2020-04-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
94,2020-05-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
95,2020-06-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
96,2020-07-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
97,2020-08-01,207,Marka,Shabelle Hoose,180336,2,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06,180336,2,Apr 2020 - Jun 2020,131645,0.73,39674,0.22,7213.0,0.04,3607.0,0.02,0.0,0.0,9545,0.06
98,2020-09-01,133,Marka,Shabelle Hoose,180336,2,135150,0.75,30860,0.17,12227.0,0.07,2100.0,0.01,0.0,0.0,14327,0.08,180336,2,Oct 2020 - Dec 2020,119830,0.66,39124,0.22,17182.0,0.1,4200.0,0.02,0.0,0.0,21382,0.12
99,2020-10-01,133,Marka,Shabelle Hoose,180336,2,135150,0.75,30860,0.17,12227.0,0.07,2100.0,0.01,0.0,0.0,14327,0.08,180336,2,Oct 2020 - Dec 2020,119830,0.66,39124,0.22,17182.0,0.1,4200.0,0.02,0.0,0.0,21382,0.12
100,2020-11-01,133,Marka,Shabelle Hoose,180336,2,135150,0.75,30860,0.17,12227.0,0.07,2100.0,0.01,0.0,0.0,14327,0.08,180336,2,Oct 2020 - Dec 2020,119830,0.66,39124,0.22,17182.0,0.1,4200.0,0.02,0.0,0.0,21382,0.12
