,date,Unnamed: 0,district,level1_name,population_analysed,area_phase,phase1_n,phase1_perc,phase2_n,phase2_perc,phase3_n,phase3_perc,phase4_n,phase4_perc,phase5_n,phase5_perc,phase3plus_n,phase3plus_perc,proj_population_analyzed,proj_area_phase,proj_analysis_period,proj_phase1_n,proj_phase1_perc,proj_phase2_n,proj_phase2_perc,proj_phase3_n,proj_phase3_perc,proj_phase4_n,proj_phase4_perc,proj_phase5_n,proj_phase5_perc,proj_phase3plus_n,proj_phase3plus_perc
1006,2019-11-01,262,Gaalkacyo,Mudug,420293,2,243770,0.58,130291,0.31,37826.0,0.09,4203.0,0.01,0.0,0.0,44256,0.1,420293,2,Oct 2019 - Dec 2019,210147,0.5,142900,0.34,54638.0,0.13,12609.0,0.03,0.0,0.0,66062,0.16
1007,2019-12-01,262,Gaalkacyo,Mudug,420293,2,243770,0.58,130291,0.31,37826.0,0.09,4203.0,0.01,0.0,0.0,44256,0.1,420293,2,Oct 2019 - Dec 2019,210147,0.5,142900,0.34,54638.0,0.13,12609.0,0.03,0.0,0.0,66062,0.16
1008,2020-01-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1009,2020-02-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1010,2020-03-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1011,2020-04-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1012,2020-05-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1013,2020-06-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1014,2020-07-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1015,2020-08-01,189,Gaalkacyo,Mudug,377473,2,200061,0.53,120791,0.32,45297.0,0.12,11324.0,0.03,0.0,0.0,55598,0.15,377473,2,Apr 2020 - Jun 2020,181187,0.48,128341,0.34,52846.0,0.14,15099.0,0.04,0.0,0.0,69442,0.18
1016,2020-09-01,115,Gaalkacyo,Mudug,377473,2,229795,0.61,104689,0.28,40368.0,0.11,2621.0,0.01,0.0,0.0,42989,0.12,377473,3,Oct 2020 - Dec 2020,185545,0.49,114340,0.3,72346.0,0.19,5242.0,0.01,0.0,0.0,77588,0.2
1017,2020-10-01,115,Gaalkacyo,Mudug,377473,2,229795,0.61,104689,0.28,40368.0,0.11,2621.0,0.01,0.0,0.0,42989,0.12,377473,3,Oct 2020 - Dec 2020,185545,0.49,114340,0.3,72346.0,0.19,5242.0,0.01,0.0,0.0,77588,0.2
1018,2020-11-01,115,Gaalkacyo,Mudug,377473,2,229795,0.61,104689,0.28,40368.0,0.11,2621.0,0.01,0.0,0.0,42989,0.12,377473,3,Oct 2020 - Dec 2020,185545,0.49,114340,0.3,72346.0,0.19,5242.0,0.01,0.0,0.0,77588,0.2
1019,2020-12-01,115,Gaalkacyo,Mudug,377473,2,229795,0.61,104689,0.28,40368.0,0.11,2621.0,0.01,0.0,0.0,42989,0.12,377473,3,Oct 2020 - Dec 2020,185545,0.49,114340,0.3,72346.0,0.19,5242.0,0.01,0.0,0.0,77588,0.2
1020,2021-01-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1021,2021-02-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1022,2021-03-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1023,2021-04-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1024,2021-05-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1025,2021-06-01,41,Gaalkacyo,Mudug,377473,2,209773,0.56,111300,0.3,50900.0,0.13,5500.0,0.01,0.0,0.0,56400,0.14,377473,3,Apr 2021 - Jun 2021,144073,0.38,111300,0.29,94900.0,0.25,27200.0,0.07,0.0,0.0,122100,0.32
1026,2017-01-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1027,2017-02-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1028,2017-03-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1029,2017-04-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1030,2017-05-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1031,2017-06-01,657,Berbera,Woqooyi Galbeed,176008,2,114405,0.65,44002,0.25,17601.0,0.1,,,,,17800,0.1,176008,2,Feb 2017 - Jun 2017,100325,0.57,52802,0.3,19361.0,0.11,3520.0,0.02,,,22300,0.13
1032,2017-07-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1033,2017-08-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1034,2017-09-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1035,2017-10-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1036,2017-11-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1037,2017-12-01,584,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,31500,0.17,178810,2,Aug 2017 - Dec 2017,87617,0.49,59007,0.33,23245.0,0.13,8941.0,0.05,0.0,0.0,32185,0.18
1038,2018-01-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1039,2018-02-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1040,2018-03-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1041,2018-04-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1042,2018-05-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1043,2018-06-01,511,Berbera,Woqooyi Galbeed,176008,2,100325,0.57,44002,0.25,24641.0,0.14,5280.0,0.03,0.0,0.0,30600,0.17,176008,3,Feb 2018 - Jun 2018,89764,0.51,31681,0.18,36962.0,0.21,17601.0,0.1,0.0,0.0,54700,0.31
1044,2018-07-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1045,2018-08-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1046,2018-09-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1047,2018-10-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1048,2018-11-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1049,2018-12-01,438,Berbera,Woqooyi Galbeed,178810,3,97511,0.55,41613,0.23,39686.0,0.22,,,,,39686,0.22,178810,2,Aug 2018 - Dec 2018,86819,0.49,59152,0.33,24091.0,0.13,8748.0,0.05,,,32839,0.18
1050,2019-01-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1051,2019-02-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1052,2019-03-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1053,2019-04-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1054,2019-05-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1055,2019-06-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1056,2019-07-01,365,Berbera,Woqooyi Galbeed,178810,3,67948,0.38,73312,0.41,30398.0,0.17,5364.0,0.03,0.0,0.0,35879,0.2,178810,3,Feb 2019 - Jun 2019,64372,0.36,78676,0.44,28610.0,0.16,8941.0,0.05,0.0,0.0,36357,0.21
1057,2019-08-01,292,Berbera,Woqooyi Galbeed,178810,2,78676,0.44,80465,0.45,12517.0,0.07,5364.0,0.03,0.0,0.0,19312,0.1,178810,3,Oct 2019 - Dec 2019,62584,0.35,80465,0.45,25033.0,0.14,10729.0,0.06,0.0,0.0,35753,0.2
1058,2019-09-01,292,Berbera,Woqooyi Galbeed,178810,2,78676,0.44,80465,0.45,12517.0,0.07,5364.0,0.03,0.0,0.0,19312,0.1,178810,3,Oct 2019 - Dec 2019,62584,0.35,80465,0.45,25033.0,0.14,10729.0,0.06,0.0,0.0,35753,0.2
1059,2019-10-01,292,Berbera,Woqooyi Galbeed,178810,2,78676,0.44,80465,0.45,12517.0,0.07,5364.0,0.03,0.0,0.0,19312,0.1,178810,3,Oct 2019 - Dec 2019,62584,0.35,80465,0.45,25033.0,0.14,10729.0,0.06,0.0,0.0,35753,0.2
1060,2019-11-01,292,Berbera,Woqooyi Galbeed,178810,2,78676,0.44,80465,0.45,12517.0,0.07,5364.0,0.03,0.0,0.0,19312,0.1,178810,3,Oct 2019 - Dec 2019,62584,0.35,80465,0.45,25033.0,0.14,10729.0,0.06,0.0,0.0,35753,0.2
1061,2019-12-01,292,Berbera,Woqooyi Galbeed,178810,2,78676,0.44,80465,0.45,12517.0,0.07,5364.0,0.03,0.0,0.0,19312,0.1,178810,3,Oct 2019 - Dec 2019,62584,0.35,80465,0.45,25033.0,0.14,10729.0,0.06,0.0,0.0,35753,0.2
1062,2020-01-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1063,2020-02-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1064,2020-03-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1065,2020-04-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1066,2020-05-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1067,2020-06-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1068,2020-07-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1069,2020-08-01,219,Berbera,Woqooyi Galbeed,179997,2,120598,0.67,43199,0.24,12600.0,0.07,3600.0,0.02,0.0,0.0,15105,0.09,179997,2,Apr 2020 - Jun 2020,116998,0.65,46799,0.26,14400.0,0.08,3600.0,0.02,0.0,0.0,17025,0.1
1070,2020-09-01,145,Berbera,Woqooyi Galbeed,179997,2,114134,0.63,43788,0.24,13843.0,0.08,8232.0,0.05,0.0,0.0,22075,0.13,179997,2,Oct 2020 - Dec 2020,95300,0.53,49823,0.28,25269.0,0.14,9605.0,0.05,0.0,0.0,34874,0.19
1071,2020-10-01,145,Berbera,Woqooyi Galbeed,179997,2,114134,0.63,43788,0.24,13843.0,0.08,8232.0,0.05,0.0,0.0,22075,0.13,179997,2,Oct 2020 - Dec 2020,95300,0.53,49823,0.28,25269.0,0.14,9605.0,0.05,0.0,0.0,34874,0.19
1072,2020-11-01,145,Berbera,Woqooyi Galbeed,179997,2,114134,0.63,43788,0.24,13843.0,0.08,8232.0,0.05,0.0,0.0,22075,0.13,179997,2,Oct 2020 - Dec 2020,95300,0.53,49823,0.28,25269.0,0.14,9605.0,0.05,0.0,0.0,34874,0.19
1073,2020-12-01,145,Berbera,Woqooyi Galbeed,179997,2,114134,0.63,43788,0.24,13843.0,0.08,8232.0,0.05,0.0,0.0,22075,0.13,179997,2,Oct 2020 - Dec 2020,95300,0.53,49823,0.28,25269.0,0.14,9605.0,0.05,0.0,0.0,34874,0.19
1074,2021-01-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1075,2021-02-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1076,2021-03-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1077,2021-04-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1078,2021-05-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1079,2021-06-01,71,Berbera,Woqooyi Galbeed,179997,2,119497,0.66,36000,0.28,19100.0,0.11,5400.0,0.03,0.0,0.0,24500,0.14,179997,3,Apr 2021 - Jun 2021,95897,0.53,45000,0.25,28700.0,0.16,10400.0,0.06,0.0,0.0,39100,0.22
1080,2017-01-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1081,2017-02-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1082,2017-03-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1083,2017-04-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1084,2017-05-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1085,2017-06-01,620,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,6539.0,0.06,,,,,6300,0.06,108986,2,Feb 2017 - Jun 2017,68661,0.63,20707,0.19,19617.0,0.18,,,,,19600,0.18
1086,2017-07-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1087,2017-08-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1088,2017-09-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1089,2017-10-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1090,2017-11-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1091,2017-12-01,547,Bu'aale,Juba Dhexe,108986,2,76290,0.7,26157,0.24,7629.0,0.07,0.0,0.0,0.0,0.0,7200,0.07,102233,2,Aug 2017 - Dec 2017,72585,0.71,26581,0.26,3067.0,0.03,0.0,0.0,0.0,0.0,3066,0.03
1092,2018-01-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1093,2018-02-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1094,2018-03-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1095,2018-04-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1096,2018-05-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1097,2018-06-01,474,Bu'aale,Juba Dhexe,108986,1,94818,0.87,14168,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108986,1,Feb 2018 - Jun 2018,91548,0.84,17438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1098,2018-07-01,401,Bu'aale,Juba Dhexe,102233,2,66716,0.65,26124,0.26,9353.0,0.09,,,,,9353,0.09,102233,2,Aug 2018 - Dec 2018,72186,0.71,26929,0.26,3118.0,0.03,,,,,3118,0.03
1099,2018-08-01,401,Bu'aale,Juba Dhexe,102233,2,66716,0.65,26124,0.26,9353.0,0.09,,,,,9353,0.09,102233,2,Aug 2018 - Dec 2018,72186,0.71,26929,0.26,3118.0,0.03,,,,,3118,0.03
1100,2018-09-01,401,Bu'aale,Juba Dhexe,102233,2,66716,0.65,26124,0.26,9353.0,0.09,,,,,9353,0.09,102233,2,Aug 2018 - Dec 2018,72186,0.71,26929,0.26,3118.0,0.03,,,,,3118,0.03
1101,2018-10-01,401,Bu'aale,Juba Dhexe,102233,2,66716,0.65,26124,0.26,9353.0,0.09,,,,,9353,0.09,102233,2,Aug 2018 - Dec 2018,72186,0.71,26929,0.26,3118.0,0.03,,,,,3118,0.03
1102,2018-11-01,401,Bu'aale,Juba Dhexe,102233,2,66716,0.65,26124,0.26,9353.0,0.09,,,,,9353,0.09,102233,2,Aug 2018 - Dec 2018,72186,0.71,26929,0.26,3118.0,0.03,,,,,3118,0.03
