,date,district,prevalence,next_prevalence,prevalence_6lag,ndvi,ipc,population,month,district_encoded,increase
1046,2018-09-01,Ceel Buur,0.3602624374798162,0.3602624374798162,0.4212,0.2,0.17,75284.97791694281,9,32,True
1048,2018-09-01,Taleex,0.2547557920787028,0.2547557920787028,0.2912,0.11,0.44,38521.922596223885,9,71,True
1049,2018-09-01,Cabudwaaq,0.4299665440197571,0.4299665440197571,0.4212,0.21,0.17,148952.26299964866,9,25,True
1051,2018-09-01,Gaalkacyo,0.4668580324895174,0.4668580324895174,0.4004,0.17,0.19,420293.0224489165,9,40,True
1052,2018-09-01,Caluula,0.4507637375759017,0.4507637375759017,0.3432,0.15,0.05,49878.02246678231,9,28,True
1053,2018-09-01,Doolow,0.5392512067568789,0.5392512067568789,0.3926,0.19,0.42,70367.24202467134,9,38,True
1054,2018-09-01,Borama,0.2406251937071188,0.2406251937071188,0.1690000000000001,0.26,0.16,397759.659833392,9,17,True
1056,2018-09-01,Luuq,0.4123022966960434,0.4123022966960434,0.3926,0.2,0.06,42201.02354780796,9,59,True
1057,2018-09-01,Burco,0.2211366753028379,0.2211366753028379,0.2028,0.18,0.12,440966.7506063085,9,21,True
1058,2018-09-01,Buur Hakaba,0.4846909879180319,0.4846909879180319,0.2886,0.35,0.1,128204.6513460276,9,24,True
1059,2018-09-01,Cadaado,0.4263710655123516,0.4263710655123516,0.4212,0.18,0.14,108059.64692015851,9,26,True
1060,2018-09-01,Jariiban,0.4050420526164857,0.4050420526164857,0.4004,0.15,0.13,77164.65979907343,9,50,True
1061,2018-09-01,Ceel Waaq,0.2770029164634731,0.2770029164634731,0.3925999999999998,0.3,0.07,42841.35404644698,9,34,True
1062,2018-09-01,Qansax Dheere,0.5092847348131929,0.5092847348131929,0.2886,0.24,0.11,69363.1772816809,9,63,True
1063,2018-09-01,Belet Xaawo,0.3942363701220913,0.3942363701220913,0.3926,0.26,0.03,80263.42747402092,9,15,True
1064,2018-09-01,Gebiley,0.2443191130723181,0.2443191130723181,0.1975999999999999,0.27,0.22,103448.69292549856,9,44,True
1065,2018-09-01,Adan Yabaal,0.2789393906990287,0.2789393906990287,0.3510000000000001,0.2,0.0,37859.154953401936,9,0,True
1066,2018-09-01,Baki,0.2761092768701464,0.2761092768701464,0.169,0.16,0.14,99262.17263864214,9,7,True
1067,2018-09-01,Bulo Burto,0.3908949717937982,0.3908949717937982,0.3926,0.26,0.12,126308.10395590446,9,20,True
1068,2018-09-01,Berbera,0.2949701973955382,0.2949701973955382,0.1976,0.11,0.22,178810.11668822702,9,16,True
1069,2018-09-01,Qandala,0.4649012053458273,0.4649012053458273,0.3431999999999999,0.15,0.08,50358.19680656703,9,62,True
1070,2018-09-01,Kismaayo,0.4685498464822668,0.4685498464822668,0.3925999999999999,0.38,0.4,194982.61424177085,9,53,True
1071,2018-09-01,Caynabo,0.2428031590674251,0.2428031590674251,0.2911999999999999,0.15,0.44,38882.923681135246,9,29,True
1072,2018-09-01,Owdweyne,0.2303423878316652,0.2303423878316652,0.2028,0.16,0.1,99751.78651328415,9,61,True
1073,2018-09-01,Bu'aale,0.4125181113098476,0.4125181113098476,0.3925999999999999,0.4,0.09,102232.682999872,9,19,True
1074,2018-09-01,Xarardheere,0.3447106682656731,0.3447106682656731,0.4004000000000001,0.18,0.03,34095.52790194442,9,75,True
1075,2018-09-01,Xudun,0.2431695325710332,0.2431695325710332,0.2912,0.12,0.54,29233.817803085487,9,76,True
1076,2018-09-01,Wanla Weyn,0.3788174337777663,0.3788174337777663,0.351,0.27,0.0,105508.44272316828,9,74,True
1078,2018-09-01,Badhaadhe,0.3711192650605567,0.3711192650605567,0.3926,0.52,0.0,41293.78545781948,9,4,True
1079,2018-09-01,Ceel Barde,0.34701491572768,0.34701491572768,0.4861999999999998,0.24,0.0,62204.20387382111,9,31,True
1080,2018-09-01,Galdogob,0.4695085383288688,0.4695085383288688,0.4004,0.17,0.09,96228.94625799869,9,41,True
1081,2018-09-01,Ceerigaabo,0.3096083862495412,0.3096083862495412,0.3367000000000001,0.13,0.14,186214.57602082423,9,35,True
1082,2018-09-01,Afgooye,0.384859060068862,0.384859060068862,0.351,0.31,0.0,262835.8188681545,9,1,True
1083,2018-09-01,Marka,0.3971406259324205,0.3971406259324205,0.351,0.4,0.0,197917.20494918805,9,60,True
1084,2018-09-01,Bandarbeyla,0.499901764184284,0.499901764184284,0.3432000000000001,0.12,0.05,14286.58526534636,9,10,True
1085,2018-09-01,Qardho,0.5372761677527557,0.5372761677527557,0.3432,0.12,0.08,80478.15211908707,9,64,True
1086,2018-09-01,Ceel Afweyn,0.2906972787612182,0.2906972787612182,0.3367,0.14,0.15,119189.63988343433,9,30,True
1087,2018-09-01,Cadale,0.2829201738380863,0.2829201738380863,0.351,0.2,0.0,83698.7844852664,9,27,True
1088,2018-09-01,Sheikh,0.2505864840856458,0.2505864840856458,0.2028,0.17,0.05,65965.83992880996,9,70,True
1089,2018-09-01,Lughaye,0.4196119285022721,0.4196119285022721,0.169,0.1,0.41,99442.45554944112,9,58,True
1090,2018-09-01,Qoryooley,0.4363798525409664,0.4363798525409664,0.351,0.4,0.0,282277.1749967973,9,65,True
1091,2018-09-01,Belet Weyne,0.4637281725694139,0.4637281725694139,0.3926,0.22,0.22,257210.9053470947,9,13,True
1092,2018-09-01,Hargeysa,0.2386485041615721,0.2386485041615721,0.1975999999999999,0.0,0.23,959744.1903862744,9,45,True
1093,2018-09-01,Baardheere,0.2972606382668021,0.2972606382668021,0.3925999999999999,0.26,0.07,122284.68350495162,9,3,True
1095,2018-09-01,Jowhar,0.3830459721840857,0.3830459721840857,0.351,0.31,0.03,183042.93582933792,9,52,True
1096,2018-09-01,Burtinle,0.4927859267135329,0.4927859267135329,0.3795999999999999,0.16,0.07,61401.072470727006,9,22,True
1097,2018-09-01,Diinsoor,0.4769534198876959,0.4769534198876959,0.2886000000000001,0.31,0.08,144645.3749179251,9,37,True
1098,2018-09-01,Xudur,0.4689020964811947,0.4689020964811947,0.4862,0.25,0.11,119822.71253135678,9,77,True
1099,2018-09-01,Laas Caanood,0.2293654902134254,0.2293654902134254,0.2911999999999999,0.13,0.41,220788.33591955536,9,55,True
1101,2018-09-01,Sablaale,0.4309610549243231,0.4309610549243231,0.3510000000000001,0.48,0.0,24953.239247136426,9,69,True
1103,2018-09-01,Jamaame,0.4077438698894172,0.4077438698894172,0.3926,0.45,0.08,72274.03765624086,9,49,True
1105,2018-09-01,Dhuusamarreeb,0.3909032104916541,0.3909032104916541,0.4212,0.19,0.25,134132.73415617252,9,36,True
1106,2018-09-01,Eyl,0.456573523755734,0.456573523755734,0.3795999999999999,0.14,0.09,92352.216683081,9,39,True
1107,2018-09-01,Zeylac,0.4330650433619875,0.4330650433619875,0.1689999999999999,0.11,0.4,76799.71197431434,9,78,True
1108,2018-09-01,Baraawe,0.3785774588022779,0.3785774588022779,0.3510000000000001,0.3,0.0,71451.00452711528,9,11,True
1109,2018-09-01,Buuhoodle,0.226129551832888,0.226129551832888,0.2027999999999999,0.2,0.07,114678.62295159738,9,23,True
1110,2018-09-01,Garoowe,0.5170266990935967,0.5170266990935967,0.3795999999999999,0.12,0.06,238943.83260569465,9,43,True
1112,2018-09-01,Ceel Dheer,0.3142399717243435,0.3142399717243435,0.4211999999999999,0.19,0.13,103004.37800500816,9,33,True
1113,2018-09-01,Afmadow,0.3680877161916911,0.3680877161916911,0.3925999999999999,0.33,0.05,180756.29518407176,9,2,True
1114,2018-09-01,Balcad,0.3580405856281527,0.3580405856281527,0.351,0.3,0.03,211434.1247319937,9,8,True
1115,2018-09-01,Garbahaarey,0.345678336354725,0.345678336354725,0.3925999999999999,0.24,0.02,150445.26937163374,9,42,True
1116,2018-09-01,Iskushuban,0.4846457772814762,0.4846457772814762,0.3432,0.12,0.08,60361.40289872798,9,47,True
1117,2018-09-01,Tayeeglow,0.3502607787971933,0.3502607787971933,0.4861999999999999,0.29,0.06,62826.76428427834,9,72,True
1118,2018-09-01,Hobyo,0.3354148794445133,0.3354148794445133,0.4003999999999999,0.16,0.15,90079.84358712788,9,46,True
1119,2018-09-01,Bossaso,0.482210605259551,0.482210605259551,0.3432,0.14,0.26,474784.6404434893,9,18,True
1120,2018-09-01,Jalalaqsi,0.3858321287337016,0.3858321287337016,0.3925999999999999,0.27,0.09,137166.99069700082,9,48,True
1121,2018-09-01,Kurtunwaarey,0.4461179568825337,0.4461179568825337,0.3510000000000001,0.5,0.0,257277.9921167836,9,54,True
1122,2018-10-01,Baki,0.2761092768701464,0.2761092768701464,0.169,0.16,0.14,99262.17263864214,10,7,True
1123,2018-10-01,Sheikh,0.2505864840856458,0.2505864840856458,0.2028,0.23,0.05,65965.83992880996,10,70,True
1124,2018-10-01,Owdweyne,0.2303423878316652,0.2303423878316652,0.2028,0.18,0.1,99751.78651328415,10,61,True
1125,2018-10-01,Gebiley,0.2443191130723181,0.2443191130723181,0.1975999999999999,0.24,0.22,103448.69292549856,10,44,True
1126,2018-10-01,Buuhoodle,0.226129551832888,0.226129551832888,0.2027999999999999,0.32,0.07,114678.62295159738,10,23,True
1127,2018-10-01,Caynabo,0.2428031590674251,0.2428031590674251,0.2911999999999999,0.19,0.44,38882.923681135246,10,29,True
1128,2018-10-01,Adan Yabaal,0.2789393906990287,0.2789393906990287,0.3510000000000001,0.24,0.0,37859.154953401936,10,0,True
1129,2018-10-01,Kismaayo,0.4685498464822668,0.4685498464822668,0.3925999999999999,0.36,0.4,194982.61424177085,10,53,True
1130,2018-10-01,Sablaale,0.4309610549243231,0.4309610549243231,0.3510000000000001,0.46,0.0,24953.239247136426,10,69,True
1132,2018-10-01,Kurtunwaarey,0.4461179568825337,0.4461179568825337,0.3510000000000001,0.46,0.0,257277.9921167836,10,54,True
1133,2018-10-01,Cadaado,0.4263710655123516,0.4263710655123516,0.4212,0.22,0.14,108059.64692015851,10,26,True
1134,2018-10-01,Baraawe,0.3785774588022779,0.3785774588022779,0.3510000000000001,0.27,0.0,71451.00452711528,10,11,True
1135,2018-10-01,Bulo Burto,0.3908949717937982,0.3908949717937982,0.3926,0.35,0.12,126308.10395590446,10,20,True
1136,2018-10-01,Ceel Dheer,0.3142399717243435,0.3142399717243435,0.4211999999999999,0.23,0.13,103004.37800500816,10,33,True
1137,2018-10-01,Zeylac,0.4330650433619875,0.4330650433619875,0.1689999999999999,0.11,0.4,76799.71197431434,10,78,True
1138,2018-10-01,Ceel Waaq,0.2770029164634731,0.2770029164634731,0.3925999999999998,0.32,0.07,42841.35404644698,10,34,True
1139,2018-10-01,Qansax Dheere,0.5092847348131929,0.5092847348131929,0.2886,0.27,0.11,69363.1772816809,10,63,True
1140,2018-10-01,Berbera,0.2949701973955382,0.2949701973955382,0.1976,0.12,0.22,178810.11668822702,10,16,True
1141,2018-10-01,Burtinle,0.4927859267135329,0.4927859267135329,0.3795999999999999,0.22,0.07,61401.072470727006,10,22,True
1142,2018-10-01,Borama,0.2406251937071188,0.2406251937071188,0.1690000000000001,0.25,0.16,397759.659833392,10,17,True
1143,2018-10-01,Lughaye,0.4196119285022721,0.4196119285022721,0.169,0.11,0.41,99442.45554944112,10,58,True
1144,2018-10-01,Garoowe,0.5170266990935967,0.5170266990935967,0.3795999999999999,0.15,0.06,238943.83260569465,10,43,True
1145,2018-10-01,Jalalaqsi,0.3858321287337016,0.3858321287337016,0.3925999999999999,0.29,0.09,137166.99069700082,10,48,True
1146,2018-10-01,Balcad,0.3580405856281527,0.3580405856281527,0.351,0.27,0.03,211434.1247319937,10,8,True
1148,2018-10-01,Gaalkacyo,0.4668580324895174,0.4668580324895174,0.4004,0.2,0.19,420293.0224489165,10,40,True
1149,2018-10-01,Garbahaarey,0.345678336354725,0.345678336354725,0.3925999999999999,0.26,0.02,150445.26937163374,10,42,True
1150,2018-10-01,Luuq,0.4123022966960434,0.4123022966960434,0.3926,0.2,0.06,42201.02354780796,10,59,True
1152,2018-10-01,Bossaso,0.482210605259551,0.482210605259551,0.3432,0.15,0.26,474784.6404434893,10,18,True
1153,2018-10-01,Cabudwaaq,0.4299665440197571,0.4299665440197571,0.4212,0.23,0.17,148952.26299964866,10,25,True
1154,2018-10-01,Dhuusamarreeb,0.3909032104916541,0.3909032104916541,0.4212,0.22,0.25,134132.73415617252,10,36,True
1155,2018-10-01,Eyl,0.456573523755734,0.456573523755734,0.3795999999999999,0.16,0.09,92352.216683081,10,39,True
1157,2018-10-01,Qoryooley,0.4363798525409664,0.4363798525409664,0.351,0.36,0.0,282277.1749967973,10,65,True
1158,2018-10-01,Bu'aale,0.4125181113098476,0.4125181113098476,0.3925999999999999,0.38,0.09,102232.682999872,10,19,True
1159,2018-10-01,Ceel Buur,0.3602624374798162,0.3602624374798162,0.4212,0.27,0.17,75284.97791694281,10,32,True
1160,2018-10-01,Hobyo,0.3354148794445133,0.3354148794445133,0.4003999999999999,0.17,0.15,90079.84358712788,10,46,True
1161,2018-10-01,Hargeysa,0.2386485041615721,0.2386485041615721,0.1975999999999999,0.0,0.23,959744.1903862744,10,45,True
1162,2018-10-01,Marka,0.3971406259324205,0.3971406259324205,0.351,0.41,0.0,197917.20494918805,10,60,True
1164,2018-10-01,Jamaame,0.4077438698894172,0.4077438698894172,0.3926,0.4,0.08,72274.03765624086,10,49,True
1165,2018-10-01,Buur Hakaba,0.4846909879180319,0.4846909879180319,0.2886,0.36,0.1,128204.6513460276,10,24,True
1166,2018-10-01,Ceerigaabo,0.3096083862495412,0.3096083862495412,0.3367000000000001,0.14,0.14,186214.57602082423,10,35,True
1167,2018-10-01,Baardheere,0.2972606382668021,0.2972606382668021,0.3925999999999999,0.28,0.07,122284.68350495162,10,3,True
1168,2018-10-01,Burco,0.2211366753028379,0.2211366753028379,0.2028,0.22,0.12,440966.7506063085,10,21,True
1169,2018-10-01,Qardho,0.5372761677527557,0.5372761677527557,0.3432,0.14,0.08,80478.15211908707,10,64,True
1170,2018-10-01,Cadale,0.2829201738380863,0.2829201738380863,0.351,0.2,0.0,83698.7844852664,10,27,True
1173,2018-10-01,Xarardheere,0.3447106682656731,0.3447106682656731,0.4004000000000001,0.23,0.03,34095.52790194442,10,75,True
1174,2018-10-01,Jilib,0.4060356888423295,0.4060356888423295,0.3925999999999999,0.41,0.08,177363.81212203606,10,51,True
1175,2018-10-01,Galdogob,0.4695085383288688,0.4695085383288688,0.4004,0.21,0.09,96228.94625799869,10,41,True
1176,2018-10-01,Badhaadhe,0.3711192650605567,0.3711192650605567,0.3926,0.46,0.0,41293.78545781948,10,4,True
1177,2018-10-01,Belet Weyne,0.4637281725694139,0.4637281725694139,0.3926,0.27,0.22,257210.9053470947,10,13,True
1178,2018-10-01,Bandarbeyla,0.499901764184284,0.499901764184284,0.3432000000000001,0.13,0.05,14286.58526534636,10,10,True
1179,2018-10-01,Afgooye,0.384859060068862,0.384859060068862,0.351,0.27,0.0,262835.8188681545,10,1,True
1180,2018-10-01,Taleex,0.2547557920787028,0.2547557920787028,0.2912,0.13,0.44,38521.922596223885,10,71,True
1181,2018-10-01,Diinsoor,0.4769534198876959,0.4769534198876959,0.2886000000000001,0.35,0.08,144645.3749179251,10,37,True
1182,2018-10-01,Laas Caanood,0.2293654902134254,0.2293654902134254,0.2911999999999999,0.16,0.41,220788.33591955536,10,55,True
1183,2018-10-01,Belet Xaawo,0.3942363701220913,0.3942363701220913,0.3926,0.28,0.03,80263.42747402092,10,15,True
1184,2018-10-01,Caluula,0.4507637375759017,0.4507637375759017,0.3432,0.17,0.05,49878.02246678231,10,28,True
1185,2018-10-01,Qandala,0.4649012053458273,0.4649012053458273,0.3431999999999999,0.16,0.08,50358.19680656703,10,62,True
1186,2018-10-01,Waajid,0.4748949097855825,0.4748949097855825,0.4861999999999999,0.28,0.09,122373.31931054375,10,73,True
1187,2018-10-01,Ceel Barde,0.34701491572768,0.34701491572768,0.4861999999999998,0.33,0.0,62204.20387382111,10,31,True
1188,2018-10-01,Wanla Weyn,0.3788174337777663,0.3788174337777663,0.351,0.28,0.0,105508.44272316828,10,74,True
1189,2018-10-01,Iskushuban,0.4846457772814762,0.4846457772814762,0.3432,0.13,0.08,60361.40289872798,10,47,True
1190,2018-10-01,Xudur,0.4689020964811947,0.4689020964811947,0.4862,0.32,0.11,119822.71253135678,10,77,True
1191,2018-10-01,Jowhar,0.3830459721840857,0.3830459721840857,0.351,0.31,0.03,183042.93582933792,10,52,True
1192,2018-10-01,Ceel Afweyn,0.2906972787612182,0.2906972787612182,0.3367,0.16,0.15,119189.63988343433,10,30,True
1193,2018-10-01,Tayeeglow,0.3502607787971933,0.3502607787971933,0.4861999999999999,0.38,0.06,62826.76428427834,10,72,True
1195,2018-10-01,Xudun,0.2431695325710332,0.2431695325710332,0.2912,0.15,0.54,29233.817803085487,10,76,True
1196,2018-10-01,Afmadow,0.3680877161916911,0.3680877161916911,0.3925999999999999,0.33,0.05,180756.29518407176,10,2,True
1197,2018-10-01,Jariiban,0.4050420526164857,0.4050420526164857,0.4004,0.17,0.13,77164.65979907343,10,50,True
1199,2018-10-01,Doolow,0.5392512067568789,0.5392512067568789,0.3926,0.2,0.42,70367.24202467134,10,38,True
1200,2018-11-01,Waajid,0.4748949097855825,0.4748949097855825,0.4861999999999999,0.38,0.09,122373.31931054375,11,73,True
1201,2018-11-01,Marka,0.3971406259324205,0.3971406259324205,0.351,0.39,0.0,197917.20494918805,11,60,True
1202,2018-11-01,Bandarbeyla,0.499901764184284,0.499901764184284,0.3432000000000001,0.14,0.05,14286.58526534636,11,10,True
1203,2018-11-01,Buur Hakaba,0.4846909879180319,0.4846909879180319,0.2886,0.52,0.1,128204.6513460276,11,24,True
1204,2018-11-01,Jamaame,0.4077438698894172,0.4077438698894172,0.3926,0.34,0.08,72274.03765624086,11,49,True
1205,2018-11-01,Bu'aale,0.4125181113098476,0.4125181113098476,0.3925999999999999,0.58,0.09,102232.682999872,11,19,True
1207,2018-11-01,Badhaadhe,0.3711192650605567,0.3711192650605567,0.3926,0.59,0.0,41293.78545781948,11,4,True
1208,2018-11-01,Lughaye,0.4196119285022721,0.4196119285022721,0.169,0.12,0.41,99442.45554944112,11,58,True
1209,2018-11-01,Afgooye,0.384859060068862,0.384859060068862,0.351,0.36,0.0,262835.8188681545,11,1,True
1210,2018-11-01,Xudun,0.2431695325710332,0.2431695325710332,0.2912,0.16,0.54,29233.817803085487,11,76,True
1211,2018-11-01,Ceerigaabo,0.3096083862495412,0.3096083862495412,0.3367000000000001,0.15,0.14,186214.57602082423,11,35,True
1212,2018-11-01,Laas Caanood,0.2293654902134254,0.2293654902134254,0.2911999999999999,0.19,0.41,220788.33591955536,11,55,True
1213,2018-11-01,Burco,0.2211366753028379,0.2211366753028379,0.2028,0.24,0.12,440966.7506063085,11,21,True
1215,2018-11-01,Wanla Weyn,0.3788174337777663,0.3788174337777663,0.351,0.33,0.0,105508.44272316828,11,74,True
1216,2018-11-01,Baardheere,0.2972606382668021,0.2972606382668021,0.3925999999999999,0.48,0.07,122284.68350495162,11,3,True
1218,2018-11-01,Ceel Afweyn,0.2906972787612182,0.2906972787612182,0.3367,0.17,0.15,119189.63988343433,11,30,True
1219,2018-11-01,Diinsoor,0.4769534198876959,0.4769534198876959,0.2886000000000001,0.53,0.08,144645.3749179251,11,37,True
1220,2018-11-01,Balcad,0.3580405856281527,0.3580405856281527,0.351,0.36,0.03,211434.1247319937,11,8,True
1222,2018-11-01,Garoowe,0.5170266990935967,0.5170266990935967,0.3795999999999999,0.15,0.06,238943.83260569465,11,43,True
1223,2018-11-01,Afmadow,0.3680877161916911,0.3680877161916911,0.3925999999999999,0.48,0.05,180756.29518407176,11,2,True
1224,2018-11-01,Garbahaarey,0.345678336354725,0.345678336354725,0.3925999999999999,0.39,0.02,150445.26937163374,11,42,True
1225,2018-11-01,Qardho,0.5372761677527557,0.5372761677527557,0.3432,0.14,0.08,80478.15211908707,11,64,True
1226,2018-11-01,Borama,0.2406251937071188,0.2406251937071188,0.1690000000000001,0.25,0.16,397759.659833392,11,17,True
1227,2018-11-01,Doolow,0.5392512067568789,0.5392512067568789,0.3926,0.22,0.42,70367.24202467134,11,38,True
1229,2018-11-01,Gaalkacyo,0.4668580324895174,0.4668580324895174,0.4004,0.21,0.19,420293.0224489165,11,40,True
1230,2018-11-01,Iskushuban,0.4846457772814762,0.4846457772814762,0.3432,0.14,0.08,60361.40289872798,11,47,True
1231,2018-11-01,Bossaso,0.482210605259551,0.482210605259551,0.3432,0.16,0.26,474784.6404434893,11,18,True
1232,2018-11-01,Dhuusamarreeb,0.3909032104916541,0.3909032104916541,0.4212,0.24,0.25,134132.73415617252,11,36,True
1233,2018-11-01,Luuq,0.4123022966960434,0.4123022966960434,0.3926,0.26,0.06,42201.02354780796,11,59,True
1234,2018-11-01,Ceel Barde,0.34701491572768,0.34701491572768,0.4861999999999998,0.45,0.0,62204.20387382111,11,31,True
1236,2018-11-01,Eyl,0.456573523755734,0.456573523755734,0.3795999999999999,0.18,0.09,92352.216683081,11,39,True
1237,2018-11-01,Hargeysa,0.2386485041615721,0.2386485041615721,0.1975999999999999,0.0,0.23,959744.1903862744,11,45,True
1238,2018-11-01,Jilib,0.4060356888423295,0.4060356888423295,0.3925999999999999,0.41,0.08,177363.81212203606,11,51,True
1239,2018-11-01,Cabudwaaq,0.4299665440197571,0.4299665440197571,0.4212,0.25,0.17,148952.26299964866,11,25,True
1240,2018-11-01,Qoryooley,0.4363798525409664,0.4363798525409664,0.351,0.44,0.0,282277.1749967973,11,65,True
1241,2018-11-01,Taleex,0.2547557920787028,0.2547557920787028,0.2912,0.14,0.44,38521.922596223885,11,71,True
1242,2018-11-01,Caluula,0.4507637375759017,0.4507637375759017,0.3432,0.18,0.05,49878.02246678231,11,28,True
1244,2018-11-01,Belet Weyne,0.4637281725694139,0.4637281725694139,0.3926,0.31,0.22,257210.9053470947,11,13,True
1245,2018-11-01,Cadale,0.2829201738380863,0.2829201738380863,0.351,0.34,0.0,83698.7844852664,11,27,True
1246,2018-11-01,Hobyo,0.3354148794445133,0.3354148794445133,0.4003999999999999,0.2,0.15,90079.84358712788,11,46,True
1247,2018-11-01,Xarardheere,0.3447106682656731,0.3447106682656731,0.4004000000000001,0.28,0.03,34095.52790194442,11,75,True
1248,2018-11-01,Ceel Buur,0.3602624374798162,0.3602624374798162,0.4212,0.28,0.17,75284.97791694281,11,32,True
1250,2018-11-01,Owdweyne,0.2303423878316652,0.2303423878316652,0.2028,0.19,0.1,99751.78651328415,11,61,True
1251,2018-11-01,Jalalaqsi,0.3858321287337016,0.3858321287337016,0.3925999999999999,0.35,0.09,137166.99069700082,11,48,True
1252,2018-11-01,Gebiley,0.2443191130723181,0.2443191130723181,0.1975999999999999,0.26,0.22,103448.69292549856,11,44,True
1253,2018-11-01,Ceel Waaq,0.2770029164634731,0.2770029164634731,0.3925999999999998,0.54,0.07,42841.35404644698,11,34,True
1254,2018-11-01,Belet Xaawo,0.3942363701220913,0.3942363701220913,0.3926,0.42,0.03,80263.42747402092,11,15,True
1255,2018-11-01,Jariiban,0.4050420526164857,0.4050420526164857,0.4004,0.19,0.13,77164.65979907343,11,50,True
1256,2018-11-01,Qansax Dheere,0.5092847348131929,0.5092847348131929,0.2886,0.38,0.11,69363.1772816809,11,63,True
1257,2018-11-01,Berbera,0.2949701973955382,0.2949701973955382,0.1976,0.13,0.22,178810.11668822702,11,16,True
1258,2018-11-01,Baki,0.2761092768701464,0.2761092768701464,0.169,0.18,0.14,99262.17263864214,11,7,True
1259,2018-11-01,Ceel Dheer,0.3142399717243435,0.3142399717243435,0.4211999999999999,0.29,0.13,103004.37800500816,11,33,True
1260,2018-11-01,Kurtunwaarey,0.4461179568825337,0.4461179568825337,0.3510000000000001,0.48,0.0,257277.9921167836,11,54,True
1261,2018-11-01,Zeylac,0.4330650433619875,0.4330650433619875,0.1689999999999999,0.11,0.4,76799.71197431434,11,78,True
1262,2018-11-01,Jowhar,0.3830459721840857,0.3830459721840857,0.351,0.35,0.03,183042.93582933792,11,52,True
1263,2018-11-01,Sablaale,0.4309610549243231,0.4309610549243231,0.3510000000000001,0.48,0.0,24953.239247136426,11,69,True
1264,2018-11-01,Baraawe,0.3785774588022779,0.3785774588022779,0.3510000000000001,0.27,0.0,71451.00452711528,11,11,True
1265,2018-11-01,Buuhoodle,0.226129551832888,0.226129551832888,0.2027999999999999,0.31,0.07,114678.62295159738,11,23,True
1266,2018-11-01,Xudur,0.4689020964811947,0.4689020964811947,0.4862,0.44,0.11,119822.71253135678,11,77,True
1267,2018-11-01,Qandala,0.4649012053458273,0.4649012053458273,0.3431999999999999,0.18,0.08,50358.19680656703,11,62,True
1269,2018-11-01,Kismaayo,0.4685498464822668,0.4685498464822668,0.3925999999999999,0.43,0.4,194982.61424177085,11,53,True
1270,2018-11-01,Adan Yabaal,0.2789393906990287,0.2789393906990287,0.3510000000000001,0.33,0.0,37859.154953401936,11,0,True
1271,2018-11-01,Cadaado,0.4263710655123516,0.4263710655123516,0.4212,0.22,0.14,108059.64692015851,11,26,True
1272,2018-11-01,Galdogob,0.4695085383288688,0.4695085383288688,0.4004,0.24,0.09,96228.94625799869,11,41,True
1273,2018-11-01,Tayeeglow,0.3502607787971933,0.3502607787971933,0.4861999999999999,0.55,0.06,62826.76428427834,11,72,True
1274,2018-11-01,Caynabo,0.2428031590674251,0.2428031590674251,0.2911999999999999,0.2,0.44,38882.923681135246,11,29,True
1275,2018-11-01,Burtinle,0.4927859267135329,0.4927859267135329,0.3795999999999999,0.21,0.07,61401.072470727006,11,22,True
1276,2018-11-01,Sheikh,0.2505864840856458,0.2505864840856458,0.2028,0.27,0.05,65965.83992880996,11,70,True
1277,2018-11-01,Bulo Burto,0.3908949717937982,0.3908949717937982,0.3926,0.42,0.12,126308.10395590446,11,20,True
1278,2018-12-01,Eyl,0.456573523755734,0.3843661195946408,0.3795999999999999,0.17,0.09,92352.216683081,12,39,False
1279,2018-12-01,Bu'aale,0.4125181113098476,0.31831560695452,0.3925999999999999,0.62,0.09,102232.682999872,12,19,False
1280,2018-12-01,Sheikh,0.2505864840856458,0.2526659184696406,0.2028,0.27,0.05,65965.83992880996,12,70,True
1281,2018-12-01,Hargeysa,0.2386485041615721,0.1951645146346709,0.1975999999999999,0.0,0.23,959744.1903862744,12,45,False
1282,2018-12-01,Cabudwaaq,0.4299665440197571,0.3232371835699271,0.4212,0.22,0.17,148952.26299964866,12,25,False
1283,2018-12-01,Taleex,0.2547557920787028,0.3787844823934796,0.2912,0.13,0.44,38521.922596223885,12,71,True
1284,2018-12-01,Baraawe,0.3785774588022779,0.439931798183591,0.3510000000000001,0.3,0.0,71451.00452711528,12,11,True
1285,2018-12-01,Qoryooley,0.4363798525409664,0.4388574958395,0.351,0.59,0.0,282277.1749967973,12,65,True
1286,2018-12-01,Belet Weyne,0.4637281725694139,0.4709482336256127,0.3926,0.26,0.22,257210.9053470947,12,13,True
1287,2018-12-01,Adan Yabaal,0.2789393906990287,0.3959736631857278,0.3510000000000001,0.38,0.0,37859.154953401936,12,0,True
1288,2018-12-01,Caluula,0.4507637375759017,0.5231865541625861,0.3432,0.19,0.05,49878.02246678231,12,28,True
1290,2018-12-01,Jilib,0.4060356888423295,0.3157056116630282,0.3925999999999999,0.54,0.08,177363.81212203606,12,51,False
1292,2018-12-01,Belet Xaawo,0.3942363701220913,0.4070600258586147,0.3926,0.46,0.03,80263.42747402092,12,15,True
1293,2018-12-01,Kurtunwaarey,0.4461179568825337,0.4391758387432182,0.3510000000000001,0.64,0.0,257277.9921167836,12,54,False
1294,2018-12-01,Jalalaqsi,0.3858321287337016,0.4698845151234747,0.3925999999999999,0.41,0.09,137166.99069700082,12,48,True
