,date,district,Unnamed: 0,prevalence,next_prevalence,prevalence_6lag,ndvi,ipc,population,month,district_encoded,increase,Cowpea,Maize,Sorghum,crop
31,2018-01-01,Belet Weyne,135,0.3926,0.4637281725694139,0.429,0.2283333333333333,0.24,281126.69999999995,1,13,True,0.0,760.0,760.0,506.6666666666667
32,2018-01-01,Sheikh,136,0.2028,0.2505864840856458,0.3406,0.1816666666666666,0.07,62404.28999999999,1,70,True,23.201040947490696,212.75327055564708,212.75327055564708,149.56919401959496
33,2018-01-01,Xarardheere,138,0.4004000000000001,0.3447106682656731,0.4732000000000002,0.1816666666666666,0.09,278193.50999999995,1,75,False,1.32,240.0,240.0,160.44
34,2018-01-01,Borama,143,0.1690000000000001,0.2406251937071188,0.3795999999999999,0.2016666666666666,0.04,491879.61,1,17,True,415.4017186964031,262.4691029676079,262.4691029676079,313.446641543873
35,2018-01-01,Balcad,144,0.351,0.3580405856281527,0.3692,0.29,0.0,141077.745,1,8,True,360.0,1.225,1.225,120.81666666666666
36,2018-01-01,Waajid,146,0.4861999999999999,0.4748949097855825,0.4861999999999999,0.25,0.11,85276.75499999999,1,73,False,15.0,140.0,140.0,98.33333333333333
37,2018-01-01,Sablaale,147,0.3510000000000001,0.4309610549243231,0.3692,0.4116666666666666,0.11,62978.715,1,69,True,100.0,243.983549367322,243.983549367322,195.98903291154798
38,2018-07-01,Tayeeglow,148,0.3502607787971933,0.4731941786256158,0.4861999999999999,0.3766666666666667,0.06,62826.76428427834,7,72,True,24.0,576.0,576.0,392.0
39,2018-07-01,Jilib,149,0.4060356888423295,0.3157056116630282,0.3925999999999999,0.4666666666666666,0.08,177363.81212203606,7,51,False,290.0,343.71692088668937,343.71692088668937,325.81128059112626
40,2018-07-01,Baraawe,151,0.3785774588022779,0.439931798183591,0.3510000000000001,0.3266666666666666,0.0,71451.00452711528,7,11,True,140.0,290.8098090918665,290.8098090918665,240.539872727911
41,2018-07-01,Afmadow,153,0.3680877161916911,0.3567363956871535,0.3925999999999999,0.4283333333333333,0.05,180756.29518407176,7,2,False,33.0,299.6730239876732,299.6730239876732,210.78201599178215
42,2018-07-01,Borama,154,0.2406251937071188,0.204456465641011,0.1690000000000001,0.1983333333333333,0.16,397759.659833392,7,17,False,531.1497617640422,2.0,2.0,178.3832539213474
43,2018-07-01,Kismaayo,157,0.4685498464822668,0.3096236699207461,0.3925999999999999,0.4583333333333333,0.4,194982.61424177085,7,53,False,78.0,303.26381694239814,303.26381694239814,228.17587796159876
44,2018-07-01,Kurtunwaarey,160,0.4461179568825337,0.4391758387432182,0.3510000000000001,0.4716666666666667,0.0,257277.9921167836,7,54,False,626.0,283.57059662264464,283.57059662264464,397.7137310817631
45,2018-07-01,Cadale,161,0.2829201738380863,0.397642761583422,0.351,0.27,0.0,83698.7844852664,7,27,True,60.0,25.0,25.0,36.666666666666664
46,2018-07-01,Belet Weyne,162,0.4637281725694139,0.4709482336256127,0.3926,0.26,0.22,257210.9053470947,7,13,True,0.0,630.0,630.0,420.0
47,2018-07-01,Baardheere,165,0.2972606382668021,0.2870882907046133,0.3925999999999999,0.365,0.07,122284.68350495162,7,3,False,19.0,2.85,2.85,8.233333333333333
48,2018-07-01,Jowhar,167,0.3830459721840857,0.4361091139158288,0.351,0.35,0.03,183042.93582933792,7,52,True,405.0,3.5,3.5,137.33333333333334
49,2018-07-01,Balcad,173,0.3580405856281527,0.4256324032458843,0.351,0.3266666666666666,0.03,211434.1247319937,7,8,True,328.0,2.4,2.4,110.93333333333334
50,2018-07-01,Adan Yabaal,174,0.2789393906990287,0.3959736631857278,0.3510000000000001,0.26,0.0,37859.154953401936,7,0,True,90.0,38.0,38.0,55.333333333333336
51,2018-07-01,Doolow,178,0.5392512067568789,0.3983778863086515,0.3926,0.2333333333333333,0.42,70367.24202467134,7,38,False,9.0,48.0,48.0,35.0
52,2018-07-01,Gebiley,180,0.2443191130723181,0.195572345649635,0.1975999999999999,0.2066666666666666,0.22,103448.69292549856,7,44,False,270.7942610369718,6.2,6.2,94.39808701232393
53,2018-07-01,Diinsoor,181,0.4769534198876959,0.4709407002848428,0.2886000000000001,0.4116666666666667,0.08,144645.3749179251,7,37,False,893.0,9.0,9.0,303.6666666666667
54,2018-07-01,Hargeysa,184,0.2386485041615721,0.1951645146346709,0.1975999999999999,0.0,0.23,959744.1903862744,7,45,False,835.8786852787505,150.0,150.0,378.6262284262502
55,2018-07-01,Hobyo,186,0.3354148794445133,0.3520726565695597,0.4003999999999999,0.1816666666666666,0.15,90079.84358712788,7,46,True,150.0,15.0,15.0,60.0
56,2018-07-01,Afgooye,188,0.384859060068862,0.4383403468241347,0.351,0.35,0.0,262835.8188681545,7,1,True,1240.0,9.8,9.8,419.8666666666666
57,2018-07-01,Waajid,191,0.4748949097855825,0.4792888339084379,0.4861999999999999,0.3266666666666666,0.09,122373.31931054375,7,73,True,12.0,315.0,315.0,214.0
58,2018-07-01,Jalalaqsi,193,0.3858321287337016,0.4698845151234747,0.3925999999999999,0.3383333333333333,0.09,137166.99069700082,7,48,True,0.0,1085.0,1085.0,723.3333333333334
59,2018-07-01,Ceel Dheer,194,0.3142399717243435,0.3237222467082124,0.4211999999999999,0.2316666666666666,0.13,103004.37800500816,7,33,True,700.0,28.0,28.0,252.0
60,2018-07-01,Xarardheere,195,0.3447106682656731,0.3440937497588239,0.4004000000000001,0.22,0.03,34095.52790194442,7,75,False,400.0,20.0,20.0,146.66666666666666
61,2018-07-01,Jamaame,196,0.4077438698894172,0.3149404261361454,0.3926,0.4316666666666666,0.08,72274.03765624086,7,49,False,398.0,277.934413318038,277.934413318038,317.95627554535866
62,2018-07-01,Luuq,201,0.4123022966960434,0.4097136186539254,0.3926,0.2566666666666666,0.06,42201.02354780796,7,59,False,17.0,92.0,92.0,67.0
63,2018-07-01,Marka,203,0.3971406259324205,0.4356751207813825,0.351,0.3899999999999999,0.0,197917.20494918805,7,60,True,855.0,900.0,900.0,885.0
64,2018-07-01,Buur Hakaba,208,0.4846909879180319,0.47037719442215,0.2886,0.4316666666666666,0.1,128204.6513460276,7,24,False,705.0,8.28,8.28,240.51999999999998
65,2018-07-01,Xudur,209,0.4689020964811947,0.48161201917032,0.4862,0.3283333333333333,0.11,119822.71253135678,7,77,True,24.0,616.0,616.0,418.6666666666667
66,2018-07-01,Sheikh,210,0.2505864840856458,0.2526659184696406,0.2028,0.1999999999999999,0.05,65965.83992880996,7,70,True,97.31988302132648,250.0,250.0,199.1066276737755
67,2018-07-01,Sablaale,211,0.4309610549243231,0.4365207106198354,0.3510000000000001,0.4733333333333333,0.0,24953.239247136426,7,69,True,175.0,237.901213467087,237.901213467087,216.93414231139135
68,2018-07-01,Badhaadhe,212,0.3711192650605567,0.2330307158506623,0.3926,0.5316666666666666,0.0,41293.78545781948,7,4,False,40.0,279.76765375433195,279.76765375433195,199.84510250288795
69,2018-07-01,Belet Xaawo,214,0.3942363701220913,0.4070600258586147,0.3926,0.33,0.03,80263.42747402092,7,15,True,8.0,60.0,60.0,42.666666666666664
70,2018-07-01,Qoryooley,216,0.4363798525409664,0.4388574958395,0.351,0.44,0.0,282277.1749967973,7,65,True,586.0,900.0,900.0,795.3333333333334
71,2018-07-01,Bulo Burto,217,0.3908949717937982,0.470453127878576,0.3926,0.3216666666666666,0.12,126308.10395590446,7,20,True,0.0,1230.0,1230.0,820.0
72,2018-07-01,Owdweyne,219,0.2303423878316652,0.2072939133886237,0.2028,0.175,0.1,99751.78651328415,7,61,False,270.4884192334917,1.5,1.5,91.1628064111639
73,2018-07-01,Burco,220,0.2211366753028379,0.1770356571398554,0.2028,0.1933333333333333,0.12,440966.7506063085,7,21,False,390.2050846931464,500.0,500.0,463.40169489771546
74,2018-07-01,Qansax Dheere,221,0.5092847348131929,0.4706401766004414,0.2886,0.34,0.11,69363.1772816809,7,63,False,858.0,8.1,8.1,291.40000000000003
75,2018-07-01,Bu'aale,224,0.4125181113098476,0.31831560695452,0.3925999999999999,0.48,0.09,102232.682999872,7,19,False,180.0,720.0,720.0,540.0
76,2019-01-01,Bulo Burto,225,0.470453127878576,0.5898451672177014,0.3908949717937982,0.3183333333333333,0.08,126308.10395590446,1,20,True,0.0,106.056,106.056,70.704
77,2019-01-01,Hobyo,226,0.3520726565695597,0.3487584354785739,0.3354148794445133,0.1816666666666666,0.09,90079.84358712788,1,46,False,2.0,490.0,490.0,327.3333333333333
78,2019-01-01,Afgooye,229,0.4383403468241347,0.462159131461528,0.384859060068862,0.3316666666666666,0.01,262835.8188681545,1,1,True,1480.0,6.075,6.075,497.3833333333334
79,2019-01-01,Waajid,230,0.4792888339084379,0.5458546307673043,0.4748949097855825,0.295,0.04,122373.31931054375,1,73,True,10.0,100.0,100.0,70.0
80,2019-01-01,Badhaadhe,231,0.2330307158506623,0.4823586641167936,0.3711192650605567,0.5516666666666666,0.01,41293.78545781948,1,4,True,10.0,234.5658371089048,234.5658371089048,159.7105580726032
81,2019-01-01,Jalalaqsi,235,0.4698845151234747,0.5921047430628529,0.3858321287337016,0.315,0.06,137166.99069700082,1,48,True,0.0,731.0,731.0,487.3333333333333
82,2019-01-01,Ceel Dheer,236,0.3237222467082124,0.302048788800896,0.3142399717243435,0.2433333333333333,0.02,103004.37800500816,1,33,False,1.8,1.225,1.225,1.4166666666666667
83,2019-01-01,Sheikh,237,0.2526659184696406,0.311807882954238,0.2505864840856458,0.2183333333333333,0.14,65965.83992880996,1,70,True,6.350467527573072,225.7563836206557,225.7563836206557,152.62107825629482
84,2019-01-01,Qansax Dheere,241,0.4706401766004414,0.5490683229813664,0.5092847348131929,0.3366666666666666,0.08,69363.1772816809,1,63,True,196.0,7.85,7.85,70.56666666666666
85,2019-01-01,Qoryooley,245,0.4388574958395,0.4647070601850455,0.4363798525409664,0.4483333333333333,0.03,282277.1749967973,1,65,True,220.0,860.0,860.0,646.6666666666666
86,2019-01-01,Balcad,247,0.4256324032458843,0.4207892941616012,0.3580405856281527,0.3316666666666666,0.02,211434.1247319937,1,8,False,300.0,1.4,1.4,100.93333333333334
87,2019-01-01,Adan Yabaal,250,0.3959736631857278,0.3406226826633605,0.2789393906990287,0.2733333333333334,0.04,37859.154953401936,1,0,False,30.0,23.0,23.0,25.333333333333332
88,2019-01-01,Xudur,255,0.48161201917032,0.5457788588250408,0.4689020964811947,0.3283333333333333,0.05,119822.71253135678,1,77,True,50.0,525.0,525.0,366.6666666666667
89,2019-01-01,Gebiley,258,0.195572345649635,0.2418992297764819,0.2443191130723181,0.235,0.09,103448.69292549856,1,44,True,58.657503277748354,272.2278263287961,272.2278263287961,201.0377186451135
90,2019-01-01,Diinsoor,259,0.4709407002848428,0.5512844916157692,0.4769534198876959,0.4133333333333333,0.07,144645.3749179251,1,37,True,199.0,6.525,6.525,70.68333333333334
91,2019-01-01,Bu'aale,260,0.31831560695452,0.5163749201445982,0.4125181113098476,0.4833333333333333,0.01,102232.682999872,1,19,True,144.0,320.0,320.0,261.3333333333333
92,2019-01-01,Hargeysa,262,0.1951645146346709,0.2213906679944643,0.2386485041615721,0.0249999999999999,0.12,959744.1903862744,1,45,True,704.3527316377298,257.8107725973604,257.8107725973604,406.65809227748355
93,2019-01-01,Doolow,264,0.3983778863086515,0.5545845681860391,0.5392512067568789,0.22,0.27,70367.24202467134,1,38,True,20.0,60.0,60.0,46.666666666666664
94,2019-01-01,Burco,266,0.1770356571398554,0.2998339565222233,0.2211366753028379,0.1949999999999999,0.15,440966.7506063085,1,21,True,315.07694569748725,270.28499830552,270.28499830552,285.21564743617574
95,2019-01-01,Jamaame,267,0.3149404261361454,0.532680040708361,0.4077438698894172,0.3966666666666666,0.02,72274.03765624086,1,49,True,304.0,297.5880954148368,297.5880954148368,299.72539694322455
96,2019-01-01,Baraawe,268,0.439931798183591,0.4680395945111392,0.3785774588022779,0.285,0.0,71451.00452711528,1,11,True,12.0,292.28040868107564,292.28040868107564,198.85360578738377
97,2019-01-01,Jowhar,269,0.4361091139158288,0.4607258650079849,0.3830459721840857,0.3416666666666666,0.01,183042.93582933792,1,52,True,480.0,1.08,1.08,160.72
98,2019-01-01,Borama,271,0.204456465641011,0.2736328112610178,0.2406251937071188,0.2299999999999999,0.2,397759.659833392,1,17,True,297.8230478922053,273.9799866990936,273.9799866990936,281.92767376346416
99,2019-01-01,Kismaayo,273,0.3096236699207461,0.412029161025459,0.4685498464822668,0.4383333333333333,0.13,194982.61424177085,1,53,True,109.0,273.69624963406864,273.69624963406864,218.79749975604577
100,2019-01-01,Luuq,275,0.4097136186539254,0.500413842160481,0.4123022966960434,0.2283333333333333,0.01,42201.02354780796,1,59,True,30.0,240.0,240.0,170.0
101,2019-01-01,Afmadow,277,0.3567363956871535,0.5119018086833421,0.3680877161916911,0.3933333333333333,0.03,180756.29518407176,1,2,True,26.0,288.611431376997,288.611431376997,201.0742875846647
102,2019-01-01,Cadale,279,0.397642761583422,0.3368835013608263,0.2829201738380863,0.2666666666666666,0.04,83698.7844852664,1,27,False,29.0,24.0,24.0,25.666666666666668
103,2019-01-01,Buur Hakaba,280,0.47037719442215,0.5490683229813665,0.4846909879180319,0.4066666666666667,0.08,128204.6513460276,1,24,True,125.0,3.6,3.6,44.06666666666666
104,2019-01-01,Belet Weyne,281,0.4709482336256127,0.5868054618205713,0.4637281725694139,0.245,0.1,222898.05826843024,1,13,True,332.2359019478824,1.08,1.08,111.46530064929414
105,2019-01-01,Baardheere,287,0.2870882907046133,0.5213965829380455,0.2972606382668021,0.35,0.02,122284.68350495162,1,3,True,38.0,2.6,2.6,14.4
106,2019-01-01,Kurtunwaarey,288,0.4391758387432182,0.4656396293608185,0.4461179568825337,0.5216666666666666,0.04,257277.9921167836,1,54,True,300.0,278.96364094195184,278.96364094195184,285.9757606279679
107,2019-01-01,Belet Xaawo,289,0.4070600258586147,0.5172155129757019,0.3942363701220913,0.33,0.0,80263.42747402092,1,15,True,5.0,56.0,56.0,39.0
108,2019-01-01,Xarardheere,291,0.3440937497588239,0.2395519799571875,0.3447106682656731,0.235,0.01,34095.52790194442,1,75,False,700.0,960.0,960.0,873.3333333333334
109,2019-01-01,Sablaale,294,0.4365207106198354,0.4578215216645919,0.4309610549243231,0.5216666666666666,0.03,24953.239247136426,1,69,True,36.0,243.30241206400888,243.30241206400888,174.20160804267258
110,2019-01-01,Tayeeglow,295,0.4731941786256158,0.5481180166869125,0.3502607787971933,0.3966666666666666,0.05,62826.76428427834,1,72,True,60.0,1.225,1.225,20.816666666666666
111,2019-01-01,Owdweyne,298,0.2072939133886237,0.3310823852137992,0.2303423878316652,0.17,0.13,99751.78651328415,1,61,True,23.52036167610456,239.6919606105852,239.6919606105852,167.63476096575832
112,2019-01-01,Jilib,300,0.3157056116630282,0.5113327705575001,0.4060356888423295,0.46,0.01,177363.81212203606,1,51,True,143.0,277.19230769003224,277.19230769003224,232.4615384600215
113,2019-01-01,Marka,301,0.4356751207813825,0.4539589601919299,0.3971406259324205,0.405,0.03,197917.20494918805,1,60,True,460.0,273.9469863208571,273.9469863208571,335.96465754723806
114,2019-07-01,Sheikh,303,0.311807882954238,0.2081401693223537,0.2526659184696406,0.1966666666666666,0.14,65965.83992880996,7,70,False,20.49067871281113,960.0,960.0,646.8302262376037
115,2019-07-01,Qoryooley,304,0.4647070601850455,0.4443390921876267,0.4388574958395,0.3899999999999999,0.03,282277.1749967973,7,65,False,240.0,120.0,120.0,160.0
116,2019-07-01,Xarardheere,305,0.2395519799571875,0.3962781291497199,0.3440937497588239,0.22,0.01,34095.52790194442,7,75,True,240.0,201.49977466631924,201.49977466631924,214.3331831108795
117,2019-07-01,Jalalaqsi,310,0.5921047430628529,0.4735042553650304,0.4698845151234747,0.2866666666666667,0.06,137166.99069700082,7,48,False,21.43020971658092,700.0,700.0,473.810069905527
118,2019-07-01,Jamaame,315,0.532680040708361,0.4403832811966767,0.3149404261361454,0.3533333333333333,0.02,72274.03765624086,7,49,False,120.0,315.11502202054766,315.11502202054766,250.07668134703178
119,2019-07-01,Tayeeglow,317,0.5481180166869125,0.5185117637649114,0.4731941786256158,0.35,0.05,62826.76428427834,7,72,False,12.0,220.0,220.0,150.66666666666666
120,2019-07-01,Kurtunwaarey,318,0.4656396293608185,0.4452618351340643,0.4391758387432182,0.4433333333333333,0.04,257277.9921167836,7,54,False,190.0,284.0254975199813,284.0254975199813,252.68366501332085
121,2019-07-01,Hobyo,319,0.3487584354785739,0.3706782212839118,0.3520726565695597,0.1683333333333333,0.09,90079.84358712788,7,46,True,60.0,282.6960326419243,282.6960326419243,208.46402176128288
122,2019-07-01,Waajid,321,0.5458546307673043,0.5312342103332384,0.4792888339084379,0.255,0.04,122373.31931054375,7,73,False,4.0,10.0,10.0,8.0
123,2019-07-01,Jilib,322,0.5113327705575001,0.3909294797509632,0.3157056116630282,0.4266666666666667,0.01,177363.81212203606,7,51,False,56.0,345.333556322362,345.333556322362,248.88903754824136
124,2019-07-01,Jowhar,323,0.4607258650079849,0.4462076309782391,0.4361091139158288,0.29,0.01,183042.93582933792,7,52,False,134.0,292.6584597767287,292.6584597767287,239.77230651781915
125,2019-07-01,Marka,324,0.4539589601919299,0.4637137550163429,0.4356751207813825,0.3183333333333333,0.03,197917.20494918805,7,60,True,400.0,274.6290516923613,274.6290516923613,316.41936779490754
126,2019-07-01,Qansax Dheere,325,0.5490683229813664,0.6480009367515506,0.4706401766004414,0.3133333333333333,0.08,69363.1772816809,7,63,True,280.0,5.4,5.4,96.93333333333334
127,2019-07-01,Sablaale,326,0.4578215216645919,0.4587764880148566,0.4365207106198354,0.4716666666666667,0.03,24953.239247136426,7,69,True,148.0,227.1148092623036,227.1148092623036,200.74320617486907
128,2019-07-01,Hargeysa,327,0.2213906679944643,0.2029943156263941,0.1951645146346709,0.1533333333333333,0.12,959744.1903862744,7,45,False,903.4354973623992,5.6,5.6,304.87849912079975
129,2019-07-01,Xudur,329,0.5457788588250408,0.549549493748511,0.48161201917032,0.2816666666666667,0.05,119822.71253135678,7,77,True,20.0,352.0,352.0,241.33333333333334
130,2019-07-01,Owdweyne,331,0.3310823852137992,0.2163547982087805,0.2072939133886237,0.1716666666666666,0.13,99751.78651328415,7,61,False,231.94016043202203,8.0,8.0,82.64672014400735
131,2019-07-01,Luuq,333,0.500413842160481,0.3829595838278671,0.4097136186539254,0.1983333333333333,0.01,42201.02354780796,7,59,False,20.0,285.39655280278765,285.39655280278765,196.93103520185844
132,2019-07-01,Kismaayo,335,0.412029161025459,0.3769676308818636,0.3096236699207461,0.4266666666666667,0.13,194982.61424177085,7,53,False,54.0,294.4537087703864,294.4537087703864,214.30247251359094
133,2019-07-01,Gebiley,336,0.2418992297764819,0.2667717736348647,0.195572345649635,0.1833333333333333,0.09,103448.69292549856,7,44,True,189.38086180996976,36.0,36.0,87.12695393665659
134,2019-07-01,Bulo Burto,345,0.5898451672177014,0.4798138405125635,0.470453127878576,0.2716666666666666,0.08,126308.10395590446,7,20,False,107.0457661940277,1651.0,1651.0,1136.3485887313425
135,2019-07-01,Badhaadhe,346,0.4823586641167936,0.3489569935965541,0.2330307158506623,0.5133333333333333,0.01,41293.78545781948,7,4,False,8.0,271.4030291055318,271.4030291055318,183.60201940368788
136,2019-07-01,Diinsoor,347,0.5512844916157692,0.631234351243638,0.4709407002848428,0.355,0.07,144645.3749179251,7,37,True,240.0,5.7,5.7,83.8
137,2019-07-01,Cadale,349,0.3368835013608263,0.3083621800244197,0.397642761583422,0.2316666666666667,0.04,83698.7844852664,7,27,False,231.55303571779072,16.0,16.0,87.85101190593025
138,2019-07-01,Bu'aale,350,0.5163749201445982,0.3994682200116711,0.31831560695452,0.4666666666666666,0.01,102232.682999872,7,19,False,64.0,200.0,200.0,154.66666666666666
139,2019-07-01,Borama,359,0.2736328112610178,0.2138712946350238,0.204456465641011,0.1933333333333333,0.2,397759.659833392,7,17,False,464.3706936450019,13.5,13.5,163.79023121500063
140,2019-07-01,Balcad,360,0.4207892941616012,0.3899254108022901,0.4256324032458843,0.3166666666666666,0.02,211434.1247319937,7,8,False,106.0,200.0,200.0,168.66666666666666
141,2019-07-01,Belet Xaawo,363,0.5172155129757019,0.4081442057063084,0.4070600258586147,0.2833333333333333,0.0,80263.42747402092,7,15,False,8.0,286.1611227170466,286.1611227170466,193.44074847803108
142,2019-07-01,Buur Hakaba,365,0.5490683229813665,0.6211723936273237,0.47037719442215,0.35,0.08,128204.6513460276,7,24,True,72.0,2.4,2.4,25.599999999999998
143,2019-07-01,Baraawe,367,0.4680395945111392,0.4454830625784129,0.439931798183591,0.2633333333333333,0.0,71451.00452711528,7,11,False,32.0,319.5634423859737,319.5634423859737,223.70896159064912
144,2019-07-01,Adan Yabaal,368,0.3406226826633605,0.3126112111904077,0.3959736631857278,0.2466666666666666,0.04,37859.154953401936,7,0,False,155.9589683457396,30.0,30.0,71.9863227819132
145,2019-07-01,Belet Weyne,370,0.5868054618205713,0.4954915340016362,0.4709482336256127,0.2283333333333333,0.1,222898.05826843024,7,13,False,713.9493668949814,1370.0,1370.0,1151.3164556316603
146,2019-07-01,Afgooye,371,0.462159131461528,0.4492225378213771,0.4383403468241347,0.2883333333333333,0.01,262835.8188681545,7,1,False,266.0,900.0,900.0,688.6666666666666
147,2019-07-01,Doolow,372,0.5545845681860391,0.4261285631981143,0.3983778863086515,0.1883333333333333,0.27,70367.24202467134,7,38,False,28.0,315.02052408493387,315.02052408493387,219.34701605662258
148,2019-07-01,Baardheere,377,0.5213965829380455,0.2484368223141074,0.2870882907046133,0.305,0.02,122284.68350495162,7,3,False,18.0,342.885271066898,342.885271066898,234.59018071126533
149,2019-07-01,Afmadow,378,0.5119018086833421,0.3484296307635035,0.3567363956871535,0.3633333333333333,0.03,180756.29518407176,7,2,False,16.0,291.1359567149259,291.1359567149259,199.42397114328392
150,2019-07-01,Burco,379,0.2998339565222233,0.1798890136234226,0.1770356571398554,0.1933333333333333,0.15,440966.7506063085,7,21,False,524.1967331166961,3.2,3.2,176.86557770556536
151,2019-07-01,Ceel Dheer,380,0.302048788800896,0.3728953651323323,0.3237222467082124,0.225,0.02,103004.37800500816,7,33,True,240.0,293.9473072827716,293.9473072827716,275.9648715218477
